node,clade,node.type,branch.length,label,astral,gcf,scf,ds.sum,dn.sum,dn.ds.sum,synonymous.bl.sum,nonsynonymous.bl.sum,num.genes.full,num.genes.partial,num.genes.no.clade,num.genes.no.subs,avg.ds,avg.dn,avg.dn.ds,avg.synonymous.bl,avg.nonsynonymous.bl
95,Solomys_salebrosus_ABTC64864,tip,NA,Solomys_salebrosus_ABTC64864,NA,NA,NA,113.77247641307677,16.549277802065827,1687948.9438075186,27.110828792468794,12.577794023915212,9101,0,2693,260,0.012501096188669023,0.0018184021318608755,190.92285304914813,0.0029788846052597293,0.0013820232967712573
96,Melomys_rufescens_ABTC44798,tip,NA,Melomys_rufescens_ABTC44798,NA,NA,NA,109.45872631463584,13.203702250154722,1452802.5717993274,25.96086831324061,10.062064776252603,9210,0,2584,251,0.011884769415269907,0.0014336267372589274,162.16124252699268,0.002818769632273682,0.0010925151765746584
97,Uromys_sp-nov_YS380,tip,NA,Uromys_sp-nov_YS380,NA,NA,NA,0,0,0,0,0,0,0,11794,0,0,0,0,0,0
98,Uromys_caudimaculatus_DT10Uc01,tip,NA,Uromys_caudimaculatus_DT10Uc01,NA,NA,NA,59.65442766788451,7.753796473408874,2477068.193366974,14.123958405662853,5.905033896166343,10274,0,1520,175,0.0058063488094106,0.0007547008442095459,245.27856157708428,0.0013747282855424228,0.0005747550998799244
99,Leporillus_conditor_ABTC13335,tip,NA,Leporillus_conditor_ABTC13335,NA,NA,NA,63.64598252089681,9.7047903518473,729623.2059889317,15.089374986956273,7.38854008760937,5189,0,6605,181,0.012265558396781038,0.0018702621606951823,145.69153474219883,0.002907954323946092,0.0014238851585294606
100,Leporillus_apicalis_C90,tip,NA,Leporillus_apicalis_C90,NA,NA,NA,45.21702168909123,6.9858143236274195,759905.2067708886,10.715533740118353,5.32826346469612,3875,0,7919,143,0.011668908822991287,0.0018027907931941727,203.61875851309986,0.002765299029707962,0.0013750357328248053
101,Conilurus_albipes_NMV-c7585,tip,NA,Conilurus_albipes_NMV-c7585,NA,NA,NA,0,0,0,0,0,0,0,11794,0,0,0,0,0,0
102,Conilurus_penicillatus_M14056,tip,NA,Conilurus_penicillatus_M14056,NA,NA,NA,115.00699577040399,14.214289708688767,1278162.5470712173,27.27112882528884,10.825861906789036,9440,0,2354,247,0.012182944467203813,0.0015057510284627932,139.03650027969294,0.002888890765390767,0.0011468074053801946
103,Mesembriomys_macrurus_ABTC7337,tip,NA,Mesembriomys_macrurus_ABTC7337,NA,NA,NA,67.64649458927119,10.245921632694591,1980164.441704445,16.113076650767635,7.789299584402624,8343,0,3451,224,0.008108173869024474,0.0012280860161446232,243.8926520143423,0.001931328856618439,0.0009336329359226446
104,Mesembriomys_gouldii_ABTC7449,tip,NA,Mesembriomys_gouldii_ABTC7449,NA,NA,NA,83.33597173775333,11.491859694629586,2245990.7176751685,19.81713449628455,8.742680321872752,10002,0,1792,250,0.008331930787617809,0.0011489561782273131,230.31077908892212,0.0019813171861912168,0.0008740932135445663
105,Zyzomys_pedunculatus_Z34925,tip,NA,Zyzomys_pedunculatus_Z34925,NA,NA,NA,102.9671647695137,14.577690224984602,1504511.2312580892,24.483971557568648,11.101278149793004,9971,0,1823,274,0.010326663801977104,0.0014620088481581187,155.15223587275335,0.002455518158416272,0.0011133565489713172
106,Zyzomys_woodwardi_WAMM21724,tip,NA,Zyzomys_woodwardi_WAMM21724,NA,NA,NA,79.42346973966043,11.335646553482668,1620227.0766094502,18.890083135907343,8.628715918069384,8098,0,3696,265,0.009807788310652066,0.0013998081691136907,206.84630111189202,0.0023326850007294817,0.0010655366656050116
107,Zyzomys_maini_ABTC07900,tip,NA,Zyzomys_maini_ABTC07900,NA,NA,NA,88.43864240645621,11.322885638923122,1691286.4873704282,21.01307053339049,8.617890085798653,9878,0,1916,255,0.00895309196258921,0.0011462730956593563,175.75459704566435,0.0021272596207117323,0.0008724326873657272
108,Zyzomys_palatalis_ABTC30744,tip,NA,Zyzomys_palatalis_ABTC30744,NA,NA,NA,74.77802477439216,9.941061486060022,1695446.6887709023,17.751118967003368,7.569016495586361,9319,0,2475,215,0.008024254187615857,0.0010667519568687651,186.23096317782318,0.001904830879601177,0.0008122133807904669
109,Zyzomys_argurus_ABTC61630,tip,NA,Zyzomys_argurus_ABTC61630,NA,NA,NA,64.01995452415713,9.013399954750176,2245160.174975591,15.207617310266917,6.871158403027135,9539,0,2255,255,0.006711390557097927,0.0009448998799402637,241.83112612834884,0.001594256977698597,0.0007203227175833038
110,Leggadina_lakedownensis_WAMM21623,tip,NA,Leggadina_lakedownensis_WAMM21623,NA,NA,NA,74.27817438433196,10.09743242144634,2048117.9795772869,17.570088942280414,7.695149735120299,9978,0,1816,202,0.007444194666699936,0.0010119695752100963,209.5047033119156,0.0017608828364682717,0.0007712116391180897
111,Leggadina_forresti_WAMM62323,tip,NA,Leggadina_forresti_WAMM62323,NA,NA,NA,75.18024755139767,9.994108257744307,2258210.772912295,17.864640180786363,7.602656025088292,9791,0,2003,223,0.007678505520518606,0.0010207443833872235,236.0170122190944,0.0018245981187607358,0.0007764943340913381
112,Pseudomys_calabyi_U4324,tip,NA,Pseudomys_calabyi_U4324,NA,NA,NA,88.68171307886533,11.580721419832225,1747367.077287096,21.16673436852083,8.796672242583522,9926,0,1868,272,0.008934285017012425,0.00116670576464157,180.99928291766068,0.0021324535934435654,0.0008862252914148219
113,Pseudomys_chapmani_WAMM29440,tip,NA,Pseudomys_chapmani_WAMM29440,NA,NA,NA,94.97443870496555,11.848354508555547,1611511.210794398,22.537333657104703,9.018343893822944,9833,0,1961,258,0.009658744910501938,0.0012049582536922147,168.3040429028092,0.00229200993156765,0.0009171508078737867
114,Pseudomys_johnsoni_ABTC08053,tip,NA,Pseudomys_johnsoni_ABTC08053,NA,NA,NA,51.53681437824715,6.967484176877216,2521562.0745712756,12.204625463227025,5.315094006674077,10028,0,1766,223,0.005139291421843553,0.0006948029693734758,257.171042791563,0.0012170547929025754,0.0005300253297441241
115,Pseudomys_patrius_JM10865,tip,NA,Pseudomys_patrius_JM10865,NA,NA,NA,68.56753032281256,9.304694194939444,1972184.9015333846,16.314171035818436,7.076893048164004,9312,0,2482,221,0.007363351624013376,0.000999215441896418,216.93816978697444,0.0017519513569392651,0.000759975628024485
116,Notomys_cervinus_M22857,tip,NA,Notomys_cervinus_M22857,NA,NA,NA,107.99339812981275,13.138747491720807,1270962.5407040368,25.666510306984208,10.006090459679552,9380,0,2414,252,0.011513155450939526,0.0014007193487975275,139.23778929711185,0.002736301738484457,0.0010667473837611462
117,Notomys_mitchellii_M21518,tip,NA,Notomys_mitchellii_M21518,NA,NA,NA,46.46821761258907,7.5258424486566895,1806357.0030733037,11.05958077127539,5.734466475224438,7340,0,4454,166,0.006330819838227394,0.0010253191346943718,251.79216658395646,0.0015067548734707618,0.0007812624625646373
118,Notomys_fuscus_M22830,tip,NA,Notomys_fuscus_M22830,NA,NA,NA,44.10265578600677,6.278285605569357,2449770.36984015,10.494611190354725,4.779672734610649,9525,0,2269,183,0.004630200082520396,0.0006591375963852343,262.2318957225594,0.0011017964504309423,0.0005018029117701469
119,Notomys_aquilo_M-32455,tip,NA,Notomys_aquilo_M-32455,NA,NA,NA,0,0,0,0,0,0,0,11794,0,0,0,0,0,0
120,Notomys_alexis_U1308,tip,NA,Notomys_alexis_U1308,NA,NA,NA,29.03011958319942,5.252777918666151,2419586.176984164,6.876557206789144,4.008152839893079,8978,0,2816,154,0.003233472887413613,0.0005850721673720373,274.20514245060787,0.0007659341954543489,0.00044644161727479156
121,Pseudomys_occidentalis_ABTC08043,tip,NA,Pseudomys_occidentalis_ABTC08043,NA,NA,NA,125.7148413035626,15.395753644881367,1033992.2095073614,29.906332000096494,11.70806017959595,9694,0,2100,242,0.012968314555762596,0.001588173472754422,109.39401285520117,0.0030850352795643177,0.0012077635836183155
122,Pseudomys_fumeus_ABTC08168,tip,NA,Pseudomys_fumeus_ABTC08168,NA,NA,NA,120.04629577954655,14.30377485175593,1264817.9811462208,28.545577419914796,10.881973690877858,10021,0,1773,250,0.011979472685315493,0.0014273799872024679,129.44611412815686,0.00284857573295228,0.0010859169435064224
123,Pseudomys_albocinereus_WAMM18855,tip,NA,Pseudomys_albocinereus_WAMM18855,NA,NA,NA,61.96674515833414,8.462125036376802,2297846.6237364556,14.732680944951808,6.438128383621758,9360,0,2434,215,0.0066203787562322805,0.0009040731876470943,251.26808351410122,0.0015740043744606632,0.0006878342290194186
124,Pseudomys_apodemoides_M16672,tip,NA,Pseudomys_apodemoides_M16672,NA,NA,NA,72.09375720031521,9.263009923526797,2187699.687140122,17.142041812992314,7.0524809893885845,9964,0,1830,220,0.007235423243708873,0.0009296477241596545,224.5176197803902,0.0017203976127049693,0.0007077961651333384
125,Pseudomys_gracilicaudatus_ABTC08163,tip,NA,Pseudomys_gracilicaudatus_ABTC08163,NA,NA,NA,2972.7559858022164,8.81855441881691,2057655.8819380617,727.0565621383561,6.708094429090911,9416,0,2378,214,0.315713252527848,0.0009365499595175139,223.60963724604017,0.07721501297136323,0.0007124144465899438
126,Pseudomys_nanus_U1448,tip,NA,Pseudomys_nanus_U1448,NA,NA,NA,68.56058237531812,8.74246165301988,2110903.571391818,16.25609188704115,6.663977275950224,9678,0,2116,202,0.007084168462008485,0.0009033335041351395,222.76314598900572,0.0016796953799381228,0.000688569671001263
127,Pseudomys_oralis_RAT7,tip,NA,Pseudomys_oralis_RAT7,NA,NA,NA,115.45413155706593,13.302992160660722,1305217.2852042275,27.43537594919596,10.121614062966119,10361,0,1433,278,0.011143145599562391,0.0012839486691111593,129.44731579928865,0.0026479467183858664,0.0009768954794871266
128,Pseudomys_desertor_ABTC41464,tip,NA,Pseudomys_desertor_ABTC41464,NA,NA,NA,55.54041068414424,7.705285558797519,2283501.5022726925,13.207194651653843,5.868674428503215,9595,0,2199,188,0.00578847427661743,0.0008030521687126127,242.74492423436723,0.0013764663524391707,0.0006116388148518202
129,Pseudomys_shortridgei_Z25113,tip,NA,Pseudomys_shortridgei_Z25113,NA,NA,NA,56.93008459025434,8.799847542926226,2445604.578657586,13.584386445291356,6.690272556768972,9251,0,2543,194,0.006153938448843837,0.0009512320336100125,270.02369202358244,0.0014684235699158313,0.0007231945256479269
130,Pseudomys_australis_M25541,tip,NA,Pseudomys_australis_M25541,NA,NA,NA,96.62239843829414,11.94384376920435,1289518.708139856,22.96122889765206,9.08865143213233,10038,0,1756,280,0.009625662326986865,0.0011898628979083831,132.1498983541562,0.0022874306532827317,0.000905424529999236
131,Mastacomys_fuscus_M13957,tip,NA,Mastacomys_fuscus_M13957,NA,NA,NA,92.82375871908879,12.016670538706753,1747188.3274145464,22.11785519958609,9.134135202040552,10147,0,1647,272,0.009147901716673774,0.0011842584545882285,176.93046353565026,0.002179743293543519,0.0009001808615394256
132,Pseudomys_higginsi_UC1421,tip,NA,Pseudomys_higginsi_UC1421,NA,NA,NA,95.92840565406071,10.89946738031849,1508442.0341876314,22.862234329049453,8.294022570668439,10493,0,1301,268,0.009142133389312943,0.0010387370037471162,147.52489331908376,0.002178808189178448,0.0007904338674038348
133,Pseudomys_hermannsburgensis_ABTC08067,tip,NA,Pseudomys_hermannsburgensis_ABTC08067,NA,NA,NA,60.674295685916846,8.551945417149165,2329244.2454846706,14.438150150755515,6.500443903414706,9382,0,2412,228,0.0064670961080704375,0.0009115269044072869,254.45097722139727,0.0015389202889315194,0.0006928633450665856
134,Pseudomys_delicatulus_U1509,tip,NA,Pseudomys_delicatulus_U1509,NA,NA,NA,49.59626030863541,7.739792033700987,2474647.809243673,11.800103205366756,5.889664499654754,9618,0,2176,223,0.005156608474592993,0.0008047194878042199,263.4005118939514,0.0012268770228079388,0.0006123585464394628
135,Pseudomys_bolami_ABTC107389,tip,NA,Pseudomys_bolami_ABTC107389,NA,NA,NA,39.56003753125976,6.177262538391866,2480934.04741534,9.443692881144079,4.696511230062187,9083,0,2711,166,0.004355393320627519,0.0006800905580085727,278.22519316085453,0.0010397107652916524,0.0005170660827988757
136,Pseudomys_novaehollandiae_ABTC08140,tip,NA,Pseudomys_novaehollandiae_ABTC08140,NA,NA,NA,44.991868547080095,6.346171055009774,2594923.8788499483,10.682731211909609,4.832914606292832,9925,0,1869,198,0.0045331857478166345,0.0006394127007566523,266.7753550786417,0.0010763457140463082,0.00048694353715796794
137,Vandeleuria_oleracea_ABTC116404,tip,NA,Vandeleuria_oleracea_ABTC116404,NA,NA,NA,710.444340038222,72.22820215829198,8355.25132371682,170.05016054290857,54.81876541003369,8521,0,3273,42,0.08337570003969276,0.008476493622613775,0.98540527464522,0.019956596707300617,0.006433372304897746
138,Pithecheir_melanurus_LSUMZ38198,tip,NA,Pithecheir_melanurus_LSUMZ38198,NA,NA,NA,3220.6290980230715,64.3351992607693,13646.659887226337,762.7262622839809,48.87696786190098,10677,0,1117,104,0.30164176248225827,0.006025587642668287,1.290708397543397,0.07143638309300186,0.004577781011698134
139,Otomys_tropicalis_LSUMZ37841,tip,NA,Otomys_tropicalis_LSUMZ37841,NA,NA,NA,310.2610546972697,34.220584659418726,328280.5867143625,74.01321144646886,25.989176456776704,10789,0,1005,217,0.028757165140167733,0.0031718031939400064,31.05189053295143,0.006860062234356183,0.0024088586946683383
140,Otomys_denti_LSUMZ37840,tip,NA,Otomys_denti_LSUMZ37840,NA,NA,NA,189.80716758516957,22.893465053170107,706575.9751154188,45.30161958587514,17.388570407145284,9787,0,2007,258,0.01939380480077343,0.002339170844300614,74.15006560136622,0.004628754427901822,0.001776700767052752
141,Oenomys_hypoxanthus_LSUMZ37838,tip,NA,Oenomys_hypoxanthus_LSUMZ37838,NA,NA,NA,409.3488059998227,43.9945491630874,84265.88443655318,97.66846763003424,33.42965604978983,10414,0,1380,138,0.0393075481082987,0.004224558206557269,8.200261233607744,0.009378573807377976,0.003210068758381969
142,Hybomys_planifrons_R24117,tip,NA,Hybomys_planifrons_R24117,NA,NA,NA,475.2311107674585,53.70286581048742,60687.90822430808,113.40453476808658,40.80166322636701,10498,0,1296,122,0.045268728402310776,0.005115533035862776,5.848873190469167,0.010802489499722479,0.003886612995462661
143,Hybomys_univittatus_TCD4026,tip,NA,Hybomys_univittatus_TCD4026,NA,NA,NA,64.07711265218975,7.866422365092486,1184454.7337799354,15.17111725111228,5.983716356209837,7579,0,4215,103,0.008454560318272826,0.0010379235209252522,158.43428755750875,0.0020017307363916453,0.0007895126476065229
144,Hybomys_lunaris_LSUMZ37734,tip,NA,Hybomys_lunaris_LSUMZ37734,NA,NA,NA,152.15314515557958,17.745559588049026,961673.5182526535,36.65604150963768,13.450425002466412,9532,0,2262,89,0.015962352618084305,0.001861682709614879,101.83983037727984,0.0038455771621525056,0.0014110810955168288
145,Stochomys_longicaudatus_MNHN1999459,tip,NA,Stochomys_longicaudatus_MNHN1999459,NA,NA,NA,204.28086509771967,24.618409604709665,226178.89457159876,48.69879821894165,18.716431083666368,7967,0,3827,155,0.025640876753824485,0.0030900476471331325,28.952751481259444,0.006112564104297935,0.002349244519099582
146,Dephomys_defua_MNHNR24062,tip,NA,Dephomys_defua_MNHNR24062,NA,NA,NA,260.44383480557786,30.631748366441524,321407.7452544284,62.048660347381826,23.29247421849594,10284,0,1510,200,0.02532514924208264,0.0029785830772502456,31.873040981200756,0.006033514230589443,0.002264923591841301
147,Micaelemys_namaquensis_MNHN1987009,tip,NA,Micaelemys_namaquensis_MNHN1987009,NA,NA,NA,323.83380553242864,36.23909458336233,121274.76429771821,77.26698618639446,27.55390709456556,10042,0,1752,166,0.03224793920856688,0.003608752697008796,12.279745271133882,0.007694382213343404,0.0027438664702813744
148,Aethomys_hindei_MVZ196257,tip,NA,Aethomys_hindei_MVZ196257,NA,NA,NA,319.3678349133102,34.212640167957254,154649.54580311157,76.19966237661093,26.00842087591057,10518,0,1276,188,0.030363931822904564,0.003252770504654616,14.970914404947877,0.007244691231851201,0.002472753458443675
149,Aethomys_nyikae_FMNH196708,tip,NA,Aethomys_nyikae_FMNH196708,NA,NA,NA,341.0810606908433,36.8458489422161,113709.36555753135,81.32441072607412,28.0158199139755,10592,0,1202,166,0.03220176177217176,0.003478648880496233,10.906327024509048,0.0076779088676429495,0.0026449981036608286
150,Thallomys_paedulcus_FMNH158089,tip,NA,Thallomys_paedulcus_FMNH158089,NA,NA,NA,377.29733525178744,38.99405161131763,100477.3199451142,90.0882036064832,29.618349073808314,9774,0,2020,130,0.03860214193286141,0.003989569430255538,10.418635415295956,0.009217127440810642,0.0030303201426036745
151,Grammomys_dryas_LSUMZ37716,tip,NA,Grammomys_dryas_LSUMZ37716,NA,NA,NA,414.4210725617309,41.336803131204796,91183.98934528034,98.91299119111288,31.400511146198546,10333,0,1461,113,0.040106558846581916,0.004000464834143501,8.92211246039925,0.009572533745389807,0.0030388571708311763
152,Thamnomys_venustus_LSUMZ37935,tip,NA,Thamnomys_venustus_LSUMZ37935,NA,NA,NA,3526.58159812167,34.4326534850794,187617.47245496922,811.5130859597849,26.15593712211703,10607,0,1187,180,0.3324768170191072,0.0032462198062675027,17.99342787522482,0.07650731459977231,0.002465912804951167
153,Thamnomys_kempi_TCD4437,tip,NA,Thamnomys_kempi_TCD4437,NA,NA,NA,232.84898093603627,28.54509732791,341899.8871585806,55.60950964105334,21.68231368977786,9695,0,2099,191,0.02401742969943644,0.002944311225158329,35.97431472628163,0.005735895785565069,0.002236442876717675
154,Dasymys_montanus_FMNH144389,tip,NA,Dasymys_montanus_FMNH144389,NA,NA,NA,101.47712690290955,10.676600770096144,1439379.706086413,24.023469877120164,8.124918200980906,10515,0,1279,80,0.009650701559953357,0.0010153685943981117,137.9376814649174,0.0022846856754275002,0.000772697879313448
155,Dasymys_incomtus_LSUMZ37702,tip,NA,Dasymys_incomtus_LSUMZ37702,NA,NA,NA,51.34683786170975,7.393181814517856,1412216.2815685547,12.215843606710411,5.625614576523167,9088,0,2706,95,0.005649960152036724,0.0008135103229002923,157.03505855315854,0.0013441729320764098,0.0006190156884378484
156,Rhabdomys_pumilio_MNHN1995065,tip,NA,Rhabdomys_pumilio_MNHN1995065,NA,NA,NA,288.6888413274287,29.81641456004281,151032.6888744776,68.95422741303301,22.64572844626542,8682,0,3112,112,0.033251421484384786,0.0034342794932092613,17.623417604956547,0.007942205415000347,0.0026083538869229924
157,Mylomys_dybowskii_MNHN1997072,tip,NA,Mylomys_dybowskii_MNHN1997072,NA,NA,NA,187.49003492468697,21.60551035976926,499583.31221018254,44.83491079908625,16.41866967165495,8739,0,3055,199,0.021454403813329553,0.0024723092298625997,58.499216886438234,0.005130439500982521,0.001878781287522022
158,Pelomys_isseli_FMNH137886,tip,NA,Pelomys_isseli_FMNH137886,NA,NA,NA,166.6866910406668,16.494548868336615,778712.1483488743,39.749720676059475,12.53503199084145,10430,0,1364,212,0.015981466063342935,0.0015814524322470388,76.20984031599866,0.003811094983323056,0.001201824735459391
159,Pelomys_minor_FMNH219213,tip,NA,Pelomys_minor_FMNH219213,NA,NA,NA,171.84289995448185,17.159361169761574,828740.5982445424,40.945321372467,13.039039795362234,10435,0,1359,218,0.01646793483032888,0.0016444045203413103,81.11388844519354,0.0039238448847596545,0.0012495486147927391
160,Lemniscomys_striatus_TCD4711,tip,NA,Lemniscomys_striatus_TCD4711,NA,NA,NA,202.35891455314487,21.196786086125428,355975.98000889155,48.042994010276715,16.12509596017637,8806,0,2988,187,0.022979663247007138,0.0024070844976295056,41.30130873754398,0.005455711334348934,0.0018311487576852567
161,Arvicanthus_niloticus_MNHN1999201,tip,NA,Arvicanthus_niloticus_MNHN1999201,NA,NA,NA,132.27767653011404,13.676152719615581,1439158.3942005953,31.41403479847044,10.406936102075255,10235,0,1559,205,0.012924052421115197,0.0013362142373830564,143.48538327024878,0.0030692755054685336,0.0010167988375256723
162,Arvicanthus_neumanni_FMNH158037,tip,NA,Arvicanthus_neumanni_FMNH158037,NA,NA,NA,98.8247081881308,11.726831292290957,1263817.9040561195,23.613807199926267,8.905019197435102,8463,0,3331,188,0.011677266712528748,0.001385658902551218,152.72723916086036,0.0027902407184126512,0.0010522296109458941
163,Malacomys_longipes_TCD4253,tip,NA,Malacomys_longipes_TCD4253,NA,NA,NA,599.510440000022,66.44725164145358,31684.687783948535,142.56613251610082,50.54701958111495,9356,0,2438,59,0.06407764429243501,0.0071021004319638285,3.4080550482896133,0.015237936352725611,0.00540263142166684
164,Apodemus_sylvaticus_SMG3823,tip,NA,Apodemus_sylvaticus_SMG3823,NA,NA,NA,768.7195021052456,73.43726126620844,15701.82930424834,183.1473750033804,55.82747849892813,8576,0,3218,47,0.089636135973093,0.008563113487197812,1.8409930008498465,0.021355803988267304,0.006509733966759344
165,Praomys_jacksoni_REC31,tip,NA,Praomys_jacksoni_REC31,NA,NA,NA,181.37647695812586,21.77004452272824,895248.3668175952,43.41864388280881,16.52789064090757,9490,0,2304,243,0.019112379026146036,0.002293998369096759,96.81500668515142,0.004575199566154774,0.00174161123718731
166,Praomys_degraaffi_TCD4312,tip,NA,Praomys_degraaffi_TCD4312,NA,NA,NA,129.41973676680635,16.213046008334008,648102.4824461283,30.761459729941734,12.339145711845488,7676,0,4118,239,0.016860309636113385,0.0021121737895171975,87.14568810624287,0.004007485634437433,0.001607496835831877
167,Mastomys_natalensis_T4162,tip,NA,Mastomys_natalensis_T4162,NA,NA,NA,296.9561339981282,34.917219619051615,162708.82601871958,70.86588474083635,26.550691366811442,10144,0,1650,169,0.029274066837354912,0.0034421549309001987,16.311661756262616,0.006985990214987811,0.002617378880797658
168,Myomyscus_verreauxii_MNHN1999102,tip,NA,Myomyscus_verreauxii_MNHN1999102,NA,NA,NA,243.49412723649155,25.698944971284547,364121.8924514546,58.194475050786295,19.50981483814974,9747,0,2047,164,0.02498144323755941,0.0026366004895131373,37.99664953057024,0.005970501185060664,0.002001622533923232
169,Zelotomys_woosnami_TTU-M115260,tip,NA,Zelotomys_woosnami_TTU-M115260,NA,NA,NA,0,0,0,0,0,0,0,11794,0,0,0,0,0,0
170,Colomys_goslingi_TCD4175,tip,NA,Colomys_goslingi_TCD4175,NA,NA,NA,142.36363847533318,17.7222931252801,1051668.7525681283,33.90332719040948,13.476566199776235,9279,0,2515,219,0.015342562611847525,0.0019099356746718505,116.07822876027906,0.0036537694999902444,0.0014523726909986244
171,Heimyscus_fumosus_FMNH167810,tip,NA,Heimyscus_fumosus_FMNH167810,NA,NA,NA,285.15475545148223,33.68564255730814,249378.97226620966,67.96997181678898,25.600616247324684,10291,0,1503,200,0.027709139583274922,0.0032733109082993045,24.713008846121262,0.0066047975723242626,0.0024876704156374194
172,Hylomyscus_stella_LSUMZ37742,tip,NA,Hylomyscus_stella_LSUMZ37742,NA,NA,NA,225.83904522837088,26.30143651006584,457425.00168456614,53.81284845657984,20.01078059187165,10644,0,1150,241,0.02121749767271429,0.0024710105702805186,43.97048944386871,0.005055697900843653,0.0018800056925847098
173,Hylomyscus_vulcanorum_TCD4382,tip,NA,Hylomyscus_vulcanorum_TCD4382,NA,NA,NA,177.4258533814151,22.075679630929052,680659.3940687252,42.21956391169018,16.79402341435667,9388,0,2406,235,0.018899217445826063,0.0023514784438569505,74.36462297265652,0.0044971840553568575,0.0017888819146097859
174,Mus_pahari_10460X1,tip,NA,Mus_pahari_10460X1,NA,NA,NA,364.1474484306347,41.087504552330444,73217.51707679991,87.04396845269386,31.193486930231842,7900,0,3894,91,0.0460946137253968,0.005200949943332967,9.376042652938905,0.011018223854771374,0.003948542649396435
175,Mus_minutoides_10460X2,tip,NA,Mus_minutoides_10460X2,NA,NA,NA,159.40255552073828,17.934899129999682,1041976.56347923,37.97987666334262,13.636367814837712,9462,0,2332,271,0.016846602781730953,0.0018954659828788504,113.3692267956947,0.004013937504052274,0.0014411718257067968
176,Mus_musculoides_LSUMZ37820,tip,NA,Mus_musculoides_LSUMZ37820,NA,NA,NA,210.19665100155026,22.353929625304385,1039309.5104255503,50.09624772879788,16.993561517264467,10285,0,1509,248,0.020437204764370467,0.0021734496475745635,103.54782409340942,0.0048708067796594924,0.0016522665549114697
177,Mus_platythrix_10460X13,tip,NA,Mus_platythrix_10460X13,NA,NA,NA,237.32996114711,30.00388419242985,105076.90217360912,56.73693863904886,22.81098507136417,6995,0,4799,134,0.03392851481731379,0.004289332979618278,15.315100156479977,0.00811107057027146,0.0032610414683865857
178,Mus_caroli_10460X9,tip,NA,Mus_caroli_10460X9,NA,NA,NA,176.84448544366793,19.569536543505844,497666.51524275215,42.14650324865447,14.877182787568314,8892,0,2902,221,0.019888043797083664,0.002200802580241323,57.39436226995181,0.00473982267753649,0.0016730974794836161
179,Mus_cookii_10460X3,tip,NA,Mus_cookii_10460X3,NA,NA,NA,127.68297697420603,12.980773774969407,1191183.1890504516,30.36560051566868,9.873393744286009,10177,0,1617,238,0.012546229436396387,0.0012755010096265507,119.84940024654911,0.002983747716976386,0.000970167411249485
180,Mus_cervicolor_10460X10,tip,NA,Mus_cervicolor_10460X10,NA,NA,NA,137.6610801916015,14.08724383052033,1131963.9720381857,32.8024449684535,10.710269081666898,10150,0,1644,245,0.013562667999172563,0.0013879057961103773,114.2820769346982,0.003231767977187537,0.0010551989243021574
181,Mus_spretus_10460X4,tip,NA,Mus_spretus_10460X4,NA,NA,NA,79.56952644109195,10.59813018847739,1781663.1862149478,18.95584912518453,8.061503423277973,9084,0,2710,262,0.008759304980305147,0.0011666809982912143,201.9568336221886,0.0020867293180520177,0.0008874398308320094
182,Mus_spicilegus_10460X11,tip,NA,Mus_spicilegus_10460X11,NA,NA,NA,44.74476011045251,7.362480120773164,2294269.1921139355,10.636480996410036,5.604816054786062,7418,0,4376,186,0.006031916973638785,0.0009925155191120468,317.2385497945154,0.0014338744939889506,0.0007555697027212271
183,Mus_macedonicus_10460X12,tip,NA,Mus_macedonicus_10460X12,NA,NA,NA,49.67132817937283,6.624207557840324,2536099.5546020707,11.812098219072507,5.044649757155125,9591,0,2203,179,0.005178951952807093,0.0006906691229110963,269.4538413304368,0.0012315815054814417,0.0005259774535663773
184,Mus_musculus-castaneus_10460X7,tip,NA,Mus_musculus-castaneus_10460X7,NA,NA,NA,0,0,0,0,0,0,0,11794,0,0,0,0,0,0
185,Mus_musculus-musculus_10460X14,tip,NA,Mus_musculus-musculus_10460X14,NA,NA,NA,0,0,0,0,0,0,0,11794,0,0,0,0,0,0
186,Mus_musculus-reference_10460X5,tip,NA,Mus_musculus-reference_10460X5,NA,NA,NA,0,0,0,0,0,0,0,11794,0,0,0,0,0,0
187,Mus_musculus-domesticus_10460X15,tip,NA,Mus_musculus-domesticus_10460X15,NA,NA,NA,0,0,0,0,0,0,0,11794,0,0,0,0,0,0
188,mm10,tip,0,mm10,NA,NA,NA,35.452741139103395,3.3322792478945886,2135401.274304995,8.47670103090775,2.526134324913995,11793,0,1,98,0.0030062529584586953,0.0002825641692440082,182.59095975245788,0.0007187908955234249,0.00021420625158263335
