node,clade,node.type,branch.length,label,astral,gcf,scf,ds.sum,dn.sum,dn.ds.sum,synonymous.bl.sum,nonsynonymous.bl.sum,num.genes.full,num.genes.partial,num.genes.no.clade,num.genes.no.ds,num.genes.no.dn,avg.ds,avg.dn,avg.dn.ds,avg.synonymous.bl,avg.nonsynonymous.bl,ES.sum,EN.sum,S.sum,N.sum,num.genes.full,num.genes.partial,num.genes.no.clade,avg.ES,avg.EN,avg.S,avg.N,avg.dS,avg.dN,avg.dNdS
116,Notomys_cervinus_M22857,tip,NA,Notomys_cervinus_M22857,NA,NA,NA,107.99339719575448,13.138747054536736,1229.9564546705135,25.666510086485598,10.006090126779524,9380,0,2414,2205,3329,0.011513155351359753,0.0014007193021894175,0.13112542160666454,0.0027363017149771426,0.0010667473482707383,3295365.648603164,7300740.575728532,42492.6257673361,16959.781242895046,9380,0,2414,351.31829942464435,778.3305517834256,4.5301306788204805,1.808079023762798,0.012894661867142979,0.002323022036870917,0.18015377687337683
117,Notomys_mitchellii_M21518,tip,NA,Notomys_mitchellii_M21518,NA,NA,NA,46.46821617318614,7.525842160745146,681.9023978930511,11.059580430775364,5.734466256324421,7340,0,4454,3405,2189,0.006330819642123453,0.001025319095469366,0.09290223404537482,0.0015067548270811123,0.0007812624327417466,2125157.761223539,4700265.137360849,20995.507886904765,11427.028193681317,7340,0,4454,289.5310301394467,640.3630977330857,2.8604234178344368,1.5568158302018142,0.009879505545422098,0.0024311454481262466,0.24607966835473616
118,Notomys_fuscus_M22830,tip,NA,Notomys_fuscus_M22830,NA,NA,NA,44.102653852232805,6.278285214597308,764.414266611546,10.494610732054689,4.779672437010626,9525,0,2269,4583,2976,0.004630199879499507,0.0006591375553383,0.08025346631092348,0.0011017964023154528,0.0005018028805260499,2723834.465620248,6035377.696930854,21647.473221916975,9851.136668192918,9525,0,2269,285.9668730309972,633.6354537460214,2.2727006007261914,1.0342400701514873,0.007947426135893172,0.001632232009804867,0.20537869517694213
119,Notomys_aquilo_M-32455,tip,NA,Notomys_aquilo_M-32455,NA,NA,NA,57.38432909114036,7.10821694521457,837.336542231573,13.611362593878372,5.409342348397948,0,0,11794,4031,3434,0.005845403798628946,0.0007240722160756413,0.08529454438541031,0.0013865093810612582,0.0005510178617090709,0,0,0,0,0,0,11794,0,0,0,0,0,0,0
120,Notomys_alexis_U1308,tip,NA,Notomys_alexis_U1308,NA,NA,NA,29.030117213326765,5.252777642710076,559.9929739912603,6.8765566452890985,4.008152629893062,8978,0,2816,5615,2100,0.003233472623449183,0.0005850721366351166,0.06237391111508803,0.0007659341329125751,0.0004464415938842796,2068543.9655100217,4595219.189401654,16659.972894562336,8591.215434350132,8978,0,2816,230.40142186567405,511.83105250631024,1.855644118351786,0.9569186271274372,0.008053961226999902,0.0018695986154838458,0.23213404718367026
121,Pseudomys_occidentalis_ABTC08043,tip,NA,Pseudomys_occidentalis_ABTC08043,NA,NA,NA,125.71484046774772,15.395753210877734,1304.586575002361,29.906331802998068,11.708059848795923,9694,0,2100,1971,3308,0.012968314469542781,0.0015881734279840863,0.13457670466292151,0.0030850352592323156,0.001207763549494112,3416677.0486870175,7570677.718010055,46018.04135575871,17682.644939555183,9694,0,2100,352.45275930338533,780.9653102960651,4.747064303255489,1.8240813843155748,0.013468654104561278,0.0023356752985917682,0.17341564201286983
122,Pseudomys_fumeus_ABTC08168,tip,NA,Pseudomys_fumeus_ABTC08168,NA,NA,NA,120.04629486586221,14.303774383870682,1330.4885961113118,28.545577204816457,10.881973334277829,10021,0,1773,2151,3566,0.01197947259413853,0.001427379940511993,0.13277004252183533,0.002848575711487522,0.0010859169079211486,3494294.779212734,7750544.152101608,43695.59537545788,16130.772573260077,10021,0,1773,348.69721377235146,773.4302117654534,4.360402691892813,1.6096968938489251,0.01250483949877363,0.002081243878713486,0.1664350733104249
123,Pseudomys_albocinereus_WAMM18855,tip,NA,Pseudomys_albocinereus_WAMM18855,NA,NA,NA,61.966743636675965,8.462124628578877,981.6333954444585,14.732680585051778,6.4381280731217325,9360,0,2434,3599,3105,0.006620378593661962,0.0009040731440789399,0.10487536276116009,0.0015740043360098054,0.0006878341958463389,2973433.4537015776,6587918.753478003,24913.595608211224,11700.391571275948,9360,0,2434,317.6745142843566,703.8374736621798,2.6617089325011993,1.2500418345380286,0.008378729840816416,0.0017760376241888053,0.21196979231111596
124,Pseudomys_apodemoides_M16672,tip,NA,Pseudomys_apodemoides_M16672,NA,NA,NA,72.09375564471311,9.263009463764087,985.3532228928278,17.142041445392657,7.052480639188557,9964,0,1830,3676,3502,0.007235423087586623,0.0009296476780172708,0.09889133108117501,0.0017203975758121896,0.0007077961299868082,3152483.2664585006,6993591.458823247,27465.886050061057,11710.200579975579,9964,0,1830,316.3873210014553,701.8859352492219,2.7565120483802747,1.1752509614588096,0.008712460536203332,0.0016744187373429955,0.19218666533813242
125,Pseudomys_gracilicaudatus_ABTC08163,tip,NA,Pseudomys_gracilicaudatus_ABTC08163,NA,NA,NA,2972.755984284785,8.818553976617814,1742.5167958251243,727.0565617792824,6.708094092390885,9416,0,2378,3590,3367,0.3157132523666934,0.000936549912554993,0.18505913294659349,0.07721501293322881,0.0007124144108316573,2962725.46751089,6567871.9681296535,30545.147951007337,12524.91560210623,9416,0,2378,314.6479893278346,697.522511483608,3.2439621868104647,1.3301737045567363,0.01030981381365368,0.0019069975271873297,0.18496915285335416
126,Pseudomys_nanus_U1448,tip,NA,Pseudomys_nanus_U1448,NA,NA,NA,68.56058070184179,8.742461221762627,852.360650166424,16.25609149034119,6.663976947550196,9678,0,2116,3967,3284,0.007084168289092973,0.0009033334595745636,0.08807198286489192,0.0016796953389482529,0.0006885696370686295,2889357.5326695535,6413710.382042682,33894.40231227105,12995.78028846154,9678,0,2116,298.5490321005945,662.7103101924656,3.5022114395816337,1.3428167274707108,0.011730774723803433,0.002026249941819567,0.17272942235503116
127,Pseudomys_oralis_RAT7,tip,NA,Pseudomys_oralis_RAT7,NA,NA,NA,115.45413054016838,13.302991652796985,1241.8465844373814,27.435375709597675,10.121613675966087,10361,0,1433,2396,3870,0.01114314550141573,0.0012839486200942945,0.11985779214722338,0.0026479466952608506,0.0009768954421355165,3632389.5039145965,8054399.179950881,43494.35593106606,16042.797397214856,10361,0,1433,350.58290743312386,777.3766219429476,4.1978917026412566,1.5483831094696319,0.011974034140389556,0.0019918056007391344,0.16634373824111498
128,Pseudomys_desertor_ABTC41464,tip,NA,Pseudomys_desertor_ABTC41464,NA,NA,NA,55.540408789361635,7.705285160719774,814.6845220679155,13.207194202853806,5.86867412550319,9595,0,2199,4488,3030,0.00578847407914139,0.0008030521272245726,0.08490719354537941,0.0013764663056648051,0.0006116387832728702,2697841.300696879,5983219.956703433,20783.783424908415,9556.395512820513,9595,0,2199,281.1715790199978,623.5768584370436,2.166105620105098,0.9959766037332478,0.0077038569390793146,0.001597199431405458,0.20732464842426562
129,Pseudomys_shortridgei_Z25113,tip,NA,Pseudomys_shortridgei_Z25113,NA,NA,NA,56.93008290247681,8.799847160666982,919.1386156384295,13.584386046391323,6.6902722658689475,9251,0,2543,3989,2909,0.006153938266401125,0.000951231992289156,0.09935559568029721,0.001468423526796165,0.0007231944942026751,2809421.3500397126,6225906.256471424,24768.708604111413,13022.027943823423,9251,0,2543,303.6883958533902,672.9981900844692,2.677408777873896,1.4076346280211245,0.008816302547056992,0.002091587538808165,0.23724089862437478
130,Pseudomys_australis_M25541,tip,NA,Pseudomys_australis_M25541,NA,NA,NA,96.62239731252389,11.943843288173975,1147.3729430911917,22.961228632053484,9.0886510657323,10038,0,1756,2656,3664,0.009625662214836012,0.001189862849987445,0.11430294312524325,0.002287430626823419,0.0009054244934979379,3454473.386610254,7661525.017176068,39971.16547619048,15205.686538461538,10038,0,1756,344.1396081500552,763.2521435720331,3.981985004601562,1.5148123668521156,0.011570841920832598,0.001984681444539111,0.17152437636934723
131,Mastacomys_fuscus_M13957,tip,NA,Mastacomys_fuscus_M13957,NA,NA,NA,92.82375753196848,12.01667006254886,1200.4341670331337,22.11785491918753,9.134134839440522,10147,0,1647,2804,3626,0.00914790159968153,0.0011842584076622508,0.11830434286322397,0.0021797432659098775,0.0009001808258047228,3446691.8029366806,7635869.995096645,34969.289415445666,14203.078716422464,10147,0,1647,339.6759439180724,752.5248837189953,3.446268790326763,1.3997318139767876,0.01014575465832217,0.0018600472147303367,0.1833325639512298
132,Pseudomys_higginsi_UC1421,tip,NA,Pseudomys_higginsi_UC1421,NA,NA,NA,95.92840445496287,10.899466855377396,1115.2486564208116,22.862234046150952,8.294022171068406,10493,0,1301,2829,3996,0.009142133275036966,0.0010387369537193745,0.10628501443065011,0.0021788081622177596,0.0007904338293213004,3593946.4654563377,7967799.966483588,38994.70013736264,14483.638141025644,10493,0,1301,342.5089550611205,759.3443215937853,3.7162584711105158,1.3803143182145854,0.010850106008023504,0.0018177713047454523,0.1675348889127199
133,Pseudomys_hermannsburgensis_ABTC08067,tip,NA,Pseudomys_hermannsburgensis_ABTC08067,NA,NA,NA,60.6742941585928,8.551945000428464,958.6593243212695,14.438149789755487,6.500443586314682,9382,0,2412,3610,3171,0.006467095945277425,0.0009115268599902435,0.1021806996718471,0.00153892025045358,0.0006928633112678194,2958042.1863603564,6552175.068943197,26172.917277167293,11701.25854700855,9382,0,2412,315.28908402902965,698.3772190303984,2.7896948707277014,1.2472030001074985,0.008848054093971885,0.0017858586536357386,0.20183631730421167
134,Pseudomys_delicatulus_U1509,tip,NA,Pseudomys_delicatulus_U1509,NA,NA,NA,49.59625846223536,7.739791637304091,909.154616010994,11.80010276806672,5.889664197854729,9618,0,2176,4373,3018,0.005156608282619605,0.000804719446590153,0.09452636889280454,0.0012268769773411022,0.0006123585150607953,2798410.011139326,6206789.304514816,20927.900412087907,10081.028159340656,9618,0,2176,290.9555012621466,645.3305577578308,2.1759097953927955,1.0481418339925823,0.007478496835268061,0.0016241937118773664,0.21718184117131453
135,Pseudomys_bolami_ABTC107389,tip,NA,Pseudomys_bolami_ABTC107389,NA,NA,NA,39.560035536709776,6.177262196785394,672.9685721069245,9.443692408644042,4.696510970262167,9083,0,2711,4725,2598,0.004355393101035976,0.0006800905203991406,0.07409100210359182,0.0010397107132713906,0.0005170660541959888,2504054.489864239,5544391.732580988,20237.23510378511,10281.916361416359,9083,0,2711,275.68584056635905,610.4141508951875,2.228034251214919,1.131995635959084,0.008081787032071455,0.0018544714834985137,0.2294630477318073
136,Pseudomys_novaehollandiae_ABTC08140,tip,NA,Pseudomys_novaehollandiae_ABTC08140,NA,NA,NA,44.99186657958234,6.346170631924105,792.333325857811,10.68273074610957,4.832914284292807,9925,0,1869,4658,3220,0.004533185549580085,0.0006394126581283733,0.07983207313428826,0.0010763456671143143,0.00048694350471464046,2920497.4888912374,6478547.109259324,20255.538392857143,9314.767101648351,9925,0,1869,294.2566739437015,652.7503384644156,2.0408602914717524,0.9385155769922772,0.00693564657045712,0.0014377864271968356,0.20730387752472698
137,Vandeleuria_oleracea_ABTC116404,tip,NA,Vandeleuria_oleracea_ABTC116404,NA,NA,NA,710.4443399464373,72.22820196910604,1194.5054366868203,170.05016052130915,54.81876526553343,8521,0,3273,216,1445,0.08337570002892117,0.008476493600411458,0.14018371513752145,0.019956596704765774,0.006433372287939611,3226039.3900365797,7137551.920114209,206363.47508394383,68815.4571504884,8521,0,3273,378.5986844310034,837.6425208442917,24.2182226363037,8.075983705021523,0.06396805808425168,0.009641324913736987,0.1507209254506131
138,Pithecheir_melanurus_LSUMZ38198,tip,NA,Pithecheir_melanurus_LSUMZ38198,NA,NA,NA,3220.6290978434527,64.33519896358312,1650.5281584262875,762.7262622421714,48.876967634800835,10677,0,1117,418,2271,0.3016417624654353,0.006025587614834047,0.15458725844584503,0.07143638308908602,0.004577780990428101,3976183.665109214,8819980.754269263,167841.95737179488,59106.72339743588,10677,0,1117,372.4064498556911,826.0729375544875,15.719954797395793,5.535892422725099,0.04221182206561496,0.006701457185020001,0.15875782795168406
139,Otomys_tropicalis_LSUMZ37841,tip,NA,Otomys_tropicalis_LSUMZ37841,NA,NA,NA,310.2610542915316,34.220584215199935,1583.0681580040036,74.01321135136828,25.989176117778957,10789,0,1005,951,3390,0.02875716510256109,0.0031718031527667007,0.1467298320515343,0.006860062225541597,0.002408858663247656,3965822.2669934635,8797671.452807805,89004.86160714287,31529.04315476189,10789,0,1005,367.5801526548766,815.4297388829182,8.249593253048742,2.9223322972251267,0.022442977928665096,0.0035837941123272226,0.159684428854241
140,Otomys_denti_LSUMZ37840,tip,NA,Otomys_denti_LSUMZ37840,NA,NA,NA,189.80716696504714,22.893464626939412,1448.0216720860308,45.30161944007522,17.388570082145698,9787,0,2007,1458,3250,0.01939380473741158,0.0023391708007499145,0.14795357842914383,0.004628754413004518,0.0017767007338454785,3504216.0626372495,7765836.872871667,62358.897235576944,23726.12474244506,9787,0,2007,358.04802928754975,793.4849159979225,6.371604908100229,2.4242489774645,0.01779539164278759,0.0030551922646388997,0.1716844633693217
141,Oenomys_hypoxanthus_LSUMZ37838,tip,NA,Oenomys_hypoxanthus_LSUMZ37838,NA,NA,NA,409.3488057489652,43.99454879261462,1569.9341841534524,97.66846757133368,33.42965576709204,10414,0,1380,587,2827,0.03930754808421022,0.0042245581709827755,0.15075227426094223,0.009378573801741279,0.0032100687312360317,3868390.376284547,8577413.84406839,129683.69247715884,42794.75407456527,10414,0,1380,371.460570029244,823.6425815314375,12.452822400341736,4.109348384344658,0.03352394144918628,0.004989237414976716,0.14882609858208717
142,Hybomys_planifrons_R24117,tip,NA,Hybomys_planifrons_R24117,NA,NA,NA,475.231110553117,53.70286547638257,1596.511438688157,113.40453471818606,40.80166297126766,10498,0,1296,499,2551,0.04526872838189341,0.005115533004037204,0.15207767562280025,0.010802489494969142,0.0038866129711628557,3919408.257129333,8690971.071557475,146054.88869810748,50872.225770756995,10498,0,1296,373.3480907915158,827.8692199997595,13.912639426377165,4.845896910912269,0.03726452543759285,0.005853457036261931,0.15707853427691584
143,Hybomys_univittatus_TCD4026,tip,NA,Hybomys_univittatus_TCD4026,NA,NA,NA,64.07711051931386,7.866422196629797,438.06211670946846,15.171116747312238,5.983716227809827,7579,0,4215,5038,1284,0.008454560036853657,0.0010379234986976906,0.057799461236240725,0.00200173066991849,0.0007895126306649726,1308338.9285481374,2918327.7078472916,22326.56975732601,9670.423832417588,7579,0,4215,172.62685427472456,385.05445412947506,2.945846385713948,1.2759498393478808,0.017064821102664725,0.003313686741353318,0.19418233109023778
144,Hybomys_lunaris_LSUMZ37734,tip,NA,Hybomys_lunaris_LSUMZ37734,NA,NA,NA,152.1531429491707,17.745559374828503,673.8415786856712,36.656040987341015,13.450424840166399,9532,0,2262,5223,1623,0.015962352386610437,0.0018616826872459612,0.07069257015166504,0.003845577107358478,0.0014110810784899704,2079318.1926661856,4611562.151830103,52587.93320741763,19986.727964743586,9532,0,2262,218.14080913409416,483.7979596968216,5.516988376774824,2.096803185558496,0.025290950366758085,0.004334047185466606,0.1713675098253006
145,Stochomys_longicaudatus_MNHN1999459,tip,NA,Stochomys_longicaudatus_MNHN1999459,NA,NA,NA,204.2808647593669,24.618409294604984,1271.7340572391588,48.6987981396416,18.716430847266967,7967,0,3827,793,2364,0.0256408767113552,0.003090047608209487,0.1596252111508923,0.006112564094344371,0.002349244489427258,3035765.092856019,6724065.2190917395,66355.12534340662,27323.807806776575,7967,0,3827,381.0424366582175,843.9896095257612,8.32874674826241,3.4296231714292174,0.0218577931143481,0.004063584590047651,0.18591010395190327
146,Dephomys_defua_MNHNR24062,tip,NA,Dephomys_defua_MNHNR24062,NA,NA,NA,260.44383438138146,30.631747940478295,1611.762446590085,62.04866024808136,23.292473893697714,10284,0,1510,993,3248,0.025325149200834448,0.0029785830358302506,0.1567252476264182,0.0060335142209336215,0.002264923560258432,3749460.866055962,8316866.578322946,84045.73063568378,29721.487313034173,10284,0,1510,364.5916828136875,808.7190371764825,8.17247477982145,2.8900707227765627,0.022415417479497803,0.0035736400281447533,0.15942777025738525
147,Micaelemys_namaquensis_MNHN1987009,tip,NA,Micaelemys_namaquensis_MNHN1987009,NA,NA,NA,323.8338052055393,36.23909419012311,1455.5903199882625,77.26698610979389,27.553906794667782,10042,0,1752,766,2999,0.03224793917601467,0.003608752657849344,0.1449502409866822,0.0076943822057153844,0.002743866440417027,3629220.0723011815,8053152.098534696,107355.61260683757,35956.501495726494,10042,0,1752,361.4041099682515,801.9470323177351,10.69066048663987,3.580611580932732,0.029580904565747797,0.004464897850652657,0.15093851645843964
148,Aethomys_hindei_MVZ196257,tip,NA,Aethomys_hindei_MVZ196257,NA,NA,NA,319.3678345520574,34.21263975679823,1526.1772773517746,76.19966229201042,26.00842056231263,10518,0,1276,846,3136,0.030363931788558413,0.0032527704655636275,0.1451014715109122,0.007244691223807798,0.0024727534286283163,3865185.968222325,8575708.799499061,100391.07687728936,33757.68264652015,10518,0,1276,367.4829785341629,815.3364517492927,9.544692610504788,3.2095153685605773,0.025973155678059436,0.0039364306129998335,0.15155765675116228
149,Aethomys_nyikae_FMNH196708,tip,NA,Aethomys_nyikae_FMNH196708,NA,NA,NA,341.08106035822453,36.84584854977093,11612.112035491447,81.32441064827357,28.015819614677856,10592,0,1202,778,2993,0.032201761740768935,0.0034786488434451405,1.0963096710244946,0.007677908860297731,0.0026449980754038763,3949205.8496864494,8757420.865816724,104001.80002289376,36533.925251831504,10592,0,1202,372.847984298192,826.7957766065638,9.818901059563233,3.4491998916004065,0.026334864269268485,0.004171767671282785,0.15841234754913988
150,Thallomys_paedulcus_FMNH158089,tip,NA,Thallomys_paedulcus_FMNH158089,NA,NA,NA,377.29733499926976,38.9940512663323,1345.0961591942369,90.08820354748273,29.618348810710422,9774,0,2020,590,2631,0.03860214190702576,0.00398956939495931,0.1376198239404785,0.00921712743477417,0.0030303201156855353,3651947.4148334577,8095199.737022172,118759.92628205128,39580.34844322345,9774,0,2020,373.6389824875647,828.2381560284604,12.150596100066634,4.049554782404691,0.03251961564388166,0.0048893603282212685,0.15035111059626463
151,Grammomys_dryas_LSUMZ37716,tip,NA,Grammomys_dryas_LSUMZ37716,NA,NA,NA,414.42107230927394,41.33680276972265,1436.5021009403217,98.91299113201241,31.400510870400943,10333,0,1461,591,2758,0.04010655882214981,0.00400046479916023,0.13902081689154377,0.009572533739670222,0.0030388571441402248,3859259.758964521,8558907.849402523,127943.50209859588,40430.33178418804,10333,0,1461,373.48879889330505,828.3081243978054,12.382028655627202,3.912738970694672,0.03315234270028106,0.004723772296135936,0.1424868323437031
152,Thamnomys_venustus_LSUMZ37935,tip,NA,Thamnomys_venustus_LSUMZ37935,NA,NA,NA,3526.5815977444736,34.432653068978055,1580.4506333989034,811.5130858713788,26.15593680451919,10607,0,1187,884,3176,0.3324768169835461,0.003246219767038565,0.149000719656727,0.07650731459143763,0.0024659127750088798,3877715.6882506222,8600114.991300879,96616.91762820509,33635.70544871794,10607,0,1187,365.58081344872465,810.7961715188912,9.108788312265965,3.1710856461504613,0.02491593644189847,0.00391107624522938,0.15697087100657955
153,Thamnomys_kempi_TCD4437,tip,NA,Thamnomys_kempi_TCD4437,NA,NA,NA,232.84898049834388,28.545096950793425,1545.2687171516538,55.60950953795318,21.68231340207926,9695,0,2099,1031,2877,0.02401742965429024,0.0029443111862602813,0.15938821218686475,0.005735895774930704,0.0022364428470427293,3517434.7673960635,7793950.5644353125,75023.02964743589,28980.002403846156,9695,0,2099,362.80915599753104,803.9144470794546,7.738321779003186,2.989169923037252,0.02132890433188474,0.0037182686962482447,0.1743300376986443
154,Dasymys_montanus_FMNH144389,tip,NA,Dasymys_montanus_FMNH144389,NA,NA,NA,101.47712420543014,10.676600489365063,550.8109086744225,24.023469234723876,8.124917986980888,10515,0,1279,6424,2140,0.009650701303417037,0.0010153685676999584,0.05238334842362554,0.0022846856143341776,0.000772697858961568,2132895.543585597,4748755.45659612,30430.70043498168,10956.954326923076,10515,0,1279,202.84313300861598,451.61725692782886,2.894027621015852,1.0420308442152235,0.014267318681638214,0.0023073317687276646,0.1617214713019034
155,Dasymys_incomtus_LSUMZ37702,tip,NA,Dasymys_incomtus_LSUMZ37702,NA,NA,NA,51.34683519495732,7.393181604026393,398.49221949697875,12.21584297161036,5.625614416423153,9088,0,2706,6351,1601,0.005649959858600058,0.0008135102997388196,0.043848175560847136,0.0013441728621930414,0.0006190156708212097,1657564.060212413,3685074.5638375944,18887.149553571435,9464.60227793041,9088,0,2706,182.39041155506305,405.4879581687494,2.0782514913700965,1.041439511215934,0.011394521639876224,0.0025683611319045007,0.22540315540024725
156,Rhabdomys_pumilio_MNHN1995065,tip,NA,Rhabdomys_pumilio_MNHN1995065,NA,NA,NA,288.6888410597684,29.81641423471072,1223.7581464644295,68.95422735013277,22.645728198366754,8682,0,3112,629,2479,0.033251421453555446,0.00343427945573724,0.1409534838129958,0.007942205407755445,0.0026083538583698174,3260699.72688468,7212364.249864174,97926.01897893775,33651.77497710622,8682,0,3112,375.5701136702004,830.7261287565277,11.279200527405868,3.8760395043891065,0.030032210010486827,0.004665845180758857,0.1553613663173509
157,Mylomys_dybowskii_MNHN1997072,tip,NA,Mylomys_dybowskii_MNHN1997072,NA,NA,NA,187.49003445752436,21.60550998111672,1240.1673571830654,44.83491068948635,16.418669383355038,8739,0,3055,1096,2883,0.02145440375987234,0.002472309186533553,0.14191181567491307,0.005130439488441051,0.0018787812545319874,3228604.753524166,7139224.096610725,59191.08266099326,22553.278302755683,8739,0,3055,369.44784912737913,816.938333517648,6.773210053895556,2.5807619067119445,0.018333331943584472,0.0031590657468593296,0.17231269016349243
158,Pelomys_isseli_FMNH137886,tip,NA,Pelomys_isseli_FMNH137886,NA,NA,NA,166.68669035685238,16.494548323567415,1244.1216360713267,39.74972051526003,12.535031575841417,10430,0,1364,1608,4150,0.01598146599778067,0.0015814523800160513,0.11928299482946565,0.003811094967906043,0.001201824695670318,3752139.940844474,8321366.493466708,53433.52143199235,17477.043428434594,10430,0,1364,359.74496077128225,797.8299610226949,5.123060539980091,1.675651335420383,0.014240812516168135,0.002100261230190524,0.1474818398041557
159,Pelomys_minor_FMNH219213,tip,NA,Pelomys_minor_FMNH219213,NA,NA,NA,171.84289926415354,17.159360631901155,1206.4926026235667,40.94532121006759,13.039039385562198,10435,0,1359,1624,4098,0.016467934764173794,0.0016444044687974274,0.11561979900561252,0.003923844869196703,0.001249548575521054,3794174.7130112913,8414774.167256514,53623.57750305249,17847.37103174604,10435,0,1359,363.60083497952,806.3990577150469,5.138819118644225,1.7103374251793042,0.014133133437203661,0.0021209566266428815,0.15006980837382708
160,Lemniscomys_striatus_TCD4711,tip,NA,Lemniscomys_striatus_TCD4711,NA,NA,NA,202.3589141053413,21.1967856908308,1134.8779670115318,48.0429939050767,16.12509565857638,8806,0,2988,1052,3016,0.022979663196155044,0.002407084452740268,0.1288755356588158,0.005455711322402532,0.0018311487234358825,3171502.7649105107,7036064.70920586,69720.91659035409,24427.690918803408,8806,0,2988,360.15248295599713,799.0080296622599,7.917433180826038,2.773982616262027,0.02198355850789283,0.0034717831527107273,0.15792634988845147
161,Arvicanthus_niloticus_MNHN1999201,tip,NA,Arvicanthus_niloticus_MNHN1999201,NA,NA,NA,132.27767548534385,13.67615219453046,1088.1449271054353,31.414034550872536,10.406935702175222,10235,0,1559,2476,3999,0.012924052319037016,0.0013362141860801622,0.10631606517884076,0.0030692754812772383,0.0010167987984538566,3523121.840127722,7809404.010209471,40880.652403056716,14117.808851206262,10235,0,1559,344.22294480974324,763.0096736892498,3.9942015049395914,1.3793657890773094,0.01160353069185217,0.0018077959384287996,0.15579705750235207
162,Arvicanthus_neumanni_FMNH158037,tip,NA,Arvicanthus_neumanni_FMNH158037,NA,NA,NA,98.82470727312901,11.726830870576043,951.556293311597,23.61380698322757,8.905018876735076,8463,0,3331,2167,3207,0.011677266604410848,0.0013856588527207897,0.11243723186950218,0.0027902406928072276,0.0010522295730515272,2960849.126373409,6541751.268157251,33211.98492063493,14624.613431013424,8463,0,3331,349.8581030808707,772.9825437973828,3.9243749167712316,1.7280649215424109,0.011217047374958473,0.002235580784338356,0.19930207207015851
163,Malacomys_longipes_TCD4253,tip,NA,Malacomys_longipes_TCD4253,NA,NA,NA,599.5104398713534,66.44725141320068,1438.8308216386056,142.56613248610086,50.54701940681481,9356,0,2438,300,1743,0.06407764427868248,0.007102100407567409,0.15378696255222377,0.015237936349519117,0.005402631403037069,3468016.2337553306,7692055.432124831,176814.14675671555,65530.20672313796,9356,0,2438,370.67296213716656,822.1521410992765,18.898476566557882,7.004083660019021,0.05098423272524676,0.00851920625135642,0.16709491927173425
164,Apodemus_sylvaticus_SMG3823,tip,NA,Apodemus_sylvaticus_SMG3823,NA,NA,NA,768.7195020165611,73.43726106702663,1146.21923607837,183.1473749827811,55.827478346627856,8576,0,3218,206,1523,0.089636135962752,0.008563113463972321,0.1336542952516756,0.021355803985865333,0.00650973394900045,3153186.7380510117,6989264.092613602,211564.4550061051,68996.88144078142,8576,0,3218,367.67569240333626,814.979488411101,24.669362757241732,8.045345317255297,0.06709544108284349,0.009871837796728664,0.14713127505250015
165,Praomys_jacksoni_REC31,tip,NA,Praomys_jacksoni_REC31,NA,NA,NA,181.37647627901208,21.77004409911186,1320.2307865117823,43.41864372300908,16.527890318207756,9490,0,2304,1598,3227,0.019112378954585046,0.002293998324458573,0.13911810184528792,0.004575199549316025,0.0017416112031831145,3420723.847101377,7577352.409047756,63486.372876405214,24384.102240431992,9490,0,2304,360.4556214016203,798.4565236088257,6.689818005943647,2.569452290877976,0.018559338816607995,0.0032180240437697074,0.17339109305392006
166,Praomys_degraaffi_TCD4312,tip,NA,Praomys_degraaffi_TCD4312,NA,NA,NA,129.4197361223147,16.213045657824672,1127.6783060382534,30.761459578642995,12.339145444445466,7676,0,4118,1513,2674,0.01686030955215147,0.002112173743854178,0.14690962819675005,0.00400748561472681,0.001607496800996022,2619219.920313334,5825629.3810889,49365.71978495641,20135.065581975494,7676,0,4118,341.22198023883976,758.9407739823997,6.431177668701982,2.623119539079663,0.01884748943840151,0.003456290173099192,0.18338199283226794
167,Mastomys_natalensis_T4162,tip,NA,Mastomys_natalensis_T4162,NA,NA,NA,296.9561336656197,34.91721921674051,1617.2746211199812,70.86588466273595,26.550691059913476,10144,0,1650,781,3069,0.029274066804576074,0.0034421548912401925,0.15943164640378363,0.006985990207288639,0.0026173788505435207,3777051.8888191488,8374094.041562349,93033.04787469484,34234.28271138583,10144,0,1650,372.34344329841764,825.5218889552789,9.171238946637898,3.374830708929991,0.024631127824876278,0.00408811777626022,0.16597363325488546
168,Myomyscus_verreauxii_MNHN1999102,tip,NA,Myomyscus_verreauxii_MNHN1999102,NA,NA,NA,243.4941268413379,25.69894456061801,1369.724197790577,58.19447495848605,19.509814524950816,9747,0,2047,923,3132,0.024981443197018356,0.0026366004473805283,0.140527772421317,0.005970501175591059,0.002001622501790378,3656443.904315407,8102097.3949028645,76708.43956043958,28357.621794871793,9747,0,2047,375.1353138725153,831.2401143842069,7.869953786851296,2.9093692207727293,0.020978973441902603,0.003500034671603916,0.16683536405137347
169,Zelotomys_woosnami_TTU-M115260,tip,NA,Zelotomys_woosnami_TTU-M115260,NA,NA,NA,203.2133321510381,24.786502385619062,1440.2457320297872,48.46933576888549,18.84453345963758,0,0,11794,1200,3017,0.02130342091949241,0.0025984382414948174,0.1509849808187218,0.005081175780363298,0.001975525050805911,0,0,0,0,0,0,11794,0,0,0,0,0,0,0
