node.label,clade,node.type,orig.node.label,num.genes.full,num.genes.partial,num.genes.descendant.counted,num.genes.discordant,num.genes.missing,cS,cN,cA,mS,mN,mA
Grammomys_dryas_LSUMZ37716,Grammomys_dryas_LSUMZ37716,tip,NA,7615.0,0.0,0.0,0.0,718.0,84946.0,69010.0,12608.0,3328.0,1383.0,19.0
Thamnomys_venustus_LSUMZ37935,Thamnomys_venustus_LSUMZ37935,tip,NA,7746.0,0.0,0.0,0.0,587.0,63811.0,49733.0,9941.0,4137.0,1059.0,10.0
Thamnomys_kempi_TCD4437,Thamnomys_kempi_TCD4437,tip,NA,7250.0,0.0,0.0,0.0,1083.0,52535.0,38641.0,8615.0,5279.0,1000.0,15.0
Dasymys_montanus_FMNH144389,Dasymys_montanus_FMNH144389,tip,NA,7705.0,0.0,0.0,0.0,628.0,19743.0,12354.0,2361.0,5028.0,536.0,9.0
Dasymys_incomtus_LSUMZ37702,Dasymys_incomtus_LSUMZ37702,tip,NA,6889.0,0.0,0.0,0.0,1444.0,15986.0,8162.0,2145.0,5679.0,1053.0,24.0
Rhabdomys_pumilio_MNHN1995065,Rhabdomys_pumilio_MNHN1995065,tip,NA,6728.0,0.0,0.0,0.0,1605.0,69085.0,50812.0,10067.0,8206.0,1686.0,15.0
Mylomys_dybowskii_MNHN1997072,Mylomys_dybowskii_MNHN1997072,tip,NA,6778.0,0.0,0.0,0.0,1555.0,42455.0,32868.0,6685.0,2902.0,1168.0,20.0
Pelomys_isseli_FMNH137886,Pelomys_isseli_FMNH137886,tip,NA,7648.0,0.0,0.0,0.0,685.0,33683.0,25831.0,4562.0,3290.0,666.0,10.0
Pelomys_minor_FMNH219213,Pelomys_minor_FMNH219213,tip,NA,7662.0,0.0,0.0,0.0,671.0,34296.0,26627.0,4671.0,2998.0,712.0,12.0
Lemniscomys_striatus_TCD4711,Lemniscomys_striatus_TCD4711,tip,NA,6615.0,0.0,0.0,0.0,1718.0,46102.0,32122.0,5974.0,8006.0,1577.0,26.0
Arvicanthus_niloticus_MNHN1999201,Arvicanthus_niloticus_MNHN1999201,tip,NA,7607.0,0.0,0.0,0.0,726.0,25248.0,18591.0,3464.0,3193.0,556.0,12.0
Arvicanthus_neumanni_FMNH158037,Arvicanthus_neumanni_FMNH158037,tip,NA,6630.0,0.0,0.0,0.0,1703.0,24347.0,16750.0,3497.0,4100.0,1212.0,24.0
Malacomys_longipes_TCD4253,Malacomys_longipes_TCD4253,tip,NA,6928.0,0.0,0.0,0.0,1405.0,119180.0,92888.0,18645.0,7647.0,3502.0,33.0
Apodemus_sylvaticus_SMG3823,Apodemus_sylvaticus_SMG3823,tip,NA,6519.0,0.0,0.0,0.0,1814.0,142636.0,115354.0,20525.0,6757.0,4137.0,47.0
Praomys_jacksoni_REC31,Praomys_jacksoni_REC31,tip,NA,7116.0,0.0,0.0,0.0,1217.0,43158.0,29549.0,6235.0,7374.0,1307.0,17.0
Praomys_degraaffi_TCD4312,Praomys_degraaffi_TCD4312,tip,NA,5747.0,0.0,0.0,0.0,2586.0,32505.0,19264.0,3854.0,9387.0,1601.0,25.0
Mastomys_natalensis_T4162,Mastomys_natalensis_T4162,tip,NA,7503.0,0.0,0.0,0.0,830.0,60105.0,47269.0,9433.0,3403.0,1224.0,19.0
Myomyscus_verreauxii_MNHN1999102,Myomyscus_verreauxii_MNHN1999102,tip,NA,7290.0,0.0,0.0,0.0,1043.0,51113.0,40085.0,7459.0,3569.0,1220.0,17.0
Zelotomys_woosnami_TTU-M115260,Zelotomys_woosnami_TTU-M115260,tip,NA,7164.0,0.0,0.0,0.0,1169.0,42365.0,32680.0,6558.0,3127.0,1318.0,19.0
Colomys_goslingi_TCD4175,Colomys_goslingi_TCD4175,tip,NA,6869.0,0.0,0.0,0.0,1464.0,38734.0,21614.0,4599.0,12521.0,1973.0,29.0
Heimyscus_fumosus_FMNH167810,Heimyscus_fumosus_FMNH167810,tip,NA,7509.0,0.0,0.0,0.0,824.0,58810.0,43474.0,8853.0,6483.0,1076.0,17.0
Hylomyscus_stella_LSUMZ37742,Hylomyscus_stella_LSUMZ37742,tip,NA,7760.0,0.0,0.0,0.0,573.0,48839.0,34865.0,6974.0,7000.0,853.0,7.0
Hylomyscus_vulcanorum_TCD4382,Hylomyscus_vulcanorum_TCD4382,tip,NA,6923.0,0.0,0.0,0.0,1410.0,43859.0,26420.0,5532.0,11907.0,1559.0,22.0
Mus_pahari_10460X1,Mus_pahari_10460X1,tip,NA,6019.0,0.0,0.0,0.0,2314.0,76469.0,58134.0,11495.0,6840.0,2478.0,22.0
Mus_minutoides_10460X2,Mus_minutoides_10460X2,tip,NA,6974.0,0.0,0.0,0.0,1359.0,34539.0,23528.0,4534.0,6477.0,1226.0,16.0
Mus_musculoides_LSUMZ37820,Mus_musculoides_LSUMZ37820,tip,NA,7494.0,0.0,0.0,0.0,839.0,37087.0,27852.0,5071.0,4164.0,819.0,22.0
Mus_platythrix_10460X13,Mus_platythrix_10460X13,tip,NA,5381.0,0.0,0.0,0.0,2952.0,51651.0,37774.0,8256.0,5621.0,1656.0,28.0
Mus_caroli_10460X9,Mus_caroli_10460X9,tip,NA,6594.0,0.0,0.0,0.0,1739.0,40247.0,27866.0,5325.0,7056.0,1550.0,18.0
Mus_cookii_10460X3,Mus_cookii_10460X3,tip,NA,7364.0,0.0,0.0,0.0,969.0,28600.0,19546.0,3444.0,5610.0,788.0,18.0
Mus_cervicolor_10460X10,Mus_cervicolor_10460X10,tip,NA,7369.0,0.0,0.0,0.0,964.0,30561.0,21570.0,3770.0,5221.0,803.0,15.0
Mus_spretus_10460X4,Mus_spretus_10460X4,tip,NA,6741.0,0.0,0.0,0.0,1592.0,25212.0,12457.0,2666.0,10089.0,1283.0,6.0
Mus_spicilegus_10460X11,Mus_spicilegus_10460X11,tip,NA,5635.0,0.0,0.0,0.0,2698.0,16216.0,6956.0,1955.0,7305.0,1291.0,14.0
Mus_macedonicus_10460X12,Mus_macedonicus_10460X12,tip,NA,7030.0,0.0,0.0,0.0,1303.0,16830.0,7449.0,1538.0,7843.0,948.0,12.0
Mus_musculus-castaneus_10460X7,Mus_musculus-castaneus_10460X7,tip,NA,7065.0,0.0,0.0,0.0,1268.0,14487.0,2725.0,853.0,10909.0,969.0,6.0
Mus_musculus-musculus_10460X14,Mus_musculus-musculus_10460X14,tip,NA,6838.0,0.0,0.0,0.0,1495.0,9022.0,2507.0,701.0,5814.0,863.0,10.0
Mus_musculus-reference_10460X5,Mus_musculus-reference_10460X5,tip,NA,6626.0,0.0,0.0,0.0,1707.0,9282.0,2398.0,706.0,6178.0,791.0,11.0
Mus_musculus-domesticus_10460X15,Mus_musculus-domesticus_10460X15,tip,NA,7311.0,0.0,0.0,0.0,1022.0,10209.0,3848.0,948.0,5413.0,848.0,13.0
mm10,mm10,tip,NA,8333.0,0.0,0.0,0.0,0.0,5062.0,4318.0,744.0,0.0,86.0,6.0
<1>,Lophiomys_imhausi_UM5152;Lophuromys_woosnami_LSUMZ37793,internal,1/84.3/63.6,3837.0,0.0,4496.0,0.0,0.0,8347.0,3454.0,4893.0,0.0,199.0,5.0
<2>,Phloeomys_cumingi_FMNH198472;Phloeomys_pallidus_JEC43,internal,1/93.9/92.8,5940.0,0.0,2061.0,0.0,332.0,62145.0,51536.0,10609.0,0.0,795.0,12.0
<3>,Batomys_russatus_KU165776;Crateromys_heaneyi_KU165014,internal,1/82.1/65,5381.0,0.0,2679.0,0.0,273.0,26771.0,22199.0,4572.0,0.0,238.0,7.0
<4>,Carpomys_melanurus_FMNH198723;Musseromys_anacuao_FMNH209523,internal,1/90.1/76.3,6457.0,0.0,1650.0,0.0,226.0,42675.0,35652.0,7023.0,0.0,441.0,9.0
<5>,Batomys_russatus_KU165776;Carpomys_melanurus_FMNH198723;Crateromys_heaneyi_KU165014;Musseromys_anacuao_FMNH209523,internal,1/72.6/51.8,4446.0,1033.0,2491.0,281.0,82.0,21633.0,17284.0,4349.0,0.0,191.0,3.0
<6>,Batomys_russatus_KU165776;Carpomys_melanurus_FMNH198723;Crateromys_heaneyi_KU165014;Musseromys_anacuao_FMNH209523;Phloeomys_cumingi_FMNH198472;Phloeomys_pallidus_JEC43,internal,1/83.5/64.3,4477.0,2117.0,1245.0,456.0,38.0,50681.0,42285.0,8396.0,0.0,519.0,11.0
<7>,Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558,internal,1/88.1/86.7,5626.0,0.0,2378.0,0.0,329.0,45470.0,38538.0,6932.0,0.0,486.0,10.0
<8>,Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558;Maxomys_musschenbroekii_sample1,internal,1/65.2/56.4,2124.0,347.0,5542.0,65.0,255.0,9691.0,8001.0,1690.0,0.0,97.0,1.0
<9>,Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558;Maxomys_musschenbroekii_sample1;Maxomys_surifer_JAE3632,internal,1/79.2/67,2163.0,2833.0,2854.0,330.0,153.0,30048.0,24584.0,5464.0,0.0,284.0,3.0
<10>,Gracilimus_radix_Z08508;Waiomys_mamasae_Z20624,internal,1/87.4/84.1,5548.0,0.0,2297.0,0.0,488.0,33707.0,28056.0,5651.0,0.0,376.0,8.0
<11>,Gracilimus_radix_Z08508;Sommeromys_macrorhinos_Z21740;Waiomys_mamasae_Z20624,internal,1/18.6/31.8,795.0,116.0,7054.0,58.0,310.0,1276.0,986.0,290.0,0.0,17.0,0.0
<12>,Gracilimus_radix_Z08508;Hyorhinomys_stuempkei_JAE4661;Sommeromys_macrorhinos_Z21740;Waiomys_mamasae_Z20624,internal,1/17/33.5,547.0,268.0,6599.0,692.0,227.0,1081.0,877.0,204.0,0.0,9.0,1.0
<13>,Echiothrix_centrosa_Z27993;Paucidentomys_vermidax_Z21914,internal,1/30.2/39.8,1384.0,0.0,6219.0,0.0,730.0,2226.0,1730.0,496.0,0.0,32.0,0.0
<14>,Melasmothrix_naso_Z21808;Tateomys_macrocercus_Z21834,internal,0.99/29.3/37.5,1042.0,0.0,6432.0,0.0,859.0,1609.0,1195.0,414.0,0.0,29.0,2.0
<15>,Melasmothrix_naso_Z21808;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785,internal,1/58.6/66.6,2672.0,960.0,3794.0,492.0,415.0,8634.0,6622.0,2012.0,0.0,70.0,2.0
<16>,Echiothrix_centrosa_Z27993;Melasmothrix_naso_Z21808;Paucidentomys_vermidax_Z21914;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785,internal,1/25.6/44.9,869.0,704.0,5386.0,1155.0,219.0,2243.0,1684.0,559.0,0.0,20.0,2.0
<17>,Echiothrix_centrosa_Z27993;Gracilimus_radix_Z08508;Hyorhinomys_stuempkei_JAE4661;Melasmothrix_naso_Z21808;Paucidentomys_vermidax_Z21914;Sommeromys_macrorhinos_Z21740;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785;Waiomys_mamasae_Z20624,internal,1/55.2/60.4,1793.0,2364.0,2383.0,1695.0,98.0,11957.0,10086.0,1871.0,0.0,86.0,0.0
<18>,Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833,internal,1/80.2/79.3,5380.0,0.0,2711.0,0.0,242.0,21368.0,17777.0,3591.0,0.0,171.0,3.0
<19>,Niviventer_bukit_LSUMZ38136;Niviventer_rapit_LSUMZ38196,internal,1/91/92.6,5705.0,0.0,2269.0,0.0,359.0,31880.0,26738.0,5142.0,0.0,365.0,6.0
<20>,Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196,internal,1/77/70.2,4316.0,595.0,3130.0,96.0,196.0,20737.0,17682.0,3055.0,0.0,123.0,3.0
<21>,Anonymomys_mindorensis_FMNH2222010;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196,internal,1/43.1/41.8,2211.0,802.0,4940.0,280.0,100.0,6606.0,5373.0,1233.0,0.0,32.0,1.0
<22>,Anonymomys_mindorensis_FMNH2222010;Leopoldomys_sabanus_Z25191;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196,internal,1/49.1/46,2336.0,802.0,4429.0,701.0,65.0,7554.0,6115.0,1439.0,0.0,25.0,0.0
<23>,Anonymomys_mindorensis_FMNH2222010;Leopoldomys_sabanus_Z25191;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196,internal,1/50.8/48.1,2376.0,1463.0,3392.0,1064.0,38.0,10100.0,8526.0,1574.0,0.0,35.0,1.0
<24>,Anonymomys_mindorensis_FMNH2222010;Leopoldomys_sabanus_Z25191;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Saxatilomys_paulinae_ABTC116266,internal,1/70.5/61,3363.0,1822.0,2172.0,943.0,33.0,22857.0,19512.0,3345.0,0.0,102.0,1.0
<25>,Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402,internal,1/88.4/92.6,4151.0,0.0,3613.0,0.0,569.0,36317.0,30290.0,6027.0,0.0,422.0,1.0
<26>,Bandicota_indica_ABTC119185;Nesokia_indica_ABTC117074,internal,1/75.9/78.7,3983.0,0.0,3594.0,0.0,756.0,17249.0,14422.0,2827.0,0.0,165.0,2.0
<27>,Rattus_argentiventer_LSUMZ38199;Rattus_hoffmanni_LSUMZ39187,internal,1/46.7/62.5,2902.0,0.0,5173.0,0.0,258.0,6032.0,4797.0,1235.0,0.0,33.0,0.0
<28>,Rattus_argentiventer_LSUMZ38199;Rattus_hoffmanni_LSUMZ39187;rnor6,internal,1/20.8/38.2,996.0,202.0,6669.0,379.0,87.0,2161.0,1728.0,433.0,0.0,12.0,0.0
<29>,Rattus_argentiventer_LSUMZ38199;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;rnor6,internal,1/32.6/50.9,1398.0,563.0,5063.0,1242.0,67.0,3853.0,2943.0,910.0,0.0,25.0,0.0
<30>,Limnomys_sibuanus_FMNH147948;Tarsomys_apoensis_KU167148,internal,1/56.9/64.4,3430.0,0.0,4635.0,0.0,268.0,7261.0,5950.0,1311.0,0.0,46.0,3.0
<31>,Rattus_leucopus_sample1;Rattus_praetor_sample1,internal,1/16.7/41.4,191.0,0.0,5015.0,0.0,3127.0,437.0,293.0,144.0,0.0,44.0,1.0
<32>,Rattus_colletti_RAT25;Rattus_villosissimus_sample1,internal,1/48.5/53.2,1498.0,0.0,6031.0,0.0,804.0,2887.0,2344.0,543.0,0.0,43.0,0.0
<33>,Rattus_colletti_RAT25;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1,internal,0.93/18.1/32,501.0,593.0,6530.0,104.0,605.0,2321.0,1802.0,519.0,0.0,61.0,1.0
<34>,Rattus_colletti_RAT25;Rattus_lutreolus_sample2;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1,internal,1/23.5/41.8,469.0,515.0,6269.0,588.0,492.0,1991.0,1580.0,411.0,0.0,26.0,0.0
<35>,Rattus_colletti_RAT25;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1,internal,1/26.8/54,216.0,840.0,5930.0,953.0,394.0,1654.0,1299.0,355.0,0.0,46.0,0.0
<36>,Rattus_colletti_RAT25;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1,internal,1/42.1/48.9,379.0,2321.0,4432.0,1087.0,114.0,4316.0,3555.0,761.0,0.0,16.0,0.0
<37>,Rattus_colletti_RAT25;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196,internal,1/42.2/57.3,372.0,2390.0,4359.0,1135.0,77.0,5580.0,4712.0,868.0,0.0,24.0,0.0
<38>,Limnomys_sibuanus_FMNH147948;Rattus_colletti_RAT25;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;Tarsomys_apoensis_KU167148,internal,1/21.7/41.3,199.0,1423.0,5295.0,1371.0,45.0,3084.0,2714.0,370.0,0.0,13.0,1.0
<39>,Kadarsanomys_sodyi_MZB-Sample;Limnomys_sibuanus_FMNH147948;Rattus_colletti_RAT25;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;Tarsomys_apoensis_KU167148,internal,1/16.9/38.8,119.0,785.0,5655.0,1732.0,42.0,1578.0,1377.0,201.0,0.0,4.0,0.0
<40>,Kadarsanomys_sodyi_MZB-Sample;Limnomys_sibuanus_FMNH147948;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Tarsomys_apoensis_KU167148,internal,1/29.8/46.4,189.0,2099.0,3246.0,2766.0,33.0,4777.0,3940.0,837.0,0.0,14.0,1.0
<41>,Bandicota_indica_ABTC119185;Kadarsanomys_sodyi_MZB-Sample;Limnomys_sibuanus_FMNH147948;Nesokia_indica_ABTC117074;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Tarsomys_apoensis_KU167148,internal,1/39.9/50.2,274.0,2530.0,2929.0,2569.0,31.0,7198.0,5942.0,1256.0,0.0,25.0,0.0
<42>,Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283,internal,1/57.3/65.1,2934.0,0.0,4999.0,0.0,400.0,8361.0,6882.0,1479.0,0.0,52.0,1.0
<43>,Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736,internal,1/30.3/47.9,2295.0,0.0,5628.0,0.0,410.0,4629.0,3751.0,878.0,0.0,26.0,0.0
<44>,Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736,internal,1/31.1/45,732.0,129.0,6941.0,205.0,326.0,1685.0,1289.0,396.0,0.0,10.0,0.0
<45>,Taeromys_callitrichus_LSUMZ37153;Taeromys_punicans_MVZ225815,internal,1/71/79.3,3760.0,0.0,4311.0,0.0,262.0,11345.0,9335.0,2010.0,0.0,68.0,0.0
<46>,Taeromys_hamatus_NMVZ63317;Taeromys_taerae_LSUMZ39224,internal,1/47.4/57.4,1980.0,0.0,5586.0,0.0,767.0,3294.0,2659.0,635.0,0.0,36.0,1.0
<47>,Taeromys_callitrichus_LSUMZ37153;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,1/41.6/57.8,1749.0,943.0,5156.0,377.0,108.0,4823.0,3933.0,890.0,0.0,28.0,0.0
<48>,Paruromys_dominator_JAE4870;Taeromys_celebensis_NMVZ20637,internal,1/24.8/39.2,887.0,0.0,6891.0,0.0,555.0,1218.0,1024.0,194.0,0.0,10.0,0.0
<49>,Eropeplus_canus_NMVZ21733;Lenomys_meyeri_LSUMZ39079,internal,1/14.6/38,648.0,0.0,7330.0,0.0,355.0,848.0,682.0,166.0,0.0,10.0,0.0
<50>,Eropeplus_canus_NMVZ21733;Lenomys_meyeri_LSUMZ39079;Paruromys_dominator_JAE4870;Taeromys_celebensis_NMVZ20637,internal,1/17.8/44.3,516.0,639.0,5835.0,1189.0,154.0,1492.0,1191.0,301.0,0.0,10.0,0.0
<51>,Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Lenomys_meyeri_LSUMZ39079;Paruromys_dominator_JAE4870;Taeromys_celebensis_NMVZ20637,internal,1/9.32/34.8,230.0,267.0,6108.0,1625.0,103.0,563.0,447.0,116.0,0.0,3.0,0.0
<52>,Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Lenomys_meyeri_LSUMZ39079;Paruromys_dominator_JAE4870;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,1/15.9/48.3,392.0,757.0,4670.0,2462.0,52.0,1441.0,1107.0,334.0,0.0,2.0,0.0
<53>,Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Lenomys_meyeri_LSUMZ39079;Paruromys_dominator_JAE4870;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,1/13/36.5,113.0,720.0,4406.0,3053.0,41.0,1081.0,781.0,300.0,0.0,3.0,0.0
<54>,Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Lenomys_meyeri_LSUMZ39079;Paruromys_dominator_JAE4870;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,1/9.67/40.8,70.0,464.0,4519.0,3242.0,38.0,615.0,492.0,123.0,0.0,2.0,0.0
<55>,Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Lenomys_meyeri_LSUMZ39079;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,0.99/5.01/38,22.0,396.0,4477.0,3404.0,34.0,643.0,544.0,99.0,0.0,2.0,0.0
<56>,Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Lenomys_meyeri_LSUMZ39079;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,1/15.5/41.3,116.0,750.0,3904.0,3530.0,33.0,1483.0,1246.0,237.0,0.0,6.0,1.0
<57>,Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Lenomys_meyeri_LSUMZ39079;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,1/26.3/45.7,226.0,1656.0,3150.0,3270.0,31.0,3755.0,3326.0,429.0,0.0,17.0,0.0
<58>,Bandicota_indica_ABTC119185;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Kadarsanomys_sodyi_MZB-Sample;Lenomys_meyeri_LSUMZ39079;Limnomys_sibuanus_FMNH147948;Nesokia_indica_ABTC117074;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148,internal,1/55.5/60.9,154.0,4292.0,1212.0,2651.0,24.0,18451.0,15505.0,2946.0,0.0,106.0,3.0
<59>,Bandicota_indica_ABTC119185;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Kadarsanomys_sodyi_MZB-Sample;Lenomys_meyeri_LSUMZ39079;Limnomys_sibuanus_FMNH147948;Nesokia_indica_ABTC117074;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148,internal,1/69.4/67.7,194.0,4998.0,1170.0,1951.0,20.0,31387.0,26228.0,5159.0,0.0,185.0,0.0
