node,clade,node.type,branch.length,label,astral,gcf,scf,ES.sum,EN.sum,S.sum,N.sum,num.genes.full,num.genes.partial,num.genes.no.clade,avg.ES,avg.EN,avg.S,avg.N,avg.dS,avg.dN,avg.dNdS
89,Xeromys_myoides_ABTC30709,tip,NA,Xeromys_myoides_ABTC30709,NA,NA,NA,3863777.1060104263,8567093.359035673,62740.22462606838,24419.710721916974,10598,0,1196,364.57606208817003,808.36887705564,5.920006097949461,2.30418104566116,0.01623805486306929,0.0028504079153242354,0.17553875383233283
91,Pseudohydromys_pumehanae_ABTC43920,tip,NA,Pseudohydromys_pumehanae_ABTC43920,NA,NA,NA,3393279.6958584003,7520338.275060108,31342.18845390718,14281.938835470077,9926,0,1868,341.85771668934115,757.6403662160093,3.1575849741997963,1.4388413092353494,0.009236547312077239,0.0018991085657454586,0.20560805911341795
96,Melomys_rufescens_ABTC44798,tip,NA,Melomys_rufescens_ABTC44798,NA,NA,NA,3110545.7431275626,6896260.021802885,48118.64404919793,19580.04737432109,9210,0,2584,337.7356941506583,748.7795897723003,5.2246084743971695,2.1259551980804656,0.015469518220560242,0.0028392269596009645,0.18353687032265828
92,Paraleptomys_wilhelmina_H126-ABTC133716,tip,NA,Paraleptomys_wilhelmina_H126-ABTC133716,NA,NA,NA,3616146.2588958964,8013806.743052992,39957.0692918193,17379.463675213672,10235,0,1559,353.31179862197325,782.9806295117726,3.9039637803438496,1.698042371784433,0.011049627540236504,0.002168690140959486,0.19626816678320974
90,Microhydromys_richardsoni_ANWCM35851,tip,NA,Microhydromys_richardsoni_ANWCM35851,NA,NA,NA,3643785.6862134486,8072791.918157564,44867.28806089744,17322.18593177656,10281,0,1513,354.41938393283226,785.2146598733161,4.364097661793351,1.6848736437872347,0.012313371840351747,0.002145749092431701,0.17426169860313462
95,Solomys_salebrosus_ABTC64864,tip,NA,Solomys_salebrosus_ABTC64864,NA,NA,NA,3222516.9575034296,7133126.355463549,38443.28268941308,19572.139838059447,9101,0,2693,354.0838322715558,783.7739100608228,4.224072375498635,2.15054827360284,0.01192958274428946,0.0027438375352861035,0.23000280848880014
94,Leptomys_elegans_ABTC45741,tip,NA,Leptomys_elegans_ABTC45741,NA,NA,NA,3592432.331152275,7959670.59877172,53339.518391330916,20908.129960317467,9975,0,1819,360.1435920954662,797.9619647891449,5.347320139481796,2.0960531288538813,0.014847744779710915,0.002626758193177474,0.17691294079669767
97,Uromys_sp-nov_YS380,tip,NA,Uromys_sp-nov_YS380,NA,NA,NA,2770943.9312427966,6139846.338408047,19020.806110532176,10370.313960201673,9801,0,1993,282.72053170521343,626.4510089182785,1.9407005520387894,1.0580873339660926,0.006864377837483398,0.0016890184849301148,0.24605558215445475
102,Conilurus_penicillatus_M14056,tip,NA,Conilurus_penicillatus_M14056,NA,NA,NA,3307280.138170719,7324413.268077276,45340.21680402928,18966.762133699638,9440,0,2354,350.34747226384735,775.8912360251352,4.802989068223441,2.0091909039936056,0.01370921570287883,0.00258952648348836,0.18888946965394812
98,Uromys_caudimaculatus_DT10Uc01,tip,NA,Uromys_caudimaculatus_DT10Uc01,NA,NA,NA,2910361.29580896,6455069.254310612,20517.533442802407,9824.423100079995,10274,0,1520,283.27441072697684,628.2917319749477,1.9970345963405107,0.9562412984309904,0.007049823495230128,0.0015219702086882137,0.21588770409897076
106,Zyzomys_woodwardi_WAMM21724,tip,NA,Zyzomys_woodwardi_WAMM21724,NA,NA,NA,2746000.694581032,6075123.418546441,31700.532738095237,15424.989239926741,8098,0,3696,339.09615887639313,750.2004715419166,3.914612588058192,1.9047899777632429,0.011544255178322858,0.0025390412963194396,0.2199398105030722
103,Mesembriomys_macrurus_ABTC7337,tip,NA,Mesembriomys_macrurus_ABTC7337,NA,NA,NA,2646569.6436780333,5846404.920070575,26992.07419871795,14357.442284798537,8343,0,3451,317.2203815987095,700.7557137804836,3.235295960531937,1.7208968338485602,0.010198890576408975,0.0024557728178405446,0.2407882307827663
101,Conilurus_albipes_NMV-c7585,tip,NA,Conilurus_albipes_NMV-c7585,NA,NA,NA,3055392.574138461,6761950.220990374,37621.18819839165,16820.426478885092,8771,0,3023,348.35167872972994,770.9440452617004,4.289270117249076,1.917731898174107,0.012313045635060435,0.002487511136457542,0.2020224086049473
100,Leporillus_apicalis_C90,tip,NA,Leporillus_apicalis_C90,NA,NA,NA,1047730.6438600073,2314245.0213706717,16536.26712454213,9727.71620879121,3875,0,7919,270.3821016412922,597.2245216440443,4.267423774075389,2.5103783764622474,0.015782937362240238,0.004203408074322967,0.2663260949371425
105,Zyzomys_pedunculatus_Z34925,tip,NA,Zyzomys_pedunculatus_Z34925,NA,NA,NA,3418342.110643031,7581833.976744616,42642.08121138322,19393.074813626277,9971,0,1823,342.8284134633468,760.3885243952077,4.276610290982171,1.9449478300698302,0.012474491970425317,0.0025578342750724554,0.20504516585818494
111,Leggadina_forresti_WAMM62323,tip,NA,Leggadina_forresti_WAMM62323,NA,NA,NA,2973093.247221585,6590035.151058153,28225.92226800976,12586.203556166047,9791,0,2003,303.65572946804053,673.0706925807531,2.8828436592799265,1.285487034640593,0.009493789774130849,0.0019098841307614418,0.20117194252242546
99,Leporillus_conditor_ABTC13335,tip,NA,Leporillus_conditor_ABTC13335,NA,NA,NA,1516785.0349720088,3366422.1909721005,21967.74120497558,11347.198355463985,5189,0,6605,292.30777316862765,648.7612624729428,4.233521141833799,2.1867794094168405,0.014483094636664173,0.003370699725629876,0.23273339090783118
109,Zyzomys_argurus_ABTC61630,tip,NA,Zyzomys_argurus_ABTC61630,NA,NA,NA,3001406.44926623,6650961.603285724,30012.921825396814,12932.440811965811,9539,0,2255,314.64581709468814,697.238872343613,3.146338381947459,1.3557438737777348,0.009999619289394888,0.0019444467707612227,0.19445208007302928
104,Mesembriomys_gouldii_ABTC7449,tip,NA,Mesembriomys_gouldii_ABTC7449,NA,NA,NA,3205375.679612535,7103910.087723575,35193.22203525641,16150.386572802203,10002,0,1792,320.4734732666002,710.2489589805614,3.518618479829675,1.614715714137393,0.01097943753024,0.002273450307417607,0.2070643692954198
121,Pseudomys_occidentalis_ABTC08043,tip,NA,Pseudomys_occidentalis_ABTC08043,NA,NA,NA,3416677.0486870175,7570677.718010055,46018.04135575871,17682.644939555183,9694,0,2100,352.45275930338533,780.9653102960651,4.747064303255489,1.8240813843155748,0.013468654104561278,0.0023356752985917682,0.17341564201286983
110,Leggadina_lakedownensis_WAMM21623,tip,NA,Leggadina_lakedownensis_WAMM21623,NA,NA,NA,2967496.9551560725,6587734.714393623,29538.942612942614,12858.25518925519,9978,0,1816,297.4039842810255,660.2259685702168,2.9604071570397488,1.2886605721843245,0.009954161051999814,0.0019518477514222042,0.19608360174462655
112,Pseudomys_calabyi_U4324,tip,NA,Pseudomys_calabyi_U4324,NA,NA,NA,3365947.9001163878,7455001.830041674,37293.18118131868,15205.520100732607,9926,0,1868,339.1041608015704,751.0580122951516,3.7571208121417166,1.5318879811336497,0.01107954795736118,0.002039640022549479,0.18409054506545597
117,Notomys_mitchellii_M21518,tip,NA,Notomys_mitchellii_M21518,NA,NA,NA,2125157.761223539,4700265.137360849,20995.507886904765,11427.028193681317,7340,0,4454,289.5310301394467,640.3630977330857,2.8604234178344368,1.5568158302018142,0.009879505545422098,0.0024311454481262466,0.24607966835473616
108,Zyzomys_palatalis_ABTC30744,tip,NA,Zyzomys_palatalis_ABTC30744,NA,NA,NA,3060559.0427422016,6777915.093914808,29010.11830357142,12566.341403388276,9319,0,2475,328.4214017321817,727.3221476461861,3.1130076514187595,1.3484645781079811,0.009478699119484693,0.0018540128091410145,0.19559781208054713
120,Notomys_alexis_U1308,tip,NA,Notomys_alexis_U1308,NA,NA,NA,2068543.9655100217,4595219.189401654,16659.972894562336,8591.215434350132,8978,0,2816,230.40142186567405,511.83105250631024,1.855644118351786,0.9569186271274372,0.008053961226999902,0.0018695986154838458,0.23213404718367026
123,Pseudomys_albocinereus_WAMM18855,tip,NA,Pseudomys_albocinereus_WAMM18855,NA,NA,NA,2973433.4537015776,6587918.753478003,24913.595608211224,11700.391571275948,9360,0,2434,317.6745142843566,703.8374736621798,2.6617089325011993,1.2500418345380286,0.008378729840816416,0.0017760376241888053,0.21196979231111596
107,Zyzomys_maini_ABTC07900,tip,NA,Zyzomys_maini_ABTC07900,NA,NA,NA,3299223.441204684,7311358.583659078,35015.28140380933,15141.150565370937,9878,0,1916,333.9971088484191,740.1658821278678,3.544774387913477,1.5328154044716478,0.010613188839075353,0.0020709079430478875,0.19512589236359146
115,Pseudomys_patrius_JM10865,tip,NA,Pseudomys_patrius_JM10865,NA,NA,NA,2996768.014533716,6631966.441965353,27121.722361690026,12031.352028861944,9312,0,2482,321.8178709765588,712.1957089739425,2.912556095542314,1.292026635401841,0.009050324292756458,0.0018141454927652662,0.20045088265149133
113,Pseudomys_chapmani_WAMM29440,tip,NA,Pseudomys_chapmani_WAMM29440,NA,NA,NA,3401900.322023158,7539068.620449157,35328.765148046405,14905.185401404151,9833,0,1961,345.96769266990316,766.7109346536314,3.5928775702274387,1.5158329504123005,0.01038500890791412,0.0019770592564942245,0.190376269681152
126,Pseudomys_nanus_U1448,tip,NA,Pseudomys_nanus_U1448,NA,NA,NA,2889357.5326695535,6413710.382042682,33894.40231227105,12995.78028846154,9678,0,2116,298.5490321005945,662.7103101924656,3.5022114395816337,1.3428167274707108,0.011730774723803433,0.002026249941819567,0.17272942235503116
118,Notomys_fuscus_M22830,tip,NA,Notomys_fuscus_M22830,NA,NA,NA,2723834.465620248,6035377.696930854,21647.473221916975,9851.136668192918,9525,0,2269,285.9668730309972,633.6354537460214,2.2727006007261914,1.0342400701514873,0.007947426135893172,0.001632232009804867,0.20537869517694213
114,Pseudomys_johnsoni_ABTC08053,tip,NA,Pseudomys_johnsoni_ABTC08053,NA,NA,NA,2872018.301950152,6377052.989183426,26790.919795482303,11266.596321733823,10028,0,1766,286.39991044576703,635.9247097310955,2.6716114674394,1.1235137935514383,0.009328255247291004,0.0017667402702853342,0.18939664743826654
125,Pseudomys_gracilicaudatus_ABTC08163,tip,NA,Pseudomys_gracilicaudatus_ABTC08163,NA,NA,NA,2962725.46751089,6567871.9681296535,30545.147951007337,12524.91560210623,9416,0,2378,314.6479893278346,697.522511483608,3.2439621868104647,1.3301737045567363,0.01030981381365368,0.0019069975271873297,0.18496915285335416
116,Notomys_cervinus_M22857,tip,NA,Notomys_cervinus_M22857,NA,NA,NA,3295365.648603164,7300740.575728532,42492.6257673361,16959.781242895046,9380,0,2414,351.31829942464435,778.3305517834256,4.5301306788204805,1.808079023762798,0.012894661867142979,0.002323022036870917,0.18015377687337683
119,Notomys_aquilo_M-32455,tip,NA,Notomys_aquilo_M-32455,NA,NA,NA,2984376.157322743,6625257.919431787,23209.195009157516,9787.543635531134,9817,0,1977,304.0008309384479,674.8760231671373,2.3641840693855065,0.9969994535531358,0.007776900023882471,0.001477307563653395,0.18996098176865553
124,Pseudomys_apodemoides_M16672,tip,NA,Pseudomys_apodemoides_M16672,NA,NA,NA,3152483.2664585006,6993591.458823247,27465.886050061057,11710.200579975579,9964,0,1830,316.3873210014553,701.8859352492219,2.7565120483802747,1.1752509614588096,0.008712460536203332,0.0016744187373429955,0.19218666533813242
122,Pseudomys_fumeus_ABTC08168,tip,NA,Pseudomys_fumeus_ABTC08168,NA,NA,NA,3494294.779212734,7750544.152101608,43695.59537545788,16130.772573260077,10021,0,1773,348.69721377235146,773.4302117654534,4.360402691892813,1.6096968938489251,0.01250483949877363,0.002081243878713486,0.1664350733104249
189,Abeomelomys_sevia_KUM161018;Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Anisomys_imitator_ABTC45107;Anonymomys_mindorensis_FMNH2222010;Apodemus_sylvaticus_SMG3823;Apomys_lubangensis_JAE169;Archboldomys_luzonensis_EAR1826;Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Bandicota_indica_ABTC119185;Batomys_russatus_KU165776;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Carpomys_melanurus_FMNH198723;Chiropodomys_gliroides_Z25153;Chiruromys_vates_ABTC43096;Chrotomys_mindorensis_JAE520;Chrotomys_whiteheadi_KU168311;Coccymys_ruemmleri_ABTC49489;Colomys_goslingi_TCD4175;Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Crateromys_heaneyi_KU165014;Crossomys_moncktoni_ABTC46614;Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Dephomys_defua_MNHNR24062;Echiothrix_centrosa_Z27993;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Gracilimus_radix_Z08508;Grammomys_dryas_LSUMZ37716;Haeromys_minahassae_JAE4996;Halmaheramys_bokimekot_33262-WD225;Heimyscus_fumosus_FMNH167810;Hybomys_lunaris_LSUMZ37734;Hybomys_planifrons_R24117;Hybomys_univittatus_TCD4026;Hydromys_chrysogaster_Z5248;Hydromys_sp-nov_YS391;Hylomyscus_stella_LSUMZ37742;Hylomyscus_vulcanorum_TCD4382;Hyomys_goliath_ABTC42697;Hyorhinomys_stuempkei_JAE4661;Kadarsanomys_sodyi_MZB-Sample;Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623;Lemniscomys_striatus_TCD4711;Lenomys_meyeri_LSUMZ39079;Leopoldomys_sabanus_Z25191;Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335;Leptomys_elegans_ABTC45741;Limnomys_sibuanus_FMNH147948;Lophiomys_imhausi_UM5152;Lophuromys_woosnami_LSUMZ37793;Lorentzimys_nouhuysi_ABTC-46314;Macruromys_major_ABTC43909;Malacomys_longipes_TCD4253;Mallomys_rothschildi_ABTC47402;Mammelomys_lanosus_ABTC47208;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Mastacomys_fuscus_M13957;Mastomys_natalensis_T4162;Maxomys_musschenbroekii_sample1;Maxomys_surifer_JAE3632;Melasmothrix_naso_Z21808;Melomys_rufescens_ABTC44798;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337;Micaelemys_namaquensis_MNHN1987009;Microhydromys_richardsoni_ANWCM35851;Mirzamys_louiseae_ABTC133754;mm10;Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3;Mus_macedonicus_10460X12;Mus_minutoides_10460X2;Mus_musculoides_LSUMZ37820;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_pahari_10460X1;Mus_platythrix_10460X13;Mus_spicilegus_10460X11;Mus_spretus_10460X4;Musseromys_anacuao_FMNH209523;Mylomys_dybowskii_MNHN1997072;Myomyscus_verreauxii_MNHN1999102;Nesokia_indica_ABTC117074;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Oenomys_hypoxanthus_LSUMZ37838;Otomys_denti_LSUMZ37840;Otomys_tropicalis_LSUMZ37841;Papagomys_armandvillei_WAMM32592;Parahydromys_asper_ABTC45798;Paraleptomys_wilhelmina_H126-ABTC133716;Paruromys_dominator_JAE4870;Paucidentomys_vermidax_Z21914;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Phloeomys_cumingi_FMNH198472;Phloeomys_pallidus_JEC43;Pithecheir_melanurus_LSUMZ38198;Pogonomelomys_mayeri_AMM21849;Pogonomys_macrourus_ABTC43144;Praomys_degraaffi_TCD4312;Praomys_jacksoni_REC31;Pseudohydromys_pumehanae_ABTC43920;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;Rhabdomys_pumilio_MNHN1995065;Rhynchomys_isarogensis_JAE2195;rnor6;Saxatilomys_paulinae_ABTC116266;Solomys_salebrosus_ABTC64864;Sommeromys_macrorhinos_Z21740;Stochomys_longicaudatus_MNHN1999459;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935;Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380;Vandeleuria_oleracea_ABTC116404;Waiomys_mamasae_Z20624;Xenuromys_barbatus_ABTC129204;Xeromys_myoides_ABTC30709;Zelotomys_woosnami_TTU-M115260;Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744;Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,ROOT,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,Pseudomys_oralis_RAT7,tip,NA,Pseudomys_oralis_RAT7,NA,NA,NA,3632389.5039145965,8054399.179950881,43494.35593106606,16042.797397214856,10361,0,1433,350.58290743312386,777.3766219429476,4.1978917026412566,1.5483831094696319,0.011974034140389556,0.0019918056007391344,0.16634373824111498
128,Pseudomys_desertor_ABTC41464,tip,NA,Pseudomys_desertor_ABTC41464,NA,NA,NA,2697841.300696879,5983219.956703433,20783.783424908415,9556.395512820513,9595,0,2199,281.1715790199978,623.5768584370436,2.166105620105098,0.9959766037332478,0.0077038569390793146,0.001597199431405458,0.20732464842426562
129,Pseudomys_shortridgei_Z25113,tip,NA,Pseudomys_shortridgei_Z25113,NA,NA,NA,2809421.3500397126,6225906.256471424,24768.708604111413,13022.027943823423,9251,0,2543,303.6883958533902,672.9981900844692,2.677408777873896,1.4076346280211245,0.008816302547056992,0.002091587538808165,0.23724089862437478
130,Pseudomys_australis_M25541,tip,NA,Pseudomys_australis_M25541,NA,NA,NA,3454473.386610254,7661525.017176068,39971.16547619048,15205.686538461538,10038,0,1756,344.1396081500552,763.2521435720331,3.981985004601562,1.5148123668521156,0.011570841920832598,0.001984681444539111,0.17152437636934723
131,Mastacomys_fuscus_M13957,tip,NA,Mastacomys_fuscus_M13957,NA,NA,NA,3446691.8029366806,7635869.995096645,34969.289415445666,14203.078716422464,10147,0,1647,339.6759439180724,752.5248837189953,3.446268790326763,1.3997318139767876,0.01014575465832217,0.0018600472147303367,0.1833325639512298
132,Pseudomys_higginsi_UC1421,tip,NA,Pseudomys_higginsi_UC1421,NA,NA,NA,3593946.4654563377,7967799.966483588,38994.70013736264,14483.638141025644,10493,0,1301,342.5089550611205,759.3443215937853,3.7162584711105158,1.3803143182145854,0.010850106008023504,0.0018177713047454523,0.1675348889127199
135,Pseudomys_bolami_ABTC107389,tip,NA,Pseudomys_bolami_ABTC107389,NA,NA,NA,2504054.489864239,5544391.732580988,20237.23510378511,10281.916361416359,9083,0,2711,275.68584056635905,610.4141508951875,2.228034251214919,1.131995635959084,0.008081787032071455,0.0018544714834985137,0.2294630477318073
133,Pseudomys_hermannsburgensis_ABTC08067,tip,NA,Pseudomys_hermannsburgensis_ABTC08067,NA,NA,NA,2958042.1863603564,6552175.068943197,26172.917277167293,11701.25854700855,9382,0,2412,315.28908402902965,698.3772190303984,2.7896948707277014,1.2472030001074985,0.008848054093971885,0.0017858586536357386,0.20183631730421167
134,Pseudomys_delicatulus_U1509,tip,NA,Pseudomys_delicatulus_U1509,NA,NA,NA,2798410.011139326,6206789.304514816,20927.900412087907,10081.028159340656,9618,0,2176,290.9555012621466,645.3305577578308,2.1759097953927955,1.0481418339925823,0.007478496835268061,0.0016241937118773664,0.21718184117131453
136,Pseudomys_novaehollandiae_ABTC08140,tip,NA,Pseudomys_novaehollandiae_ABTC08140,NA,NA,NA,2920497.4888912374,6478547.109259324,20255.538392857143,9314.767101648351,9925,0,1869,294.2566739437015,652.7503384644156,2.0408602914717524,0.9385155769922772,0.00693564657045712,0.0014377864271968356,0.20730387752472698
137,Vandeleuria_oleracea_ABTC116404,tip,NA,Vandeleuria_oleracea_ABTC116404,NA,NA,NA,3226039.3900365797,7137551.920114209,206363.47508394383,68815.4571504884,8521,0,3273,378.5986844310034,837.6425208442917,24.2182226363037,8.075983705021523,0.06396805808425168,0.009641324913736987,0.1507209254506131
138,Pithecheir_melanurus_LSUMZ38198,tip,NA,Pithecheir_melanurus_LSUMZ38198,NA,NA,NA,3976183.665109214,8819980.754269263,167841.95737179488,59106.72339743588,10677,0,1117,372.4064498556911,826.0729375544875,15.719954797395793,5.535892422725099,0.04221182206561496,0.006701457185020001,0.15875782795168406
139,Otomys_tropicalis_LSUMZ37841,tip,NA,Otomys_tropicalis_LSUMZ37841,NA,NA,NA,3965822.2669934635,8797671.452807805,89004.86160714287,31529.04315476189,10789,0,1005,367.5801526548766,815.4297388829182,8.249593253048742,2.9223322972251267,0.022442977928665096,0.0035837941123272226,0.159684428854241
140,Otomys_denti_LSUMZ37840,tip,NA,Otomys_denti_LSUMZ37840,NA,NA,NA,3504216.0626372495,7765836.872871667,62358.897235576944,23726.12474244506,9787,0,2007,358.04802928754975,793.4849159979225,6.371604908100229,2.4242489774645,0.01779539164278759,0.0030551922646388997,0.1716844633693217
141,Oenomys_hypoxanthus_LSUMZ37838,tip,NA,Oenomys_hypoxanthus_LSUMZ37838,NA,NA,NA,3868390.376284547,8577413.84406839,129683.69247715884,42794.75407456527,10414,0,1380,371.460570029244,823.6425815314375,12.452822400341736,4.109348384344658,0.03352394144918628,0.004989237414976716,0.14882609858208717
142,Hybomys_planifrons_R24117,tip,NA,Hybomys_planifrons_R24117,NA,NA,NA,3919408.257129333,8690971.071557475,146054.88869810748,50872.225770756995,10498,0,1296,373.3480907915158,827.8692199997595,13.912639426377165,4.845896910912269,0.03726452543759285,0.005853457036261931,0.15707853427691584
146,Dephomys_defua_MNHNR24062,tip,NA,Dephomys_defua_MNHNR24062,NA,NA,NA,3749460.866055962,8316866.578322946,84045.73063568378,29721.487313034173,10284,0,1510,364.5916828136875,808.7190371764825,8.17247477982145,2.8900707227765627,0.022415417479497803,0.0035736400281447533,0.15942777025738525
148,Aethomys_hindei_MVZ196257,tip,NA,Aethomys_hindei_MVZ196257,NA,NA,NA,3865185.968222325,8575708.799499061,100391.07687728936,33757.68264652015,10518,0,1276,367.4829785341629,815.3364517492927,9.544692610504788,3.2095153685605773,0.025973155678059436,0.0039364306129998335,0.15155765675116228
147,Micaelemys_namaquensis_MNHN1987009,tip,NA,Micaelemys_namaquensis_MNHN1987009,NA,NA,NA,3629220.0723011815,8053152.098534696,107355.61260683757,35956.501495726494,10042,0,1752,361.4041099682515,801.9470323177351,10.69066048663987,3.580611580932732,0.029580904565747797,0.004464897850652657,0.15093851645843964
145,Stochomys_longicaudatus_MNHN1999459,tip,NA,Stochomys_longicaudatus_MNHN1999459,NA,NA,NA,3035765.092856019,6724065.2190917395,66355.12534340662,27323.807806776575,7967,0,3827,381.0424366582175,843.9896095257612,8.32874674826241,3.4296231714292174,0.0218577931143481,0.004063584590047651,0.18591010395190327
149,Aethomys_nyikae_FMNH196708,tip,NA,Aethomys_nyikae_FMNH196708,NA,NA,NA,3949205.8496864494,8757420.865816724,104001.80002289376,36533.925251831504,10592,0,1202,372.847984298192,826.7957766065638,9.818901059563233,3.4491998916004065,0.026334864269268485,0.004171767671282785,0.15841234754913988
150,Thallomys_paedulcus_FMNH158089,tip,NA,Thallomys_paedulcus_FMNH158089,NA,NA,NA,3651947.4148334577,8095199.737022172,118759.92628205128,39580.34844322345,9774,0,2020,373.6389824875647,828.2381560284604,12.150596100066634,4.049554782404691,0.03251961564388166,0.0048893603282212685,0.15035111059626463
143,Hybomys_univittatus_TCD4026,tip,NA,Hybomys_univittatus_TCD4026,NA,NA,NA,1308338.9285481374,2918327.7078472916,22326.56975732601,9670.423832417588,7579,0,4215,172.62685427472456,385.05445412947506,2.945846385713948,1.2759498393478808,0.017064821102664725,0.003313686741353318,0.19418233109023778
152,Thamnomys_venustus_LSUMZ37935,tip,NA,Thamnomys_venustus_LSUMZ37935,NA,NA,NA,3877715.6882506222,8600114.991300879,96616.91762820509,33635.70544871794,10607,0,1187,365.58081344872465,810.7961715188912,9.108788312265965,3.1710856461504613,0.02491593644189847,0.00391107624522938,0.15697087100657955
156,Rhabdomys_pumilio_MNHN1995065,tip,NA,Rhabdomys_pumilio_MNHN1995065,NA,NA,NA,3260699.72688468,7212364.249864174,97926.01897893775,33651.77497710622,8682,0,3112,375.5701136702004,830.7261287565277,11.279200527405868,3.8760395043891065,0.030032210010486827,0.004665845180758857,0.1553613663173509
153,Thamnomys_kempi_TCD4437,tip,NA,Thamnomys_kempi_TCD4437,NA,NA,NA,3517434.7673960635,7793950.5644353125,75023.02964743589,28980.002403846156,9695,0,2099,362.80915599753104,803.9144470794546,7.738321779003186,2.989169923037252,0.02132890433188474,0.0037182686962482447,0.1743300376986443
151,Grammomys_dryas_LSUMZ37716,tip,NA,Grammomys_dryas_LSUMZ37716,NA,NA,NA,3859259.758964521,8558907.849402523,127943.50209859588,40430.33178418804,10333,0,1461,373.48879889330505,828.3081243978054,12.382028655627202,3.912738970694672,0.03315234270028106,0.004723772296135936,0.1424868323437031
154,Dasymys_montanus_FMNH144389,tip,NA,Dasymys_montanus_FMNH144389,NA,NA,NA,2132895.543585597,4748755.45659612,30430.70043498168,10956.954326923076,10515,0,1279,202.84313300861598,451.61725692782886,2.894027621015852,1.0420308442152235,0.014267318681638214,0.0023073317687276646,0.1617214713019034
157,Mylomys_dybowskii_MNHN1997072,tip,NA,Mylomys_dybowskii_MNHN1997072,NA,NA,NA,3228604.753524166,7139224.096610725,59191.08266099326,22553.278302755683,8739,0,3055,369.44784912737913,816.938333517648,6.773210053895556,2.5807619067119445,0.018333331943584472,0.0031590657468593296,0.17231269016349243
144,Hybomys_lunaris_LSUMZ37734,tip,NA,Hybomys_lunaris_LSUMZ37734,NA,NA,NA,2079318.1926661856,4611562.151830103,52587.93320741763,19986.727964743586,9532,0,2262,218.14080913409416,483.7979596968216,5.516988376774824,2.096803185558496,0.025290950366758085,0.004334047185466606,0.1713675098253006
