node,clade,node.type,branch.length,label,astral,gcf,scf,cS,cN,cA,mS,mN,mA,num.genes.full,num.genes.partial,num.genes.no.clade
189,Abeomelomys_sevia_KUM161018;Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Anisomys_imitator_ABTC45107;Anonymomys_mindorensis_FMNH2222010;Apodemus_sylvaticus_SMG3823;Apomys_lubangensis_JAE169;Archboldomys_luzonensis_EAR1826;Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Bandicota_indica_ABTC119185;Batomys_russatus_KU165776;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Carpomys_melanurus_FMNH198723;Chiropodomys_gliroides_Z25153;Chiruromys_vates_ABTC43096;Chrotomys_mindorensis_JAE520;Chrotomys_whiteheadi_KU168311;Coccymys_ruemmleri_ABTC49489;Colomys_goslingi_TCD4175;Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Crateromys_heaneyi_KU165014;Crossomys_moncktoni_ABTC46614;Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Dephomys_defua_MNHNR24062;Echiothrix_centrosa_Z27993;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Gracilimus_radix_Z08508;Grammomys_dryas_LSUMZ37716;Haeromys_minahassae_JAE4996;Halmaheramys_bokimekot_33262-WD225;Heimyscus_fumosus_FMNH167810;Hybomys_lunaris_LSUMZ37734;Hybomys_planifrons_R24117;Hybomys_univittatus_TCD4026;Hydromys_chrysogaster_Z5248;Hydromys_sp-nov_YS391;Hylomyscus_stella_LSUMZ37742;Hylomyscus_vulcanorum_TCD4382;Hyomys_goliath_ABTC42697;Hyorhinomys_stuempkei_JAE4661;Kadarsanomys_sodyi_MZB-Sample;Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623;Lemniscomys_striatus_TCD4711;Lenomys_meyeri_LSUMZ39079;Leopoldomys_sabanus_Z25191;Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335;Leptomys_elegans_ABTC45741;Limnomys_sibuanus_FMNH147948;Lophiomys_imhausi_UM5152;Lophuromys_woosnami_LSUMZ37793;Lorentzimys_nouhuysi_ABTC-46314;Macruromys_major_ABTC43909;Malacomys_longipes_TCD4253;Mallomys_rothschildi_ABTC47402;Mammelomys_lanosus_ABTC47208;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Mastacomys_fuscus_M13957;Mastomys_natalensis_T4162;Maxomys_musschenbroekii_sample1;Maxomys_surifer_JAE3632;Melasmothrix_naso_Z21808;Melomys_rufescens_ABTC44798;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337;Micaelemys_namaquensis_MNHN1987009;Microhydromys_richardsoni_ANWCM35851;Mirzamys_louiseae_ABTC133754;mm10;Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3;Mus_macedonicus_10460X12;Mus_minutoides_10460X2;Mus_musculoides_LSUMZ37820;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_pahari_10460X1;Mus_platythrix_10460X13;Mus_spicilegus_10460X11;Mus_spretus_10460X4;Musseromys_anacuao_FMNH209523;Mylomys_dybowskii_MNHN1997072;Myomyscus_verreauxii_MNHN1999102;Nesokia_indica_ABTC117074;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Oenomys_hypoxanthus_LSUMZ37838;Otomys_denti_LSUMZ37840;Otomys_tropicalis_LSUMZ37841;Papagomys_armandvillei_WAMM32592;Parahydromys_asper_ABTC45798;Paraleptomys_wilhelmina_H126-ABTC133716;Paruromys_dominator_JAE4870;Paucidentomys_vermidax_Z21914;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Phloeomys_cumingi_FMNH198472;Phloeomys_pallidus_JEC43;Pithecheir_melanurus_LSUMZ38198;Pogonomelomys_mayeri_AMM21849;Pogonomys_macrourus_ABTC43144;Praomys_degraaffi_TCD4312;Praomys_jacksoni_REC31;Pseudohydromys_pumehanae_ABTC43920;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;Rhabdomys_pumilio_MNHN1995065;Rhynchomys_isarogensis_JAE2195;rnor6;Saxatilomys_paulinae_ABTC116266;Solomys_salebrosus_ABTC64864;Sommeromys_macrorhinos_Z21740;Stochomys_longicaudatus_MNHN1999459;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935;Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380;Vandeleuria_oleracea_ABTC116404;Waiomys_mamasae_Z20624;Xenuromys_barbatus_ABTC129204;Xeromys_myoides_ABTC30709;Zelotomys_woosnami_TTU-M115260;Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744;Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,ROOT,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,Pseudomys_albocinereus_WAMM18855,tip,NA,Pseudomys_albocinereus_WAMM18855,NA,NA,NA,21140.0,10564.0,2444.0,8132.0,859.0,8.0,6948,0,1385
122,Pseudomys_fumeus_ABTC08168,tip,NA,Pseudomys_fumeus_ABTC08168,NA,NA,NA,30666.0,19871.0,4224.0,6571.0,565.0,8.0,7247,0,1086
126,Pseudomys_nanus_U1448,tip,NA,Pseudomys_nanus_U1448,NA,NA,NA,26144.0,10583.0,2426.0,13135.0,812.0,11.0,7105,0,1228
129,Pseudomys_shortridgei_Z25113,tip,NA,Pseudomys_shortridgei_Z25113,NA,NA,NA,21892.0,9680.0,2598.0,9614.0,1155.0,15.0,6984,0,1349
130,Pseudomys_australis_M25541,tip,NA,Pseudomys_australis_M25541,NA,NA,NA,29750.0,16678.0,3567.0,9505.0,651.0,8.0,7294,0,1039
131,Mastacomys_fuscus_M13957,tip,NA,Mastacomys_fuscus_M13957,NA,NA,NA,25319.0,15929.0,3424.0,5966.0,630.0,10.0,7456,0,877
132,Pseudomys_higginsi_UC1421,tip,NA,Pseudomys_higginsi_UC1421,NA,NA,NA,29029.0,16529.0,3236.0,9264.0,651.0,5.0,7669,0,664
133,Pseudomys_hermannsburgensis_ABTC08067,tip,NA,Pseudomys_hermannsburgensis_ABTC08067,NA,NA,NA,21050.0,10119.0,2311.0,8620.0,696.0,8.0,6973,0,1360
135,Pseudomys_bolami_ABTC107389,tip,NA,Pseudomys_bolami_ABTC107389,NA,NA,NA,20103.0,7288.0,1879.0,10936.0,1045.0,12.0,6898,0,1435
136,Pseudomys_novaehollandiae_ABTC08140,tip,NA,Pseudomys_novaehollandiae_ABTC08140,NA,NA,NA,17182.0,7718.0,1747.0,7717.0,521.0,7.0,7266,0,1067
137,Vandeleuria_oleracea_ABTC116404,tip,NA,Vandeleuria_oleracea_ABTC116404,NA,NA,NA,142949.0,117143.0,21797.0,4009.0,3928.0,39.0,6599,0,1734
134,Pseudomys_delicatulus_U1509,tip,NA,Pseudomys_delicatulus_U1509,NA,NA,NA,17253.0,8015.0,1967.0,7271.0,616.0,13.0,7084,0,1249
138,Pithecheir_melanurus_LSUMZ38198,tip,NA,Pithecheir_melanurus_LSUMZ38198,NA,NA,NA,111814.0,91257.0,18414.0,2143.0,2040.0,15.0,7780,0,553
141,Oenomys_hypoxanthus_LSUMZ37838,tip,NA,Oenomys_hypoxanthus_LSUMZ37838,NA,NA,NA,87029.0,68453.0,13318.0,5258.0,1479.0,15.0,7656,0,677
140,Otomys_denti_LSUMZ37840,tip,NA,Otomys_denti_LSUMZ37840,NA,NA,NA,40981.0,28652.0,5936.0,6393.0,1147.0,19.0,7290,0,1043
142,Hybomys_planifrons_R24117,tip,NA,Hybomys_planifrons_R24117,NA,NA,NA,96738.0,77436.0,15848.0,3454.0,1803.0,27.0,7719,0,614
144,Hybomys_lunaris_LSUMZ37734,tip,NA,Hybomys_lunaris_LSUMZ37734,NA,NA,NA,37665.0,25174.0,5415.0,7076.0,1249.0,18.0,7193,0,1140
143,Hybomys_univittatus_TCD4026,tip,NA,Hybomys_univittatus_TCD4026,NA,NA,NA,18151.0,8185.0,1898.0,8068.0,1200.0,12.0,5765,0,2568
139,Otomys_tropicalis_LSUMZ37841,tip,NA,Otomys_tropicalis_LSUMZ37841,NA,NA,NA,55527.0,44097.0,9007.0,2423.0,909.0,9.0,7845,0,488
146,Dephomys_defua_MNHNR24062,tip,NA,Dephomys_defua_MNHNR24062,NA,NA,NA,54398.0,40533.0,8329.0,5536.0,940.0,15.0,7560,0,773
149,Aethomys_nyikae_FMNH196708,tip,NA,Aethomys_nyikae_FMNH196708,NA,NA,NA,68612.0,54977.0,10929.0,2706.0,1161.0,12.0,7760,0,573
145,Stochomys_longicaudatus_MNHN1999459,tip,NA,Stochomys_longicaudatus_MNHN1999459,NA,NA,NA,46207.0,34952.0,7214.0,4041.0,1327.0,21.0,6160,0,2173
150,Thallomys_paedulcus_FMNH158089,tip,NA,Thallomys_paedulcus_FMNH158089,NA,NA,NA,80557.0,63750.0,12087.0,4720.0,1485.0,22.0,7296,0,1037
148,Aethomys_hindei_MVZ196257,tip,NA,Aethomys_hindei_MVZ196257,NA,NA,NA,64972.0,50843.0,9538.0,4591.0,953.0,8.0,7713,0,620
156,Rhabdomys_pumilio_MNHN1995065,tip,NA,Rhabdomys_pumilio_MNHN1995065,NA,NA,NA,69085.0,50812.0,10067.0,8206.0,1686.0,15.0,6728,0,1605
151,Grammomys_dryas_LSUMZ37716,tip,NA,Grammomys_dryas_LSUMZ37716,NA,NA,NA,84946.0,69010.0,12608.0,3328.0,1383.0,19.0,7615,0,718
147,Micaelemys_namaquensis_MNHN1987009,tip,NA,Micaelemys_namaquensis_MNHN1987009,NA,NA,NA,71545.0,53046.0,10786.0,7713.0,1314.0,18.0,7447,0,886
153,Thamnomys_kempi_TCD4437,tip,NA,Thamnomys_kempi_TCD4437,NA,NA,NA,52535.0,38641.0,8615.0,5279.0,1000.0,15.0,7250,0,1083
154,Dasymys_montanus_FMNH144389,tip,NA,Dasymys_montanus_FMNH144389,NA,NA,NA,19743.0,12354.0,2361.0,5028.0,536.0,9.0,7705,0,628
157,Mylomys_dybowskii_MNHN1997072,tip,NA,Mylomys_dybowskii_MNHN1997072,NA,NA,NA,42455.0,32868.0,6685.0,2902.0,1168.0,20.0,6778,0,1555
160,Lemniscomys_striatus_TCD4711,tip,NA,Lemniscomys_striatus_TCD4711,NA,NA,NA,46102.0,32122.0,5974.0,8006.0,1577.0,26.0,6615,0,1718
158,Pelomys_isseli_FMNH137886,tip,NA,Pelomys_isseli_FMNH137886,NA,NA,NA,33683.0,25831.0,4562.0,3290.0,666.0,10.0,7648,0,685
152,Thamnomys_venustus_LSUMZ37935,tip,NA,Thamnomys_venustus_LSUMZ37935,NA,NA,NA,63811.0,49733.0,9941.0,4137.0,1059.0,10.0,7746,0,587
155,Dasymys_incomtus_LSUMZ37702,tip,NA,Dasymys_incomtus_LSUMZ37702,NA,NA,NA,15986.0,8162.0,2145.0,5679.0,1053.0,24.0,6889,0,1444
168,Myomyscus_verreauxii_MNHN1999102,tip,NA,Myomyscus_verreauxii_MNHN1999102,NA,NA,NA,51113.0,40085.0,7459.0,3569.0,1220.0,17.0,7290,0,1043
163,Malacomys_longipes_TCD4253,tip,NA,Malacomys_longipes_TCD4253,NA,NA,NA,119180.0,92888.0,18645.0,7647.0,3502.0,33.0,6928,0,1405
161,Arvicanthus_niloticus_MNHN1999201,tip,NA,Arvicanthus_niloticus_MNHN1999201,NA,NA,NA,25248.0,18591.0,3464.0,3193.0,556.0,12.0,7607,0,726
159,Pelomys_minor_FMNH219213,tip,NA,Pelomys_minor_FMNH219213,NA,NA,NA,34296.0,26627.0,4671.0,2998.0,712.0,12.0,7662,0,671
165,Praomys_jacksoni_REC31,tip,NA,Praomys_jacksoni_REC31,NA,NA,NA,43158.0,29549.0,6235.0,7374.0,1307.0,17.0,7116,0,1217
166,Praomys_degraaffi_TCD4312,tip,NA,Praomys_degraaffi_TCD4312,NA,NA,NA,32505.0,19264.0,3854.0,9387.0,1601.0,25.0,5747,0,2586
172,Hylomyscus_stella_LSUMZ37742,tip,NA,Hylomyscus_stella_LSUMZ37742,NA,NA,NA,48839.0,34865.0,6974.0,7000.0,853.0,7.0,7760,0,573
162,Arvicanthus_neumanni_FMNH158037,tip,NA,Arvicanthus_neumanni_FMNH158037,NA,NA,NA,24347.0,16750.0,3497.0,4100.0,1212.0,24.0,6630,0,1703
171,Heimyscus_fumosus_FMNH167810,tip,NA,Heimyscus_fumosus_FMNH167810,NA,NA,NA,58810.0,43474.0,8853.0,6483.0,1076.0,17.0,7509,0,824
170,Colomys_goslingi_TCD4175,tip,NA,Colomys_goslingi_TCD4175,NA,NA,NA,38734.0,21614.0,4599.0,12521.0,1973.0,29.0,6869,0,1464
176,Mus_musculoides_LSUMZ37820,tip,NA,Mus_musculoides_LSUMZ37820,NA,NA,NA,37087.0,27852.0,5071.0,4164.0,819.0,22.0,7494,0,839
169,Zelotomys_woosnami_TTU-M115260,tip,NA,Zelotomys_woosnami_TTU-M115260,NA,NA,NA,0,0,0,0,0,0,0,0,8333
167,Mastomys_natalensis_T4162,tip,NA,Mastomys_natalensis_T4162,NA,NA,NA,60105.0,47269.0,9433.0,3403.0,1224.0,19.0,7503,0,830
164,Apodemus_sylvaticus_SMG3823,tip,NA,Apodemus_sylvaticus_SMG3823,NA,NA,NA,142636.0,115354.0,20525.0,6757.0,4137.0,47.0,6519,0,1814
173,Hylomyscus_vulcanorum_TCD4382,tip,NA,Hylomyscus_vulcanorum_TCD4382,NA,NA,NA,43859.0,26420.0,5532.0,11907.0,1559.0,22.0,6923,0,1410
174,Mus_pahari_10460X1,tip,NA,Mus_pahari_10460X1,NA,NA,NA,76469.0,58134.0,11495.0,6840.0,2478.0,22.0,6019,0,2314
175,Mus_minutoides_10460X2,tip,NA,Mus_minutoides_10460X2,NA,NA,NA,34539.0,23528.0,4534.0,6477.0,1226.0,16.0,6974,0,1359
180,Mus_cervicolor_10460X10,tip,NA,Mus_cervicolor_10460X10,NA,NA,NA,30561.0,21570.0,3770.0,5221.0,803.0,15.0,7369,0,964
182,Mus_spicilegus_10460X11,tip,NA,Mus_spicilegus_10460X11,NA,NA,NA,16216.0,6956.0,1955.0,7305.0,1291.0,14.0,5635,0,2698
177,Mus_platythrix_10460X13,tip,NA,Mus_platythrix_10460X13,NA,NA,NA,51651.0,37774.0,8256.0,5621.0,1656.0,28.0,5381,0,2952
183,Mus_macedonicus_10460X12,tip,NA,Mus_macedonicus_10460X12,NA,NA,NA,16830.0,7449.0,1538.0,7843.0,948.0,12.0,7030,0,1303
188,mm10,tip,0,mm10,NA,NA,NA,5062.0,4318.0,744.0,0.0,86.0,6.0,8333,0,0
179,Mus_cookii_10460X3,tip,NA,Mus_cookii_10460X3,NA,NA,NA,28600.0,19546.0,3444.0,5610.0,788.0,18.0,7364,0,969
178,Mus_caroli_10460X9,tip,NA,Mus_caroli_10460X9,NA,NA,NA,40247.0,27866.0,5325.0,7056.0,1550.0,18.0,6594,0,1739
193,Phloeomys_cumingi_FMNH198472;Phloeomys_pallidus_JEC43,internal,2.674754292,1/93.9/92.8,1,93.9,92.8,79769.0,64481.0,14082.0,1206.0,1390.0,18.0,5940,1501,892
181,Mus_spretus_10460X4,tip,NA,Mus_spretus_10460X4,NA,NA,NA,25212.0,12457.0,2666.0,10089.0,1283.0,6.0,6741,0,1592
186,Mus_musculus-reference_10460X5,tip,NA,Mus_musculus-reference_10460X5,NA,NA,NA,0,0,0,0,0,0,0,0,8333
184,Mus_musculus-castaneus_10460X7,tip,NA,Mus_musculus-castaneus_10460X7,NA,NA,NA,0,0,0,0,0,0,0,0,8333
185,Mus_musculus-musculus_10460X14,tip,NA,Mus_musculus-musculus_10460X14,NA,NA,NA,0,0,0,0,0,0,0,0,8333
194,Batomys_russatus_KU165776;Carpomys_melanurus_FMNH198723;Crateromys_heaneyi_KU165014;Musseromys_anacuao_FMNH209523,internal,1.063645983,1/72.6/51.8,1,72.6,51.8,24545.0,19557.0,4927.0,61.0,289.0,4.0,4446,1349,2538
195,Batomys_russatus_KU165776;Crateromys_heaneyi_KU165014,internal,1.4948862343,1/82.1/65,1,82.1,65,38990.0,31506.0,6844.0,640.0,631.0,11.0,5381,1222,1730
187,Mus_musculus-domesticus_10460X15,tip,NA,Mus_musculus-domesticus_10460X15,NA,NA,NA,0,0,0,0,0,0,0,0,8333
192,Batomys_russatus_KU165776;Carpomys_melanurus_FMNH198723;Crateromys_heaneyi_KU165014;Musseromys_anacuao_FMNH209523;Phloeomys_cumingi_FMNH198472;Phloeomys_pallidus_JEC43,internal,1.8635414725,1/83.5/64.3,1,83.5,64.3,53472.0,44348.0,9050.0,74.0,638.0,11.0,4477,2424,1432
190,Lophiomys_imhausi_UM5152;Lophuromys_woosnami_LSUMZ37793,internal,0.836628,1/84.3/63.6,1,84.3,63.6,52678.0,32182.0,18520.0,1976.0,2949.0,35.0,3837,3770,726
196,Carpomys_melanurus_FMNH198723;Musseromys_anacuao_FMNH209523,internal,2.1685601996,1/90.1/76.3,1,90.1,76.3,49727.0,41175.0,8316.0,236.0,632.0,13.0,6457,740,1136
191,Abeomelomys_sevia_KUM161018;Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Anisomys_imitator_ABTC45107;Anonymomys_mindorensis_FMNH2222010;Apodemus_sylvaticus_SMG3823;Apomys_lubangensis_JAE169;Archboldomys_luzonensis_EAR1826;Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Bandicota_indica_ABTC119185;Batomys_russatus_KU165776;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Carpomys_melanurus_FMNH198723;Chiropodomys_gliroides_Z25153;Chiruromys_vates_ABTC43096;Chrotomys_mindorensis_JAE520;Chrotomys_whiteheadi_KU168311;Coccymys_ruemmleri_ABTC49489;Colomys_goslingi_TCD4175;Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Crateromys_heaneyi_KU165014;Crossomys_moncktoni_ABTC46614;Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Dephomys_defua_MNHNR24062;Echiothrix_centrosa_Z27993;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Gracilimus_radix_Z08508;Grammomys_dryas_LSUMZ37716;Haeromys_minahassae_JAE4996;Halmaheramys_bokimekot_33262-WD225;Heimyscus_fumosus_FMNH167810;Hybomys_lunaris_LSUMZ37734;Hybomys_planifrons_R24117;Hybomys_univittatus_TCD4026;Hydromys_chrysogaster_Z5248;Hydromys_sp-nov_YS391;Hylomyscus_stella_LSUMZ37742;Hylomyscus_vulcanorum_TCD4382;Hyomys_goliath_ABTC42697;Hyorhinomys_stuempkei_JAE4661;Kadarsanomys_sodyi_MZB-Sample;Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623;Lemniscomys_striatus_TCD4711;Lenomys_meyeri_LSUMZ39079;Leopoldomys_sabanus_Z25191;Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335;Leptomys_elegans_ABTC45741;Limnomys_sibuanus_FMNH147948;Lorentzimys_nouhuysi_ABTC-46314;Macruromys_major_ABTC43909;Malacomys_longipes_TCD4253;Mallomys_rothschildi_ABTC47402;Mammelomys_lanosus_ABTC47208;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Mastacomys_fuscus_M13957;Mastomys_natalensis_T4162;Maxomys_musschenbroekii_sample1;Maxomys_surifer_JAE3632;Melasmothrix_naso_Z21808;Melomys_rufescens_ABTC44798;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337;Micaelemys_namaquensis_MNHN1987009;Microhydromys_richardsoni_ANWCM35851;Mirzamys_louiseae_ABTC133754;mm10;Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3;Mus_macedonicus_10460X12;Mus_minutoides_10460X2;Mus_musculoides_LSUMZ37820;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_pahari_10460X1;Mus_platythrix_10460X13;Mus_spicilegus_10460X11;Mus_spretus_10460X4;Musseromys_anacuao_FMNH209523;Mylomys_dybowskii_MNHN1997072;Myomyscus_verreauxii_MNHN1999102;Nesokia_indica_ABTC117074;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Oenomys_hypoxanthus_LSUMZ37838;Otomys_denti_LSUMZ37840;Otomys_tropicalis_LSUMZ37841;Papagomys_armandvillei_WAMM32592;Parahydromys_asper_ABTC45798;Paraleptomys_wilhelmina_H126-ABTC133716;Paruromys_dominator_JAE4870;Paucidentomys_vermidax_Z21914;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Phloeomys_cumingi_FMNH198472;Phloeomys_pallidus_JEC43;Pithecheir_melanurus_LSUMZ38198;Pogonomelomys_mayeri_AMM21849;Pogonomys_macrourus_ABTC43144;Praomys_degraaffi_TCD4312;Praomys_jacksoni_REC31;Pseudohydromys_pumehanae_ABTC43920;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;Rhabdomys_pumilio_MNHN1995065;Rhynchomys_isarogensis_JAE2195;rnor6;Saxatilomys_paulinae_ABTC116266;Solomys_salebrosus_ABTC64864;Sommeromys_macrorhinos_Z21740;Stochomys_longicaudatus_MNHN1999459;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935;Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380;Vandeleuria_oleracea_ABTC116404;Waiomys_mamasae_Z20624;Xenuromys_barbatus_ABTC129204;Xeromys_myoides_ABTC30709;Zelotomys_woosnami_TTU-M115260;Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744;Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,internal,0.836628,1/73.6/52.7,1,73.6,52.7,12.0,0.0,8.0,4.0,2.0,1.0,0,2,8331
