# CDS alignment filter
# PYTHON VERSION: 3.8.8
# Script call:    06_aln_filter.py -i ../03-Alignments/roycroft/original_used_for_analysis-fa/ -f NA --count -o roycroft-stats-2
# Runtime:        03/23/2021 11:15:58
# ----------------
# IO OPTIONS
# Input CDS directory:    /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/roycroft/original_used_for_analysis-fa
# Sequence gappiness threshold:20
# Codon site gappiness threshold:50
# Output directory:       /mnt/beegfs/gt156213e/murinae-seq/03-Alignment-scripts/roycroft-stats-2-fNA-seq20-site50
# --count set:            Will not output sequences.
# Log file:               /mnt/beegfs/gt156213e/murinae-seq/03-Alignment-scripts/roycroft-stats-2-fNA-seq20-site50/aln-stats-fNA-seq20-site50.tab
# ----------------
# 03.23.2021 | 11:15:58 Beginning filter.
align	pre num seqs	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre stop codons	pre percent sites with gap	pre gappy sites
CCDS214991Mm106chr7.fa	38	167	148.94736842105263	38	0	9	5	0	83	83
CCDS384851Mm106chr3.fa	38	115	100.97368421052632	38	0	4	7	0	53	48
CCDS374111Mm106chr16.fa	38	164	139.0	38	0	7	32	0	91	90
CCDS269141Mm106chr14.fa	38	228	197.60526315789474	38	0	8	19	0	132	128
CCDS269011Mm106chr14.fa	38	264	233.10526315789474	38	0	9	5	0	159	159
CCDS355641Mm106chr1.fa	38	731	684.7368421052631	38	0	2	58	0	341	341
CCDS570001Mm106chr15.fa	38	337	302.36842105263156	38	0	4	40	0	194	194
CCDS850271Mm106chr6.fa	38	570	550.6315789473684	38	0	0	120	0	194	194
CCDS405932Mm106chr9.fa	38	137	118.07894736842105	38	0	9	4	0	80	80
CCDS492211Mm106chr13.fa	38	305	277.2368421052632	38	0	2	18	0	156	156
CCDS185811Mm106chr4.fa	38	311	276.44736842105266	38	0	5	28	0	130	129
CCDS367481Mm106chr13.fa	38	105	93.55263157894737	38	0	6	0	0	105	105
CCDS233141Mm106chr9.fa	38	427	390.07894736842104	38	0	3	100	0	190	190
CCDS232441Mm106chr9.fa	38	212	205.89473684210526	38	0	1	40	0	32	32
CCDS507711Mm106chr2.fa	38	614	530.3421052631579	38	0	8	25	0	436	435
CCDS236611Mm106chr9.fa	38	150	137.8421052631579	38	0	6	0	0	150	150
CCDS158261Mm106chr2.fa	38	530	454.89473684210526	38	0	8	25	0	361	359
CCDS209811Mm106chr7.fa	38	532	465.10526315789474	38	0	8	59	0	287	281
CCDS234801Mm106chr9.fa	38	235	207.71052631578948	38	0	8	7	0	168	167
CCDS500161Mm106chr17.fa	38	118	100.02631578947368	38	0	12	0	0	118	118
CCDS505901Mm106chr2.fa	38	205	183.57894736842104	38	0	5	0	0	149	149
CCDS182151Mm106chr4.fa	38	93	80.5	38	0	10	0	0	93	93
CCDS361801Mm106chr11.fa	38	509	480.7631578947368	38	0	0	149	0	154	154
CCDS400821Mm106chr7.fa	38	272	241.1578947368421	38	0	8	25	0	148	148
CCDS379931Mm106chr19.fa	38	573	531.7368421052631	38	0	0	126	0	233	233
CCDS523581Mm106chr7.fa	38	305	253.0	38	0	12	20	0	213	207
CCDS239631Mm106chr10.fa	38	350	316.8157894736842	38	0	6	79	0	129	129
CCDS379861Mm106chr19.fa	38	770	690.4736842105264	38	0	3	104	0	380	375
CCDS486581Mm106chr10.fa	38	261	241.52631578947367	38	0	6	19	0	129	129
CCDS391191Mm106chr5.fa	38	460	407.2894736842105	38	0	6	45	0	276	273
CCDS277991Mm106chr15.fa	38	731	634.3684210526316	38	0	5	30	0	545	542
CCDS187601Mm106chr4.fa	38	191	175.8684210526316	38	0	5	28	0	74	74
CCDS170741Mm106chr2.fa	38	136	126.1842105263158	38	0	4	8	0	65	65
CCDS177601Mm106chr3.fa	38	325	264.5263157894737	38	0	16	15	0	284	283
CCDS204831Mm106chr6.fa	38	171	133.05263157894737	38	0	12	0	0	171	170
CCDS157451Mm106chr2.fa	38	153	136.8421052631579	38	0	6	42	0	78	78
CCDS268991Mm106chr14.fa	38	218	187.97368421052633	38	0	9	18	0	153	153
CCDS393451Mm106chr5.fa	38	508	314.7631578947368	36	1	24	0	0	495	479
CCDS173451Mm106chr3.fa	38	235	203.28947368421052	38	0	6	0	1	235	235
CCDS218932Mm106chr7.fa	38	194	163.73684210526315	38	0	10	6	0	151	149
CCDS242191Mm106chr10.fa	38	883	801.4736842105264	38	0	3	21	0	515	511
CCDS203171Mm106chr6.fa	38	824	719.8157894736842	38	0	3	146	0	482	450
CCDS278751Mm106chr15.fa	38	182	153.10526315789474	38	0	11	13	0	131	127
CCDS154931Mm106chr1.fa	38	290	258.42105263157896	38	0	6	20	0	179	179
CCDS240441Mm106chr10.fa	38	127	102.0	38	0	14	0	0	127	127
CCDS398591Mm106chr7.fa	38	83	74.52631578947368	30	4	11	8	0	51	51
CCDS240511Mm106chr10.fa	38	431	363.1842105263158	38	0	11	4	0	319	314
CCDS188031Mm106chr4.fa	38	224	199.6578947368421	38	0	9	21	0	115	115
CCDS189531Mm106chr4.fa	38	70	50.21052631578947	31	1	14	0	0	70	70
CCDS371141Mm106chr15.fa	38	181	157.3684210526316	38	0	7	50	0	63	56
CCDS368481Mm106chr14.fa	38	493	423.89473684210526	38	0	8	16	0	284	266
CCDS596151Mm106chr14.fa	38	773	691.0263157894736	38	0	5	133	0	419	399
CCDS153871Mm106chr1.fa	38	165	155.28947368421052	38	0	1	18	0	33	28
CCDS204031Mm106chr6.fa	38	266	212.31578947368422	38	0	12	0	0	248	248
CCDS268911Mm106chr14.fa	38	536	487.8157894736842	38	0	3	17	0	347	346
CCDS172951Mm106chr3.fa	38	482	417.6578947368421	38	0	7	12	0	413	413
CCDS392951Mm106chr5.fa	38	258	239.8421052631579	38	0	3	0	0	162	162
CCDS268841Mm106chr14.fa	38	118	106.10526315789474	38	0	5	0	0	118	118
CCDS156951Mm106chr2.fa	38	149	130.07894736842104	38	0	11	7	0	114	114
CCDS242111Mm106chr10.fa	38	109	91.86842105263158	38	0	10	0	0	102	102
CCDS232791Mm106chr9.fa	38	117	101.07894736842105	38	0	15	0	0	100	98
CCDS233291Mm106chr9.fa	38	529	512.3421052631579	38	0	0	94	0	105	105
CCDS242041Mm106chr10.fa	38	363	312.39473684210526	38	0	9	27	0	193	183
CCDS577761Mm106chrX.fa	38	136	117.84210526315789	36	1	8	0	0	136	136
CCDS411741Mm106chrX.fa	38	264	208.8421052631579	38	0	19	0	1	264	263
CCDS203971Mm106chr6.fa	38	50	42.36842105263158	30	2	5	0	0	50	49
CCDS391241Mm106chr5.fa	38	221	196.07894736842104	38	0	9	16	0	118	117
CCDS154131Mm106chr1.fa	38	362	350.6842105263158	38	0	0	43	0	97	97
CCDS394361Mm106chr6.fa	38	41	29.92105263157895	32	1	13	0	0	41	41
CCDS371091Mm106chr15.fa	38	31	25.86842105263158	26	4	7	0	0	31	31
CCDS188831Mm106chr4.fa	38	300	248.02631578947367	38	0	15	0	0	262	256
CCDS395661Mm106chr6.fa	38	841	714.1315789473684	38	0	12	54	0	586	582
CCDS236921Mm106chr10.fa	38	980	868.6578947368421	38	0	4	105	0	527	522
CCDS240591Mm106chr10.fa	38	386	270.7894736842105	36	1	26	0	0	386	374
CCDS150361Mm106chr1.fa	38	129	115.84210526315789	38	0	5	0	0	117	117
CCDS273851Mm106chr15.fa	38	201	173.6578947368421	38	0	10	7	0	168	167
CCDS522351Mm106chr7.fa	38	41	40.21052631578947	30	4	0	7	0	6	6
CCDS368551Mm106chr14.fa	38	253	203.18421052631578	38	0	15	0	0	253	245
CCDS523651Mm106chr7.fa	38	167	152.76315789473685	38	0	6	20	0	74	74
CCDS375891Mm106chr17.fa	38	146	124.84210526315789	38	0	11	3	0	102	102
CCDS172151Mm106chr2.fa	38	197	194.71052631578948	38	0	1	52	0	2	2
CCDS175011Mm106chr3.fa	38	151	127.55263157894737	38	0	9	10	0	126	126
CCDS174511Mm106chr3.fa	38	214	180.6578947368421	38	0	6	0	0	147	146
CCDS393781Mm106chr5.fa	38	309	286.55263157894734	38	0	2	24	0	159	159
CCDS178831Mm106chr3.fa	38	199	185.97368421052633	38	0	2	32	0	73	73
CCDS570081Mm106chr15.fa	38	211	161.81578947368422	38	0	18	0	0	211	209
CCDS157781Mm106chr2.fa	38	457	443.2631578947368	38	0	0	104	0	72	70
CCDS402072Mm106chr8.fa	38	270	221.89473684210526	38	0	17	12	0	226	226
CCDS299161Mm106chr19.fa	38	153	135.0	38	0	10	3	0	120	119
CCDS367401Mm106chr13.fa	38	1260	1049.9473684210527	38	0	11	61	0	1129	1104
CCDS299031Mm106chr19.fa	38	113	102.8157894736842	38	0	4	0	0	113	113
CCDS184511Mm106chr4.fa	38	1469	1406.6052631578948	38	0	1	232	0	279	272
CCDS410991Mm106chrX.fa	38	352	305.8157894736842	38	0	10	0	0	277	277
CCDS569541Mm106chr14.fa	38	154	137.1578947368421	38	0	2	0	0	154	154
CCDS492291Mm106chr13.fa	38	175	156.6315789473684	38	0	7	24	0	120	120
CCDS365001Mm106chr12.fa	38	265	256.55263157894734	38	0	0	75	0	33	31
CCDS185011Mm106chr4.fa	38	131	113.0	38	0	11	11	0	96	96
CCDS259991Mm106chr12.fa	38	537	512.8947368421053	38	0	2	28	0	298	298
CCDS244451Mm106chr11.fa	38	161	156.02631578947367	38	0	0	16	6	43	43
CCDS181241Mm106chr4.fa	38	434	389.1842105263158	38	0	4	25	0	229	228
CCDS244501Mm106chr11.fa	38	278	252.78947368421052	38	0	4	4	0	198	197
CCDS209011Mm106chr7.fa	38	202	165.60526315789474	38	0	11	0	0	202	202
CCDS521391Mm106chr7.fa	38	176	167.23684210526315	38	0	0	46	0	23	20
CCDS208511Mm106chr7.fa	38	1438	1399.578947368421	38	0	0	573	0	125	118
CCDS267841Mm106chr13.fa	38	150	140.81578947368422	38	0	3	19	0	54	54
CCDS267911Mm106chr13.fa	38	154	110.65789473684211	36	1	20	0	0	154	150
CCDS234001Mm106chr9.fa	38	39	37.026315789473685	6	1	1	0	0	1	0
CCDS288441Mm106chr17.fa	38	82	65.73684210526316	38	0	15	0	0	82	82
CCDS288511Mm106chr17.fa	38	207	189.21052631578948	38	0	2	61	0	69	69
CCDS854021Mm106chr7.fa	38	50	48.578947368421055	18	3	1	0	0	3	3
CCDS391991Mm106chr5.fa	38	32	29.105263157894736	17	2	4	0	0	32	32
CCDS246181Mm106chr11.fa	38	1020	924.6842105263158	38	0	1	146	0	469	466
CCDS231751Mm106chr9.fa	38	328	284.8421052631579	38	0	11	17	1	235	235
CCDS277841Mm106chr15.fa	38	342	294.2631578947368	38	0	7	11	0	248	247
CCDS300691Mm106chrX.fa	38	113	102.1842105263158	36	1	11	0	0	50	48
CCDS253701Mm106chr11.fa	38	927	817.5	38	0	5	18	1	804	802
CCDS193621Mm106chr5.fa	38	17	12.947368421052632	12	2	9	0	0	17	17
CCDS229181Mm106chr9.fa	38	211	185.71052631578948	38	0	11	5	0	140	140
CCDS286301Mm106chr17.fa	38	315	280.5	38	0	6	16	0	112	101
CCDS192321Mm106chr5.fa	38	347	292.6842105263158	38	0	11	15	0	274	273
CCDS356551Mm106chr1.fa	38	763	683.1842105263158	38	0	5	86	0	433	430
CCDS248791Mm106chr11.fa	38	62	50.63157894736842	38	0	13	0	0	62	62
CCDS383911Mm106chr3.fa	38	200	188.6315789473684	38	0	3	0	0	95	95
CCDS219261Mm106chr7.fa	38	400	317.1578947368421	38	0	15	16	0	304	297
CCDS358511Mm106chr10.fa	38	400	341.8157894736842	38	0	8	20	0	293	291
CCDS243811Mm106chr11.fa	38	160	150.68421052631578	38	0	2	20	0	43	43
CCDS270481Mm106chr14.fa	38	153	142.8684210526316	38	0	5	23	0	58	58
CCDS370911Mm106chr15.fa	38	2063	1870.8684210526317	38	0	1	137	0	1205	1200
CCDS514291Mm106chr5.fa	38	338	302.2894736842105	38	0	6	24	0	208	208
CCDS243941Mm106chr11.fa	38	161	141.21052631578948	38	0	7	0	0	161	161
CCDS527411Mm106chr9.fa	38	299	282.44736842105266	38	0	3	33	0	157	157
CCDS196171Mm106chr5.fa	38	343	288.2894736842105	38	0	13	34	0	228	216
CCDS227961Mm106chr9.fa	38	345	309.5263157894737	38	0	7	36	0	194	194
CCDS169741Mm106chr2.fa	38	271	254.3684210526316	38	0	3	61	0	68	68
CCDS168241Mm106chr2.fa	38	194	181.78947368421052	38	0	2	37	0	83	83
CCDS262001Mm106chr12.fa	38	826	730.1578947368421	38	0	4	34	0	503	502
CCDS284781Mm106chr17.fa	38	558	477.1842105263158	38	0	6	8	0	520	505
CCDS223331Mm106chr8.fa	38	181	177.1578947368421	38	0	2	52	0	54	54
CCDS191831Mm106chr5.fa	38	463	402.42105263157896	38	0	8	14	0	348	332
CCDS272151Mm106chr14.fa	38	31	22.5	26	3	14	0	0	31	31
CCDS227161Mm106chr8.fa	38	143	132.89473684210526	38	0	2	22	0	63	62
CCDS272001Mm106chr14.fa	38	353	324.8157894736842	38	0	3	36	0	175	174
CCDS302881Mm106chrX.fa	38	118	88.57894736842105	36	1	18	0	1	118	118
CCDS269091Mm106chr14.fa	38	131	127.1842105263158	38	0	0	27	0	26	26
CCDS395032Mm106chr6.fa	38	423	407.7105263157895	38	0	1	64	0	136	135
CCDS384051Mm106chr3.fa	38	272	249.97368421052633	38	0	3	6	0	201	200
CCDS297771Mm106chr19.fa	38	422	381.6578947368421	38	0	4	19	0	293	292
CCDS161831Mm106chr2.fa	38	501	471.07894736842104	38	0	1	36	0	160	158
CCDS213301Mm106chr7.fa	38	370	331.07894736842104	38	0	5	30	0	199	198
CCDS212601Mm106chr7.fa	38	325	294.7368421052632	38	0	6	24	0	176	174
CCDS841621Mm106chr14.fa	38	54	42.31578947368421	38	0	16	0	0	54	54
CCDS280711Mm106chr16.fa	38	154	130.71052631578948	38	0	11	0	0	138	137
CCDS402621Mm106chr8.fa	38	44	38.86842105263158	38	0	9	0	0	22	22
CCDS280641Mm106chr16.fa	38	264	233.89473684210526	38	0	6	26	0	175	174
CCDS257711Mm106chr11.fa	38	108	99.92105263157895	38	0	4	4	0	88	88
CCDS513801Mm106chr4.fa	38	374	333.86842105263156	38	0	8	24	0	236	235
CCDS247951Mm106chr11.fa	38	995	916.421052631579	38	0	2	148	0	460	459
CCDS301841Mm106chrX.fa	38	575	539.3421052631579	38	0	2	19	0	509	509
CCDS247801Mm106chr11.fa	38	71	64.23684210526316	32	3	4	0	0	71	71
CCDS198241Mm106chr5.fa	38	229	188.44736842105263	38	0	13	0	0	229	227
CCDS276091Mm106chr15.fa	38	36	25.526315789473685	34	1	18	0	0	36	36
CCDS372501Mm106chr16.fa	38	114	99.55263157894737	38	0	7	0	0	73	69
CCDS279791Mm106chr16.fa	38	51	38.10526315789474	34	1	15	0	1	51	50
CCDS364981Mm106chr12.fa	38	24	23.36842105263158	10	6	1	0	0	0	0
CCDS255391Mm106chr11.fa	38	819	727.8421052631579	38	0	5	78	0	517	517
CCDS355591Mm106chr1.fa	38	180	166.78947368421052	34	2	6	0	0	136	136
CCDS167471Mm106chr2.fa	38	470	443.1842105263158	38	0	3	11	0	270	268
CCDS166171Mm106chr2.fa	38	311	270.5263157894737	38	0	8	9	1	166	162
CCDS502651Mm106chr18.fa	38	32	27.5	26	3	7	0	0	32	32
CCDS291231Mm106chr18.fa	38	194	164.3421052631579	38	0	14	0	0	172	171
CCDS291361Mm106chr18.fa	38	537	503.63157894736844	38	0	1	92	0	115	103
CCDS210811Mm106chr7.fa	38	29	22.05263157894737	31	1	11	0	0	29	29
CCDS388991Mm106chr4.fa	38	342	326.5263157894737	38	0	1	0	0	42	41
CCDS274411Mm106chr15.fa	38	518	499.60526315789474	38	0	2	42	0	62	57
CCDS274541Mm106chr15.fa	38	306	290.6842105263158	38	0	1	42	0	51	50
CCDS794191Mm106chr16.fa	38	61	44.26315789473684	38	0	18	0	0	61	61
CCDS258141Mm106chr12.fa	38	188	138.1578947368421	38	0	25	0	0	114	101
CCDS514831Mm106chr5.fa	38	107	97.92105263157895	38	0	4	0	0	76	76
CCDS221781Mm106chr8.fa	38	555	494.3157894736842	38	0	5	25	0	348	345
CCDS405611Mm106chr9.fa	38	34	26.13157894736842	32	1	10	0	0	34	34
CCDS213271Mm106chr7.fa	38	582	407.0263157894737	35	1	18	0	0	582	530
CCDS212771Mm106chr7.fa	38	209	139.3684210526316	34	1	23	0	0	209	202
CCDS180062Mm106chr4.fa	38	899	840.421052631579	38	0	1	76	0	338	337
CCDS216521Mm106chr7.fa	38	139	102.6842105263158	38	0	18	0	0	139	134
CCDS370021Mm106chr14.fa	38	107	87.13157894736842	38	0	15	0	0	107	105
CCDS529651Mm106chr9.fa	38	1398	1306.2894736842106	38	0	3	111	0	736	735
CCDS528351Mm106chr9.fa	38	415	368.42105263157896	38	0	6	49	0	221	216
CCDS370171Mm106chr14.fa	38	338	312.13157894736844	38	0	3	21	0	147	147
CCDS167501Mm106chr2.fa	38	749	684.6842105263158	38	0	1	88	0	429	419
CCDS166001Mm106chr2.fa	38	604	555.1052631578947	38	0	4	52	0	262	259
CCDS190791Mm106chr5.fa	38	19	16.92105263157895	11	8	4	0	0	19	19
CCDS495921Mm106chr15.fa	38	3585	3269.4473684210525	38	0	0	459	0	1617	1609
CCDS495871Mm106chr15.fa	38	2438	2203.315789473684	38	0	0	422	0	1082	1054
CCDS191291Mm106chr5.fa	38	83	82.73684210526316	34	2	0	26	0	3	3
CCDS302221Mm106chrX.fa	38	136	120.07894736842105	38	0	5	0	0	136	134
CCDS237841Mm106chr10.fa	38	34	32.21052631578947	14	5	2	0	0	34	34
CCDS407801Mm106chr9.fa	38	611	553.0526315789474	38	0	2	63	0	366	363
CCDS276712Mm106chr15.fa	38	284	276.2105263157895	38	0	2	55	0	80	79
CCDS802011Mm106chr5.fa	38	40	40.0	25	4	0	16	0	0	0
CCDS516621Mm106chr5.fa	38	442	368.39473684210526	38	0	12	28	0	233	200
CCDS517551Mm106chr6.fa	38	448	410.13157894736844	38	0	4	34	0	261	261
CCDS210961Mm106chr7.fa	38	91	71.52631578947368	38	0	14	0	0	91	91
CCDS369561Mm106chr14.fa	38	234	209.5	38	0	9	10	1	122	122
CCDS360831Mm106chr10.fa	38	540	452.7368421052632	38	0	11	13	0	462	462
CCDS524671Mm106chr8.fa	38	164	146.8421052631579	38	0	7	5	0	94	93
CCDS364031Mm106chr12.fa	38	357	330.39473684210526	38	0	3	10	0	176	175
CCDS193751Mm106chr5.fa	38	240	232.89473684210526	38	0	0	28	0	88	88
CCDS366431Mm106chr13.fa	38	679	496.2105263157895	38	0	21	48	0	519	486
CCDS366561Mm106chr13.fa	38	647	600.1052631578947	38	0	2	95	0	209	209
CCDS528881Mm106chr9.fa	38	519	482.89473684210526	38	0	6	133	0	156	147
CCDS192251Mm106chr5.fa	38	100	86.63157894736842	38	0	7	0	0	41	40
CCDS220951Mm106chr8.fa	38	234	200.89473684210526	38	0	9	6	0	157	148
CCDS484221Mm106chr1.fa	38	549	466.10526315789474	38	0	9	44	0	353	350
CCDS190441Mm106chr4.fa	38	139	122.92105263157895	38	0	7	0	0	122	120
CCDS245531Mm106chr11.fa	38	312	310.9736842105263	38	0	0	130	0	8	8
CCDS245461Mm106chr11.fa	38	2644	2546.6052631578946	38	0	0	665	0	507	505
CCDS196001Mm106chr5.fa	38	52	45.921052631578945	30	3	7	0	0	52	52
CCDS197501Mm106chr5.fa	38	124	115.94736842105263	38	0	4	12	0	54	54
CCDS218611Mm106chr7.fa	38	272	200.3684210526316	34	1	16	0	0	272	256
CCDS575811Mm106chr7.fa	38	143	134.94736842105263	38	0	2	21	0	62	62
CCDS376342Mm106chr17.fa	38	291	247.31578947368422	38	0	5	0	0	291	291
CCDS266921Mm106chr13.fa	38	221	216.8684210526316	38	0	1	63	0	23	22
CCDS222741Mm106chr8.fa	38	279	233.73684210526315	38	0	11	8	0	226	226
CCDS266871Mm106chr13.fa	38	184	176.1315789473684	38	0	1	29	0	50	50
CCDS497461Mm106chr16.fa	38	51	46.44736842105263	10	3	3	0	0	51	51
CCDS378981Mm106chr19.fa	38	399	362.8421052631579	38	0	4	73	0	199	199
CCDS388331Mm106chr4.fa	38	141	102.60526315789474	38	0	22	0	0	137	133
CCDS497531Mm106chr16.fa	38	254	227.68421052631578	38	0	5	21	0	111	110
CCDS238681Mm106chr10.fa	38	137	99.55263157894737	38	0	25	10	0	86	72
CCDS382561Mm106chr2.fa	38	441	401.92105263157896	38	0	1	81	0	203	203
CCDS518361Mm106chr6.fa	38	143	124.94736842105263	38	0	8	19	0	104	104
CCDS383061Mm106chr2.fa	38	27	23.42105263157895	3	2	5	0	0	27	27
CCDS289521Mm106chr17.fa	38	442	403.07894736842104	38	0	3	50	0	217	217
CCDS385421Mm106chr3.fa	38	264	223.05263157894737	38	0	11	0	0	237	234
CCDS191941Mm106chr5.fa	38	151	128.44736842105263	38	0	10	13	0	104	103
CCDS226511Mm106chr8.fa	38	1227	1021.2368421052631	38	0	10	36	0	1026	1014
CCDS227011Mm106chr8.fa	38	369	318.55263157894734	38	0	10	38	0	120	102
CCDS287331Mm106chr17.fa	38	49	45.578947368421055	33	2	6	11	0	15	15
CCDS233831Mm106chr9.fa	38	63	45.28947368421053	33	1	15	0	0	63	63
CCDS184461Mm106chr4.fa	38	156	128.89473684210526	38	0	16	0	0	156	155
CCDS252661Mm106chr11.fa	38	311	266.5	38	0	11	5	0	235	235
CCDS252731Mm106chr11.fa	38	82	66.26315789473684	35	1	12	0	1	82	80
CCDS185161Mm106chr4.fa	38	424	392.6578947368421	38	0	1	61	1	198	197
CCDS359471Mm106chr10.fa	38	343	291.94736842105266	38	0	7	45	0	157	137
CCDS375121Mm106chr17.fa	38	159	124.10526315789474	38	0	20	5	0	135	131
CCDS294291Mm106chr19.fa	38	32	25.263157894736842	32	1	8	0	0	32	32
CCDS209161Mm106chr7.fa	38	98	69.52631578947368	33	1	16	0	0	98	94
CCDS208461Mm106chr7.fa	38	340	231.68421052631578	38	0	33	32	1	176	111
CCDS246602Mm106chr11.fa	38	776	670.6578947368421	38	0	5	4	0	664	646
CCDS401451Mm106chr7.fa	38	312	281.0263157894737	38	0	4	9	0	162	159
CCDS206481Mm106chr6.fa	38	1404	1312.421052631579	38	0	1	136	0	790	790
CCDS398731Mm106chr7.fa	38	31	24.263157894736842	27	2	10	0	0	31	31
CCDS273031Mm106chr14.fa	38	124	110.05263157894737	34	1	4	0	0	124	124
CCDS273161Mm106chr14.fa	38	172	165.47368421052633	38	0	0	20	0	64	64
CCDS192402Mm106chr5.fa	38	236	189.47368421052633	38	0	13	0	0	212	211
CCDS204141Mm106chr6.fa	38	329	296.7368421052632	38	0	5	21	0	174	174
CCDS361131Mm106chr11.fa	38	1235	1060.0263157894738	38	0	9	31	0	914	909
CCDS361061Mm106chr11.fa	38	686	617.6315789473684	38	0	2	76	0	469	469
CCDS220141Mm106chr7.fa	38	733	640.0263157894736	38	0	5	55	0	409	406
CCDS379001Mm106chr19.fa	38	252	215.97368421052633	38	0	9	0	0	178	178
CCDS379151Mm106chr19.fa	38	1029	982.6578947368421	38	0	0	235	0	306	306
CCDS365931Mm106chr13.fa	38	126	120.28947368421052	38	0	0	28	0	19	19
CCDS153901Mm106chr1.fa	38	137	116.89473684210526	38	0	10	0	0	63	60
CCDS256721Mm106chr11.fa	38	490	426.89473684210526	38	0	7	29	0	270	253
CCDS281671Mm106chr16.fa	38	242	226.23684210526315	38	0	1	29	0	56	56
CCDS500901Mm106chr17.fa	38	276	234.26315789473685	38	0	8	14	0	175	171
CCDS281721Mm106chr16.fa	38	1256	1062.9473684210527	38	0	11	132	0	598	487
CCDS256671Mm106chr11.fa	38	222	189.73684210526315	38	0	10	8	0	137	136
CCDS252902Mm106chr11.fa	38	567	520.1842105263158	38	0	1	72	0	226	223
CCDS240342Mm106chr10.fa	38	165	134.07894736842104	38	0	10	0	0	82	74
CCDS178291Mm106chr3.fa	38	81	78.86842105263158	31	3	1	0	0	0	0
CCDS201611Mm106chr6.fa	38	96	92.44736842105263	36	1	2	25	0	52	52
CCDS722841Mm106chr9.fa	38	2516	2410.342105263158	38	0	0	429	0	653	649
CCDS373531Mm106chr16.fa	38	765	737.078947368421	38	0	0	172	0	202	202
CCDS200311Mm106chr6.fa	38	330	303.7368421052632	38	0	2	0	2	140	137
CCDS392821Mm106chr5.fa	38	149	132.21052631578948	38	0	8	0	0	119	119
CCDS156821Mm106chr2.fa	38	522	451.44736842105266	38	0	6	6	0	440	437
CCDS265571Mm106chr13.fa	38	253	220.89473684210526	38	0	8	0	0	140	139
CCDS154041Mm106chr1.fa	38	820	775.8684210526316	38	0	0	108	0	371	371
CCDS390631Mm106chr5.fa	38	347	315.7631578947368	38	0	3	0	0	256	256
CCDS179371Mm106chr4.fa	38	329	307.57894736842104	38	0	4	0	0	228	227
CCDS203801Mm106chr6.fa	38	776	727.2631578947369	38	0	1	57	0	338	338
CCDS701291Mm106chr11.fa	38	49	38.31578947368421	33	2	14	0	0	49	49
CCDS523721Mm106chr7.fa	38	332	310.60526315789474	38	0	1	36	0	115	115
CCDS290351Mm106chr18.fa	38	73	69.02631578947368	35	1	3	7	0	29	28
CCDS484961Mm106chr10.fa	38	160	153.68421052631578	38	0	2	39	0	45	45
CCDS174461Mm106chr3.fa	38	35	27.44736842105263	34	1	13	0	0	35	35
CCDS394211Mm106chr6.fa	38	432	401.9736842105263	38	0	2	55	0	213	212
CCDS259021Mm106chr12.fa	38	1087	993.0	38	0	0	100	0	519	511
CCDS204871Mm106chr6.fa	38	633	577.5263157894736	38	0	2	82	0	316	316
CCDS249851Mm106chr11.fa	38	350	280.92105263157896	38	0	15	0	1	350	345
CCDS785881Mm106chr1.fa	38	58	55.78947368421053	17	1	0	38	0	4	2
CCDS278191Mm106chr15.fa	38	571	504.2105263157895	38	0	5	25	0	383	382
CCDS171201Mm106chr2.fa	38	1060	858.578947368421	38	0	11	14	0	1022	1005
CCDS152531Mm106chr1.fa	38	74	63.81578947368421	36	1	10	0	0	74	73
CCDS252991Mm106chr11.fa	38	430	348.8421052631579	38	0	11	67	0	310	293
CCDS718821Mm106chr7.fa	38	101	95.6842105263158	38	0	2	17	0	37	37
CCDS506981Mm106chr2.fa	38	859	760.921052631579	38	0	4	105	0	470	470
CCDS240281Mm106chr10.fa	38	52	41.68421052631579	38	0	14	0	0	36	35
CCDS184681Mm106chr4.fa	38	587	568.8157894736842	38	0	0	129	1	130	129
CCDS185381Mm106chr4.fa	38	559	516.5526315789474	38	0	2	63	0	179	179
CCDS173411Mm106chr3.fa	38	149	118.63157894736842	38	0	13	0	1	149	148
CCDS393411Mm106chr5.fa	38	200	164.76315789473685	38	0	17	11	0	137	137
CCDS392111Mm106chr5.fa	38	76	57.73684210526316	34	1	14	0	0	76	76
CCDS157411Mm106chr2.fa	38	196	167.26315789473685	38	0	11	23	0	149	149
CCDS788541Mm106chr10.fa	38	39	32.36842105263158	30	3	10	0	0	39	39
CCDS186891Mm106chr4.fa	38	51	43.473684210526315	28	4	9	0	0	51	50
CCDS397831Mm106chr7.fa	38	625	517.8157894736842	38	0	13	0	0	512	507
CCDS285911Mm106chr17.fa	38	146	116.07894736842105	36	1	12	0	0	146	146
CCDS285841Mm106chr17.fa	38	203	173.6578947368421	38	0	11	9	0	146	145
CCDS202431Mm106chr6.fa	38	126	111.71052631578948	38	0	8	20	0	61	61
CCDS203131Mm106chr6.fa	38	500	466.1578947368421	38	0	0	104	0	175	174
CCDS206661Mm106chr6.fa	38	175	155.0	38	0	12	9	0	110	110
CCDS189571Mm106chr4.fa	38	497	470.5263157894737	38	0	2	95	0	161	147
