target_name,protein_coding,feature_type,chrom,strand,gene_id,gene_start,gene_end,gene_length,transcript_id,transcript_start,transcript_end,transcript_length,protein_id,protein_start,protein_end,protein_length,exon_id,exon_no,exon_start,exon_end,exon_length,matching_sample_count,rat_exon_id
chr1_trid-ENSMUST00000027331_exid-ENSMUSE00000156293,TRUE,CDS,1,-,ENSMUSG00000026149,82756649,82768461,11812,ENSMUST00000027331,82756649,82768461,11812,ENSMUSP00000027331,82757435,82768414,10979,ENSMUSE00000156293,4,82757435,82757711,276,181,ENSRNOE00000148824
chr1_trid-ENSMUST00000027331_exid-ENSMUSE00001222463,TRUE,CDS,1,-,ENSMUSG00000026149,82756649,82768461,11812,ENSMUST00000027331,82756649,82768461,11812,ENSMUSP00000027331,82757435,82768414,10979,ENSMUSE00001222463,2,82763927,82763992,65,56,NA
chr1_trid-ENSMUST00000027331_exid-ENSMUSE00001254482,TRUE,CDS,1,-,ENSMUSG00000026149,82756649,82768461,11812,ENSMUST00000027331,82756649,82768461,11812,ENSMUSP00000027331,82757435,82768414,10979,ENSMUSE00001254482,1,82768235,82768417,182,187,ENSRNOE00000147898
chr1_trid-ENSMUST00000027338_exid-ENSMUSE00000156373,TRUE,CDS,1,-,ENSMUSG00000026154,23995939,24005656,9717,ENSMUST00000027338,23995939,24005656,9717,ENSMUSP00000027338,23996254,24005597,9343,ENSMUSE00000156373,2,24003157,24003306,149,123,NA
chr1_trid-ENSMUST00000027338_exid-ENSMUSE00000390239,TRUE,CDS,1,-,ENSMUSG00000026154,23995939,24005656,9717,ENSMUST00000027338,23995939,24005656,9717,ENSMUSP00000027338,23996254,24005597,9343,ENSMUSE00000390239,3,23996254,23996360,106,25,ENSRNOE00000221653
chr1_trid-ENSMUST00000027338_exid-ENSMUSE00001290400,TRUE,CDS,1,-,ENSMUSG00000026154,23995939,24005656,9717,ENSMUST00000027338,23995939,24005656,9717,ENSMUSP00000027338,23996254,24005597,9343,ENSMUSE00001290400,1,24005546,24005600,54,14,NA
chr1_trid-ENSMUST00000027339_exid-ENSMUSE00000351902,TRUE,CDS,1,-,ENSMUSG00000026155,23844846,23922317,77471,ENSMUST00000027339,23845625,23922317,76692,ENSMUSP00000027339,23846432,23922152,75720,ENSMUSE00000351902,1,23922038,23922155,117,111,ENSRNOE00000483397
chr1_trid-ENSMUST00000027339_exid-ENSMUSE00000397434,TRUE,CDS,1,-,ENSMUSG00000026155,23844846,23922317,77471,ENSMUST00000027339,23845625,23922317,76692,ENSMUSP00000027339,23846432,23922152,75720,ENSMUSE00000397434,10,23846432,23846563,131,161,ENSRNOE00000494055
chr1_trid-ENSMUST00000027339_exid-ENSMUSE00001227160,TRUE,CDS,1,-,ENSMUSG00000026155,23844846,23922317,77471,ENSMUST00000027339,23845625,23922317,76692,ENSMUSP00000027339,23846432,23922152,75720,ENSMUSE00001227160,9,23848264,23848571,307,149,ENSRNOE00000509642
chr1_trid-ENSMUST00000027339_exid-ENSMUSE00001227462,TRUE,CDS,1,-,ENSMUSG00000026155,23844846,23922317,77471,ENSMUST00000027339,23845625,23922317,76692,ENSMUSP00000027339,23846432,23922152,75720,ENSMUSE00001227462,8,23849303,23849468,165,135,ENSRNOE00000479257
chr1_trid-ENSMUST00000027339_exid-ENSMUSE00001234322,TRUE,CDS,1,-,ENSMUSG00000026155,23844846,23922317,77471,ENSMUST00000027339,23845625,23922317,76692,ENSMUSP00000027339,23846432,23922152,75720,ENSMUSE00001234322,5,23866217,23866297,80,NA,NA
chr1_trid-ENSMUST00000027339_exid-ENSMUSE00001267384,TRUE,CDS,1,-,ENSMUSG00000026155,23844846,23922317,77471,ENSMUST00000027339,23845625,23922317,76692,ENSMUSP00000027339,23846432,23922152,75720,ENSMUSE00001267384,2,23891860,23891993,133,205,ENSRNOE00000496776
chr1_trid-ENSMUST00000027339_exid-ENSMUSE00001272520,TRUE,CDS,1,-,ENSMUSG00000026155,23844846,23922317,77471,ENSMUST00000027339,23845625,23922317,76692,ENSMUSP00000027339,23846432,23922152,75720,ENSMUSE00001272520,4,23876374,23876449,75,139,ENSRNOE00000463561
chr1_trid-ENSMUST00000027339_exid-ENSMUSE00001274674,TRUE,CDS,1,-,ENSMUSG00000026155,23844846,23922317,77471,ENSMUST00000027339,23845625,23922317,76692,ENSMUSP00000027339,23846432,23922152,75720,ENSMUSE00001274674,6,23859023,23859113,90,160,NA
chr1_trid-ENSMUST00000027339_exid-ENSMUSE00001290352,TRUE,CDS,1,-,ENSMUSG00000026155,23844846,23922317,77471,ENSMUST00000027339,23845625,23922317,76692,ENSMUSP00000027339,23846432,23922152,75720,ENSMUSE00001290352,7,23853423,23853550,127,128,ENSRNOE00000509102
chr1_trid-ENSMUST00000027339_exid-ENSMUSE00001292455,TRUE,CDS,1,-,ENSMUSG00000026155,23844846,23922317,77471,ENSMUST00000027339,23845625,23922317,76692,ENSMUSP00000027339,23846432,23922152,75720,ENSMUSE00001292455,3,23877709,23877794,85,190,ENSRNOE00000490313
chr1_trid-ENSMUST00000027356_exid-ENSMUSE00000156477,TRUE,CDS,1,+,ENSMUSG00000026170,74713574,74737892,24318,ENSMUST00000027356,74713574,74737892,24318,ENSMUSP00000027356,74713634,74737656,24022,ENSMUSE00000156477,4,74735554,74735751,197,183,NA
chr1_trid-ENSMUST00000027356_exid-ENSMUSE00000156478,TRUE,CDS,1,+,ENSMUSG00000026170,74713574,74737892,24318,ENSMUST00000027356,74713574,74737892,24318,ENSMUSP00000027356,74713634,74737656,24022,ENSMUSE00000156478,3,74735277,74735476,199,117,ENSRNOE00000164880
chr1_trid-ENSMUST00000027356_exid-ENSMUSE00000156481,TRUE,CDS,1,+,ENSMUSG00000026170,74713574,74737892,24318,ENSMUST00000027356,74713574,74737892,24318,ENSMUSP00000027356,74713634,74737656,24022,ENSMUSE00000156481,8,74737179,74737391,212,201,ENSRNOE00000165174
chr1_trid-ENSMUST00000027356_exid-ENSMUSE00000156483,TRUE,CDS,1,+,ENSMUSG00000026170,74713574,74737892,24318,ENSMUST00000027356,74713574,74737892,24318,ENSMUSP00000027356,74713634,74737656,24022,ENSMUSE00000156483,7,74737017,74737098,81,199,ENSRNOE00000165105
chr1_trid-ENSMUST00000027356_exid-ENSMUSE00000156484,TRUE,CDS,1,+,ENSMUSG00000026170,74713574,74737892,24318,ENSMUST00000027356,74713574,74737892,24318,ENSMUSP00000027356,74713634,74737656,24022,ENSMUSE00000156484,6,74736681,74736847,166,202,ENSRNOE00000165044
chr1_trid-ENSMUST00000027356_exid-ENSMUSE00000269370,TRUE,CDS,1,+,ENSMUSG00000026170,74713574,74737892,24318,ENSMUST00000027356,74713574,74737892,24318,ENSMUSP00000027356,74713634,74737656,24022,ENSMUSE00000269370,9,74737543,74737656,113,146,ENSRNOE00000165254
chr1_trid-ENSMUST00000027356_exid-ENSMUSE00000269410,TRUE,CDS,1,+,ENSMUSG00000026170,74713574,74737892,24318,ENSMUST00000027356,74713574,74737892,24318,ENSMUSP00000027356,74713634,74737656,24022,ENSMUSE00000269410,5,74735864,74736036,172,169,ENSRNOE00000165000
chr1_trid-ENSMUST00000027356_exid-ENSMUSE00000269429,TRUE,CDS,1,+,ENSMUSG00000026170,74713574,74737892,24318,ENSMUST00000027356,74713574,74737892,24318,ENSMUSP00000027356,74713634,74737656,24022,ENSMUSE00000269429,2,74731919,74732109,190,202,ENSRNOE00000164795
chr1_trid-ENSMUST00000027356_exid-ENSMUSE00000269437,TRUE,CDS,1,+,ENSMUSG00000026170,74713574,74737892,24318,ENSMUST00000027356,74713574,74737892,24318,ENSMUSP00000027356,74713634,74737656,24022,ENSMUSE00000269437,1,74713631,74713891,260,154,ENSRNOE00000164757
chr1_trid-ENSMUST00000027366_exid-ENSMUSE00000156535,TRUE,CDS,1,+,ENSMUSG00000026175,74409376,74435559,26183,ENSMUST00000027366,74409376,74435559,26183,ENSMUSP00000027366,74415083,74434988,19905,ENSMUSE00000156535,8,74421561,74421639,78,205,NA
chr1_trid-ENSMUST00000027366_exid-ENSMUSE00000156536,TRUE,CDS,1,+,ENSMUSG00000026175,74409376,74435559,26183,ENSMUST00000027366,74409376,74435559,26183,ENSMUSP00000027366,74415083,74434988,19905,ENSMUSE00000156536,11,74423675,74423775,100,201,ENSRNOE00000150030
chr1_trid-ENSMUST00000027366_exid-ENSMUSE00000156539,TRUE,CDS,1,+,ENSMUSG00000026175,74409376,74435559,26183,ENSMUST00000027366,74409376,74435559,26183,ENSMUSP00000027366,74415083,74434988,19905,ENSMUSE00000156539,10,74422927,74423080,153,162,ENSRNOE00000149749
chr1_trid-ENSMUST00000027366_exid-ENSMUSE00000156541,TRUE,CDS,1,+,ENSMUSG00000026175,74409376,74435559,26183,ENSMUST00000027366,74409376,74435559,26183,ENSMUSP00000027366,74415083,74434988,19905,ENSMUSE00000156541,16,74427479,74427623,144,200,ENSRNOE00000151286
chr1_trid-ENSMUST00000027366_exid-ENSMUSE00000156542,TRUE,CDS,1,+,ENSMUSG00000026175,74409376,74435559,26183,ENSMUST00000027366,74409376,74435559,26183,ENSMUSP00000027366,74415083,74434988,19905,ENSMUSE00000156542,17,74428067,74428255,188,205,ENSRNOE00000151541
chr1_trid-ENSMUST00000027366_exid-ENSMUSE00000156544,TRUE,CDS,1,+,ENSMUSG00000026175,74409376,74435559,26183,ENSMUST00000027366,74409376,74435559,26183,ENSMUSP00000027366,74415083,74434988,19905,ENSMUSE00000156544,5,74419569,74419677,108,207,ENSRNOE00000148451
chr1_trid-ENSMUST00000027366_exid-ENSMUSE00000156548,TRUE,CDS,1,+,ENSMUSG00000026175,74409376,74435559,26183,ENSMUST00000027366,74409376,74435559,26183,ENSMUSP00000027366,74415083,74434988,19905,ENSMUSE00000156548,19,74432291,74432431,140,119,NA
chr1_trid-ENSMUST00000027366_exid-ENSMUSE00000156549,TRUE,CDS,1,+,ENSMUSG00000026175,74409376,74435559,26183,ENSMUST00000027366,74409376,74435559,26183,ENSMUSP00000027366,74415083,74434988,19905,ENSMUSE00000156549,4,74418360,74418556,196,206,ENSRNOE00000148142
chr1_trid-ENSMUST00000027366_exid-ENSMUSE00000156550,TRUE,CDS,1,+,ENSMUSG00000026175,74409376,74435559,26183,ENSMUST00000027366,74409376,74435559,26183,ENSMUSP00000027366,74415083,74434988,19905,ENSMUSE00000156550,3,74415966,74416040,74,149,ENSRNOE00000147857
chr1_trid-ENSMUST00000027366_exid-ENSMUSE00000156554,TRUE,CDS,1,+,ENSMUSG00000026175,74409376,74435559,26183,ENSMUST00000027366,74409376,74435559,26183,ENSMUSP00000027366,74415083,74434988,19905,ENSMUSE00000156554,6,74419795,74419905,110,208,ENSRNOE00000148735
chr1_trid-ENSMUST00000027366_exid-ENSMUSE00000156557,TRUE,CDS,1,+,ENSMUSG00000026175,74409376,74435559,26183,ENSMUST00000027366,74409376,74435559,26183,ENSMUSP00000027366,74415083,74434988,19905,ENSMUSE00000156557,14,74426552,74426731,179,181,ENSRNOE00000150811
chr1_trid-ENSMUST00000027366_exid-ENSMUSE00000156558,TRUE,CDS,1,+,ENSMUSG00000026175,74409376,74435559,26183,ENSMUST00000027366,74409376,74435559,26183,ENSMUSP00000027366,74415083,74434988,19905,ENSMUSE00000156558,18,74430617,74430685,68,107,ENSRNOE00000151780
chr1_trid-ENSMUST00000027366_exid-ENSMUSE00000156560,TRUE,CDS,1,+,ENSMUSG00000026175,74409376,74435559,26183,ENSMUST00000027366,74409376,74435559,26183,ENSMUSP00000027366,74415083,74434988,19905,ENSMUSE00000156560,15,74427240,74427385,145,170,ENSRNOE00000151045
chr1_trid-ENSMUST00000027366_exid-ENSMUSE00000156562,TRUE,CDS,1,+,ENSMUSG00000026175,74409376,74435559,26183,ENSMUST00000027366,74409376,74435559,26183,ENSMUSP00000027366,74415083,74434988,19905,ENSMUSE00000156562,7,74421253,74421455,202,205,ENSRNOE00000148989
chr1_trid-ENSMUST00000027366_exid-ENSMUSE00000271987,TRUE,CDS,1,+,ENSMUSG00000026175,74409376,74435559,26183,ENSMUST00000027366,74409376,74435559,26183,ENSMUSP00000027366,74415083,74434988,19905,ENSMUSE00000271987,13,74425537,74425695,158,196,ENSRNOE00000150587
chr1_trid-ENSMUST00000027366_exid-ENSMUSE00000272043,TRUE,CDS,1,+,ENSMUSG00000026175,74409376,74435559,26183,ENSMUST00000027366,74409376,74435559,26183,ENSMUSP00000027366,74415083,74434988,19905,ENSMUSE00000272043,2,74415080,74415154,74,135,NA
chr1_trid-ENSMUST00000027366_exid-ENSMUSE00000272047,FALSE,exon,1,+,ENSMUSG00000026175,74409376,74435559,26183,ENSMUST00000027366,74409376,74435559,26183,NA,NA,NA,NA,ENSMUSE00000272047,1,74409376,74409436,60,191,ENSRNOE00000352965
chr1_trid-ENSMUST00000027366_exid-ENSMUSE00000349202,TRUE,CDS,1,+,ENSMUSG00000026175,74409376,74435559,26183,ENSMUST00000027366,74409376,74435559,26183,ENSMUSP00000027366,74415083,74434988,19905,ENSMUSE00000349202,20,74434878,74434988,110,177,ENSRNOE00000152260
chr1_trid-ENSMUST00000027366_exid-ENSMUSE00001230012,TRUE,CDS,1,+,ENSMUSG00000026175,74409376,74435559,26183,ENSMUST00000027366,74409376,74435559,26183,ENSMUSP00000027366,74415083,74434988,19905,ENSMUSE00001230012,9,74421779,74421877,98,195,ENSRNOE00000149522
chr1_trid-ENSMUST00000027366_exid-ENSMUSE00001273646,TRUE,CDS,1,+,ENSMUSG00000026175,74409376,74435559,26183,ENSMUST00000027366,74409376,74435559,26183,ENSMUSP00000027366,74415083,74434988,19905,ENSMUSE00001273646,12,74423863,74424000,137,207,ENSRNOE00000150316
chr1_trid-ENSMUST00000027367_exid-ENSMUSE00000156569,TRUE,CDS,1,+,ENSMUSG00000026176,74391509,74397285,5776,ENSMUST00000027367,74391509,74397285,5776,ENSMUSP00000027367,74391901,74395581,3680,ENSMUSE00000156569,3,74393797,74393901,104,206,ENSRNOE00000568246
chr1_trid-ENSMUST00000027367_exid-ENSMUSE00000272197,TRUE,CDS,1,+,ENSMUSG00000026176,74391509,74397285,5776,ENSMUST00000027367,74391509,74397285,5776,ENSMUSP00000027367,74391901,74395581,3680,ENSMUSE00000272197,2,74393278,74393426,148,181,ENSRNOE00000146645
chr1_trid-ENSMUST00000027367_exid-ENSMUSE00000367569,TRUE,CDS,1,+,ENSMUSG00000026176,74391509,74397285,5776,ENSMUST00000027367,74391509,74397285,5776,ENSMUSP00000027367,74391901,74395581,3680,ENSMUSE00000367569,1,74391898,74391964,66,147,ENSRNOE00000215149
chr1_trid-ENSMUST00000027367_exid-ENSMUSE00000840482,TRUE,CDS,1,+,ENSMUSG00000026176,74391509,74397285,5776,ENSMUST00000027367,74391509,74397285,5776,ENSMUSP00000027367,74391901,74395581,3680,ENSMUSE00000840482,7,74395456,74395581,125,189,ENSRNOE00000147262
chr1_trid-ENSMUST00000027367_exid-ENSMUSE00001224023,TRUE,CDS,1,+,ENSMUSG00000026176,74391509,74397285,5776,ENSMUST00000027367,74391509,74397285,5776,ENSMUSP00000027367,74391901,74395581,3680,ENSMUSE00001224023,5,74394640,74394732,92,205,ENSRNOE00000316863
chr1_trid-ENSMUST00000027367_exid-ENSMUSE00001245177,TRUE,CDS,1,+,ENSMUSG00000026176,74391509,74397285,5776,ENSMUST00000027367,74391509,74397285,5776,ENSMUSP00000027367,74391901,74395581,3680,ENSMUSE00001245177,6,74394837,74395022,185,206,ENSRNOE00000328455
chr1_trid-ENSMUST00000027367_exid-ENSMUSE00001275895,TRUE,CDS,1,+,ENSMUSG00000026176,74391509,74397285,5776,ENSMUST00000027367,74391509,74397285,5776,ENSMUSP00000027367,74391901,74395581,3680,ENSMUSE00001275895,4,74394019,74394075,56,194,NA
chr1_trid-ENSMUST00000027368_exid-ENSMUSE00000762887,TRUE,CDS,1,+,ENSMUSG00000026177,74375195,74386062,10867,ENSMUST00000027368,74375203,74386062,10859,ENSMUSP00000027368,74375318,74385503,10185,ENSMUSE00000762887,15,74385393,74385503,110,92,NA
chr1_trid-ENSMUST00000027368_exid-ENSMUSE00001216328,TRUE,CDS,1,+,ENSMUSG00000026177,74375195,74386062,10867,ENSMUST00000027368,74375203,74386062,10859,ENSMUSP00000027368,74375318,74385503,10185,ENSMUSE00001216328,10,74383438,74383527,89,204,ENSRNOE00000143756
chr1_trid-ENSMUST00000027368_exid-ENSMUSE00001219693,TRUE,CDS,1,+,ENSMUSG00000026177,74375195,74386062,10867,ENSMUST00000027368,74375203,74386062,10859,ENSMUSP00000027368,74375318,74385503,10185,ENSMUSE00001219693,7,74380609,74380676,67,200,ENSRNOE00000565777
chr1_trid-ENSMUST00000027368_exid-ENSMUSE00001219859,TRUE,CDS,1,+,ENSMUSG00000026177,74375195,74386062,10867,ENSMUST00000027368,74375203,74386062,10859,ENSMUSP00000027368,74375318,74385503,10185,ENSMUSE00001219859,1,74375315,74375321,6,169,NA
chr1_trid-ENSMUST00000027368_exid-ENSMUSE00001220532,TRUE,CDS,1,+,ENSMUSG00000026177,74375195,74386062,10867,ENSMUST00000027368,74375203,74386062,10859,ENSMUSP00000027368,74375318,74385503,10185,ENSMUSE00001220532,8,74380842,74380997,155,201,NA
chr1_trid-ENSMUST00000027368_exid-ENSMUSE00001229056,TRUE,CDS,1,+,ENSMUSG00000026177,74375195,74386062,10867,ENSMUST00000027368,74375203,74386062,10859,ENSMUSP00000027368,74375318,74385503,10185,ENSMUSE00001229056,12,74384024,74384173,149,198,ENSRNOE00000145286
chr1_trid-ENSMUST00000027368_exid-ENSMUSE00001238288,TRUE,CDS,1,+,ENSMUSG00000026177,74375195,74386062,10867,ENSMUST00000027368,74375203,74386062,10859,ENSMUSP00000027368,74375318,74385503,10185,ENSMUSE00001238288,6,74380197,74380267,70,139,NA
chr1_trid-ENSMUST00000027368_exid-ENSMUSE00001242473,TRUE,CDS,1,+,ENSMUSG00000026177,74375195,74386062,10867,ENSMUST00000027368,74375203,74386062,10859,ENSMUSP00000027368,74375318,74385503,10185,ENSMUSE00001242473,3,74376793,74376915,122,205,ENSRNOE00000539307
chr1_trid-ENSMUST00000027368_exid-ENSMUSE00001253111,TRUE,CDS,1,+,ENSMUSG00000026177,74375195,74386062,10867,ENSMUST00000027368,74375203,74386062,10859,ENSMUSP00000027368,74375318,74385503,10185,ENSMUSE00001253111,9,74381736,74381894,158,200,ENSRNOE00000573770
chr1_trid-ENSMUST00000027368_exid-ENSMUSE00001284882,TRUE,CDS,1,+,ENSMUSG00000026177,74375195,74386062,10867,ENSMUST00000027368,74375203,74386062,10859,ENSMUSP00000027368,74375318,74385503,10185,ENSMUSE00001284882,14,74385141,74385294,153,204,ENSRNOE00000145615
chr1_trid-ENSMUST00000027368_exid-ENSMUSE00001288183,TRUE,CDS,1,+,ENSMUSG00000026177,74375195,74386062,10867,ENSMUST00000027368,74375203,74386062,10859,ENSMUSP00000027368,74375318,74385503,10185,ENSMUSE00001288183,5,74379783,74379889,106,177,ENSRNOE00000144878
chr1_trid-ENSMUST00000027368_exid-ENSMUSE00001304857,TRUE,CDS,1,+,ENSMUSG00000026177,74375195,74386062,10867,ENSMUST00000027368,74375203,74386062,10859,ENSMUSP00000027368,74375318,74385503,10185,ENSMUSE00001304857,11,74383625,74383744,119,207,ENSRNOE00000145181
chr1_trid-ENSMUST00000027368_exid-ENSMUSE00001308783,TRUE,CDS,1,+,ENSMUSG00000026177,74375195,74386062,10867,ENSMUST00000027368,74375203,74386062,10859,ENSMUSP00000027368,74375318,74385503,10185,ENSMUSE00001308783,13,74384697,74384770,73,154,NA
chr1_trid-ENSMUST00000027368_exid-ENSMUSE00001308887,TRUE,CDS,1,+,ENSMUSG00000026177,74375195,74386062,10867,ENSMUST00000027368,74375203,74386062,10859,ENSMUSP00000027368,74375318,74385503,10185,ENSMUSE00001308887,4,74377157,74377276,119,188,ENSRNOE00000144784
chr1_trid-ENSMUST00000027368_exid-ENSMUSE00001311625,TRUE,CDS,1,+,ENSMUSG00000026177,74375195,74386062,10867,ENSMUST00000027368,74375203,74386062,10859,ENSMUSP00000027368,74375318,74385503,10185,ENSMUSE00001311625,2,74375718,74375851,133,128,ENSRNOE00000563976
chr1_trid-ENSMUST00000027379_exid-ENSMUSE00000156652,TRUE,CDS,1,+,ENSMUSG00000026187,72307427,72394952,87525,ENSMUST00000027379,72307427,72394952,87525,ENSMUSP00000027379,72307550,72394719,87169,ENSMUSE00000156652,15,72354243,72354336,93,178,ENSRNOE00000154240
chr1_trid-ENSMUST00000027379_exid-ENSMUSE00000156653,TRUE,CDS,1,+,ENSMUSG00000026187,72307427,72394952,87525,ENSMUST00000027379,72307427,72394952,87525,ENSMUSP00000027379,72307550,72394719,87169,ENSMUSE00000156653,12,72339989,72340079,90,166,ENSRNOE00000153798
chr1_trid-ENSMUST00000027379_exid-ENSMUSE00000156654,TRUE,CDS,1,+,ENSMUSG00000026187,72307427,72394952,87525,ENSMUST00000027379,72307427,72394952,87525,ENSMUSP00000027379,72307550,72394719,87169,ENSMUSE00000156654,8,72326216,72326354,138,201,ENSRNOE00000154903
chr1_trid-ENSMUST00000027379_exid-ENSMUSE00000156655,TRUE,CDS,1,+,ENSMUSG00000026187,72307427,72394952,87525,ENSMUST00000027379,72307427,72394952,87525,ENSMUSP00000027379,72307550,72394719,87169,ENSMUSE00000156655,10,72334636,72334698,62,136,ENSRNOE00000153717
chr1_trid-ENSMUST00000027379_exid-ENSMUSE00000156656,TRUE,CDS,1,+,ENSMUSG00000026187,72307427,72394952,87525,ENSMUST00000027379,72307427,72394952,87525,ENSMUSP00000027379,72307550,72394719,87169,ENSMUSE00000156656,13,72343009,72343142,133,130,ENSRNOE00000153834
chr1_trid-ENSMUST00000027379_exid-ENSMUSE00000156657,TRUE,CDS,1,+,ENSMUSG00000026187,72307427,72394952,87525,ENSMUST00000027379,72307427,72394952,87525,ENSMUSP00000027379,72307550,72394719,87169,ENSMUSE00000156657,14,72346228,72346424,196,128,ENSRNOE00000153879
chr1_trid-ENSMUST00000027379_exid-ENSMUSE00000156659,TRUE,CDS,1,+,ENSMUSG00000026187,72307427,72394952,87525,ENSMUST00000027379,72307427,72394952,87525,ENSMUSP00000027379,72307550,72394719,87169,ENSMUSE00000156659,11,72338960,72339097,137,183,ENSRNOE00000153756
chr1_trid-ENSMUST00000027379_exid-ENSMUSE00000156660,TRUE,CDS,1,+,ENSMUSG00000026187,72307427,72394952,87525,ENSMUST00000027379,72307427,72394952,87525,ENSMUSP00000027379,72307550,72394719,87169,ENSMUSE00000156660,9,72329926,72330038,112,170,ENSRNOE00000153671
chr1_trid-ENSMUST00000027379_exid-ENSMUSE00000261173,TRUE,CDS,1,+,ENSMUSG00000026187,72307427,72394952,87525,ENSMUST00000027379,72307427,72394952,87525,ENSMUSP00000027379,72307550,72394719,87169,ENSMUSE00000261173,19,72383702,72383769,67,148,NA
chr1_trid-ENSMUST00000027379_exid-ENSMUSE00000261179,TRUE,CDS,1,+,ENSMUSG00000026187,72307427,72394952,87525,ENSMUST00000027379,72307427,72394952,87525,ENSMUSP00000027379,72307550,72394719,87169,ENSMUSE00000261179,18,72383358,72383454,96,181,NA
chr1_trid-ENSMUST00000027379_exid-ENSMUSE00000261186,TRUE,CDS,1,+,ENSMUSG00000026187,72307427,72394952,87525,ENSMUST00000027379,72307427,72394952,87525,ENSMUSP00000027379,72307550,72394719,87169,ENSMUSE00000261186,17,72381619,72381728,109,44,ENSRNOE00000153994
chr1_trid-ENSMUST00000027379_exid-ENSMUSE00000261193,TRUE,CDS,1,+,ENSMUSG00000026187,72307427,72394952,87525,ENSMUST00000027379,72307427,72394952,87525,ENSMUSP00000027379,72307550,72394719,87169,ENSMUSE00000261193,16,72356817,72356886,69,164,ENSRNOE00000153956
chr1_trid-ENSMUST00000027379_exid-ENSMUSE00000261257,TRUE,CDS,1,+,ENSMUSG00000026187,72307427,72394952,87525,ENSMUST00000027379,72307427,72394952,87525,ENSMUSP00000027379,72307550,72394719,87169,ENSMUSE00000261257,7,72325074,72325188,114,194,NA
chr1_trid-ENSMUST00000027379_exid-ENSMUSE00000261265,TRUE,CDS,1,+,ENSMUSG00000026187,72307427,72394952,87525,ENSMUST00000027379,72307427,72394952,87525,ENSMUSP00000027379,72307550,72394719,87169,ENSMUSE00000261265,6,72318999,72319190,191,103,ENSRNOE00000153584
chr1_trid-ENSMUST00000027379_exid-ENSMUSE00000261272,TRUE,CDS,1,+,ENSMUSG00000026187,72307427,72394952,87525,ENSMUST00000027379,72307427,72394952,87525,ENSMUSP00000027379,72307550,72394719,87169,ENSMUSE00000261272,5,72315459,72315581,122,185,ENSRNOE00000153544
chr1_trid-ENSMUST00000027379_exid-ENSMUSE00000261283,TRUE,CDS,1,+,ENSMUSG00000026187,72307427,72394952,87525,ENSMUST00000027379,72307427,72394952,87525,ENSMUSP00000027379,72307550,72394719,87169,ENSMUSE00000261283,4,72314154,72314202,48,108,ENSRNOE00000153496
chr1_trid-ENSMUST00000027379_exid-ENSMUSE00000261291,TRUE,CDS,1,+,ENSMUSG00000026187,72307427,72394952,87525,ENSMUST00000027379,72307427,72394952,87525,ENSMUSP00000027379,72307550,72394719,87169,ENSMUSE00000261291,3,72312408,72312591,183,62,ENSRNOE00000154710
chr1_trid-ENSMUST00000027379_exid-ENSMUSE00000261296,TRUE,CDS,1,+,ENSMUSG00000026187,72307427,72394952,87525,ENSMUST00000027379,72307427,72394952,87525,ENSMUSP00000027379,72307550,72394719,87169,ENSMUSE00000261296,2,72310435,72310548,113,184,ENSRNOE00000155344
chr1_trid-ENSMUST00000027379_exid-ENSMUSE00000434576,TRUE,CDS,1,+,ENSMUSG00000026187,72307427,72394952,87525,ENSMUST00000027379,72307427,72394952,87525,ENSMUSP00000027379,72307550,72394719,87169,ENSMUSE00000434576,20,72393896,72393967,71,107,NA
chr1_trid-ENSMUST00000027379_exid-ENSMUSE00000697256,TRUE,CDS,1,+,ENSMUSG00000026187,72307427,72394952,87525,ENSMUST00000027379,72307427,72394952,87525,ENSMUSP00000027379,72307550,72394719,87169,ENSMUSE00000697256,21,72394708,72394719,11,54,ENSRNOE00000154656
chr1_trid-ENSMUST00000027379_exid-ENSMUSE00000697321,TRUE,CDS,1,+,ENSMUSG00000026187,72307427,72394952,87525,ENSMUST00000027379,72307427,72394952,87525,ENSMUSP00000027379,72307550,72394719,87169,ENSMUSE00000697321,1,72307547,72307567,20,199,ENSRNOE00000300168
chr1_trid-ENSMUST00000027381_exid-ENSMUSE00000156664,TRUE,CDS,1,-,ENSMUSG00000026189,72259167,72284314,25147,ENSMUST00000027381,72259172,72284314,25142,ENSMUSP00000027381,72259351,72284213,24862,ENSMUSE00000156664,2,72277287,72277420,133,76,ENSRNOE00000565620
chr1_trid-ENSMUST00000027381_exid-ENSMUSE00000156668,TRUE,CDS,1,-,ENSMUSG00000026189,72259167,72284314,25147,ENSMUST00000027381,72259172,72284314,25142,ENSMUSP00000027381,72259351,72284213,24862,ENSMUSE00000156668,3,72276166,72276331,165,168,NA
chr1_trid-ENSMUST00000027381_exid-ENSMUSE00000838244,TRUE,CDS,1,-,ENSMUSG00000026189,72259167,72284314,25147,ENSMUST00000027381,72259172,72284314,25142,ENSMUSP00000027381,72259351,72284213,24862,ENSMUSE00000838244,1,72284093,72284216,123,115,ENSRNOE00000521547
chr1_trid-ENSMUST00000027381_exid-ENSMUSE00001205869,TRUE,CDS,1,-,ENSMUSG00000026189,72259167,72284314,25147,ENSMUST00000027381,72259172,72284314,25142,ENSMUSP00000027381,72259351,72284213,24862,ENSMUSE00001205869,7,72261952,72262063,111,43,NA
