node.label,clade,node.type,orig.node.label,num.genes.full,num.genes.partial,num.genes.descendant.counted,num.genes.discordant,num.genes.missing,total subs,total mns,S,N,A,mS,mN,mA
Otomys_denti_LSUMZ37840,Otomys_denti_LSUMZ37840,tip,NA,7290.0,0.0,0.0,0.0,1043.0,67828.0,1891.0,37249.0,11854.0,18725.0,139.0,1228.0,524.0
Lemniscomys_striatus_TCD4711,Lemniscomys_striatus_TCD4711,tip,NA,6615.0,0.0,0.0,0.0,1718.0,78658.0,2671.0,41439.0,11218.0,26001.0,152.0,1337.0,1182.0
Arvicanthus_niloticus_MNHN1999201,Arvicanthus_niloticus_MNHN1999201,tip,NA,7607.0,0.0,0.0,0.0,726.0,39837.0,838.0,24337.0,6564.0,8936.0,59.0,534.0,245.0
Arvicanthus_neumanni_FMNH158037,Arvicanthus_neumanni_FMNH158037,tip,NA,6630.0,0.0,0.0,0.0,1703.0,39917.0,2002.0,21642.0,7112.0,11163.0,186.0,1233.0,583.0
Pelomys_minor_FMNH219213,Pelomys_minor_FMNH219213,tip,NA,7662.0,0.0,0.0,0.0,671.0,52063.0,1220.0,35020.0,9015.0,8028.0,106.0,775.0,339.0
Pelomys_isseli_FMNH137886,Pelomys_isseli_FMNH137886,tip,NA,7648.0,0.0,0.0,0.0,685.0,53133.0,1083.0,34102.0,8991.0,10040.0,60.0,651.0,372.0
Mylomys_dybowskii_MNHN1997072,Mylomys_dybowskii_MNHN1997072,tip,NA,6778.0,0.0,0.0,0.0,1555.0,63791.0,1949.0,42448.0,12334.0,9009.0,166.0,1336.0,447.0
Rhabdomys_pumilio_MNHN1995065,Rhabdomys_pumilio_MNHN1995065,tip,NA,6728.0,0.0,0.0,0.0,1605.0,109078.0,2907.0,65396.0,17986.0,25696.0,236.0,1676.0,995.0
Dasymys_montanus_FMNH144389,Dasymys_montanus_FMNH144389,tip,NA,7705.0,0.0,0.0,0.0,628.0,31857.0,913.0,15684.0,4418.0,11755.0,67.0,541.0,305.0
Dasymys_incomtus_LSUMZ37702,Dasymys_incomtus_LSUMZ37702,tip,NA,6889.0,0.0,0.0,0.0,1444.0,28723.0,1874.0,10011.0,3916.0,14796.0,200.0,1225.0,449.0
Aethomys_hindei_MVZ196257,Aethomys_hindei_MVZ196257,tip,NA,7713.0,0.0,0.0,0.0,620.0,98316.0,1601.0,66253.0,18324.0,13739.0,106.0,1088.0,407.0
Aethomys_nyikae_FMNH196708,Aethomys_nyikae_FMNH196708,tip,NA,7760.0,0.0,0.0,0.0,573.0,99389.0,1851.0,71534.0,20376.0,7479.0,137.0,1338.0,376.0
Thamnomys_venustus_LSUMZ37935,Thamnomys_venustus_LSUMZ37935,tip,NA,7746.0,0.0,0.0,0.0,587.0,95122.0,1709.0,64210.0,18649.0,12263.0,104.0,1247.0,358.0
Thamnomys_kempi_TCD4437,Thamnomys_kempi_TCD4437,tip,NA,7250.0,0.0,0.0,0.0,1083.0,80037.0,1699.0,49273.0,15606.0,15158.0,140.0,1118.0,441.0
Grammomys_dryas_LSUMZ37716,Grammomys_dryas_LSUMZ37716,tip,NA,7615.0,0.0,0.0,0.0,718.0,120796.0,2316.0,88646.0,22942.0,9208.0,170.0,1719.0,427.0
Thallomys_paedulcus_FMNH158089,Thallomys_paedulcus_FMNH158089,tip,NA,7296.0,0.0,0.0,0.0,1037.0,117306.0,2526.0,81578.0,21991.0,13737.0,210.0,1743.0,573.0
Micaelemys_namaquensis_MNHN1987009,Micaelemys_namaquensis_MNHN1987009,tip,NA,7447.0,0.0,0.0,0.0,886.0,109603.0,2210.0,68078.0,19140.0,22385.0,167.0,1472.0,571.0
Stochomys_longicaudatus_MNHN1999459,Stochomys_longicaudatus_MNHN1999459,tip,NA,6160.0,0.0,0.0,0.0,2173.0,73524.0,2227.0,45514.0,14342.0,13668.0,190.0,1493.0,544.0
Dephomys_defua_MNHNR24062,Dephomys_defua_MNHNR24062,tip,NA,7560.0,0.0,0.0,0.0,773.0,83935.0,1470.0,52534.0,15350.0,16051.0,117.0,982.0,371.0
Hybomys_univittatus_TCD4026,Hybomys_univittatus_TCD4026,tip,NA,5765.0,0.0,0.0,0.0,2568.0,39404.0,2004.0,10363.0,3691.0,25350.0,122.0,1001.0,881.0
Hybomys_lunaris_LSUMZ37734,Hybomys_lunaris_LSUMZ37734,tip,NA,7193.0,0.0,0.0,0.0,1140.0,61745.0,2150.0,32373.0,9769.0,19603.0,179.0,1382.0,589.0
Hybomys_planifrons_R24117,Hybomys_planifrons_R24117,tip,NA,7719.0,0.0,0.0,0.0,614.0,140168.0,2975.0,100248.0,29237.0,10683.0,231.0,2292.0,452.0
Oenomys_hypoxanthus_LSUMZ37838,Oenomys_hypoxanthus_LSUMZ37838,tip,NA,7656.0,0.0,0.0,0.0,677.0,125575.0,2475.0,87218.0,23800.0,14557.0,154.0,1737.0,584.0
Pithecheir_melanurus_LSUMZ38198,Pithecheir_melanurus_LSUMZ38198,tip,NA,7780.0,0.0,0.0,0.0,553.0,157130.0,3375.0,116202.0,34366.0,6562.0,236.0,2796.0,343.0
Vandeleuria_oleracea_ABTC116404,Vandeleuria_oleracea_ABTC116404,tip,NA,6599.0,0.0,0.0,0.0,1734.0,205775.0,6854.0,151118.0,40994.0,13663.0,657.0,5283.0,914.0
Malacomys_longipes_TCD4253,Malacomys_longipes_TCD4253,tip,NA,6928.0,0.0,0.0,0.0,1405.0,177842.0,5793.0,118498.0,35215.0,24129.0,392.0,3771.0,1630.0
Apodemus_sylvaticus_SMG3823,Apodemus_sylvaticus_SMG3823,tip,NA,6519.0,0.0,0.0,0.0,1814.0,210752.0,7200.0,149459.0,40373.0,20920.0,626.0,5325.0,1249.0
Myomyscus_verreauxii_MNHN1999102,Myomyscus_verreauxii_MNHN1999102,tip,NA,7290.0,0.0,0.0,0.0,1043.0,78701.0,1937.0,53191.0,15020.0,10490.0,145.0,1226.0,566.0
Zelotomys_woosnami_TTU-M115260,Zelotomys_woosnami_TTU-M115260,tip,NA,7164.0,0.0,0.0,0.0,1169.0,66907.0,2150.0,43728.0,13728.0,9451.0,186.0,1476.0,488.0
Colomys_goslingi_TCD4175,Colomys_goslingi_TCD4175,tip,NA,6869.0,0.0,0.0,0.0,1464.0,76512.0,3116.0,28734.0,9369.0,38409.0,158.0,1245.0,1713.0
Mastomys_natalensis_T4162,Mastomys_natalensis_T4162,tip,NA,7503.0,0.0,0.0,0.0,830.0,91225.0,1990.0,62790.0,18088.0,10347.0,131.0,1390.0,469.0
Praomys_jacksoni_REC31,Praomys_jacksoni_REC31,tip,NA,7116.0,0.0,0.0,0.0,1217.0,71864.0,2179.0,38553.0,11891.0,21420.0,161.0,1336.0,682.0
Praomys_degraaffi_TCD4312,Praomys_degraaffi_TCD4312,tip,NA,5747.0,0.0,0.0,0.0,2586.0,64171.0,2642.0,25184.0,7788.0,31199.0,173.0,1235.0,1234.0
Hylomyscus_stella_LSUMZ37742,Hylomyscus_stella_LSUMZ37742,tip,NA,7760.0,0.0,0.0,0.0,573.0,80224.0,1412.0,46589.0,13374.0,20261.0,92.0,788.0,532.0
Hylomyscus_vulcanorum_TCD4382,Hylomyscus_vulcanorum_TCD4382,tip,NA,6923.0,0.0,0.0,0.0,1410.0,84378.0,2530.0,35276.0,10890.0,38212.0,131.0,1059.0,1340.0
Heimyscus_fumosus_FMNH167810,Heimyscus_fumosus_FMNH167810,tip,NA,7509.0,0.0,0.0,0.0,824.0,94415.0,1717.0,57858.0,17196.0,19361.0,130.0,1097.0,490.0
Mus_pahari_10460X1,Mus_pahari_10460X1,tip,NA,6019.0,0.0,0.0,0.0,2314.0,122775.0,4139.0,77585.0,23250.0,21940.0,297.0,2614.0,1228.0
Mus_minutoides_10460X2,Mus_minutoides_10460X2,tip,NA,6974.0,0.0,0.0,0.0,1359.0,62765.0,2001.0,31784.0,9574.0,21407.0,127.0,1030.0,844.0
Mus_musculoides_LSUMZ37820,Mus_musculoides_LSUMZ37820,tip,NA,7494.0,0.0,0.0,0.0,839.0,60995.0,1392.0,37801.0,10811.0,12383.0,138.0,930.0,324.0
Mus_platythrix_10460X13,Mus_platythrix_10460X13,tip,NA,5381.0,0.0,0.0,0.0,2952.0,82007.0,2826.0,50102.0,15775.0,16130.0,239.0,1713.0,874.0
Mus_cookii_10460X3,Mus_cookii_10460X3,tip,NA,7364.0,0.0,0.0,0.0,969.0,47716.0,1220.0,26579.0,7131.0,14006.0,81.0,567.0,572.0
Mus_cervicolor_10460X10,Mus_cervicolor_10460X10,tip,NA,7369.0,0.0,0.0,0.0,964.0,50415.0,1284.0,29352.0,7875.0,13188.0,87.0,630.0,567.0
Mus_caroli_10460X9,Mus_caroli_10460X9,tip,NA,6594.0,0.0,0.0,0.0,1739.0,67842.0,2497.0,37574.0,10976.0,19292.0,160.0,1368.0,969.0
Mus_spretus_10460X4,Mus_spretus_10460X4,tip,NA,6741.0,0.0,0.0,0.0,1592.0,45384.0,2052.0,17113.0,6035.0,22236.0,96.0,868.0,1088.0
Mus_spicilegus_10460X11,Mus_spicilegus_10460X11,tip,NA,5635.0,0.0,0.0,0.0,2698.0,28385.0,2082.0,9258.0,4183.0,14944.0,171.0,1019.0,892.0
Mus_macedonicus_10460X12,Mus_macedonicus_10460X12,tip,NA,7030.0,0.0,0.0,0.0,1303.0,29587.0,1485.0,9978.0,3558.0,16051.0,75.0,672.0,738.0
Mus_musculus-reference_10460X5,Mus_musculus-reference_10460X5,tip,NA,6626.0,0.0,0.0,0.0,1707.0,13926.0,1333.0,2995.0,1409.0,9522.0,124.0,613.0,596.0
Mus_musculus-musculus_10460X14,Mus_musculus-musculus_10460X14,tip,NA,6838.0,0.0,0.0,0.0,1495.0,13557.0,1419.0,3211.0,1614.0,8732.0,97.0,645.0,677.0
Mus_musculus-castaneus_10460X7,Mus_musculus-castaneus_10460X7,tip,NA,7065.0,0.0,0.0,0.0,1268.0,29823.0,1588.0,3502.0,1669.0,24652.0,86.0,600.0,902.0
mm10,mm10,tip,NA,8333.0,0.0,0.0,0.0,0.0,7410.0,158.0,5806.0,1604.0,0.0,32.0,126.0,0.0
Mus_musculus-domesticus_10460X15,Mus_musculus-domesticus_10460X15,tip,NA,7311.0,0.0,0.0,0.0,1022.0,17169.0,1371.0,5039.0,2145.0,9985.0,99.0,589.0,683.0
<1>,Lophiomys_imhausi_UM5152;Lophuromys_woosnami_LSUMZ37793,internal,NA,3830.0,0.0,4503.0,0.0,0.0,15051.0,231.0,4767.0,10284.0,0.0,21.0,210.0,0.0
<2>,Phloeomys_cumingi_FMNH198472;Phloeomys_pallidus_JEC43,internal,100/93.9/92.8,5940.0,0.0,2061.0,0.0,332.0,86615.0,1304.0,66588.0,20027.0,0.0,109.0,1195.0,0.0
<3>,Carpomys_melanurus_FMNH198723;Musseromys_anacuao_FMNH209523,internal,100/90.1/76.3,6457.0,0.0,1650.0,0.0,226.0,59910.0,665.0,46808.0,13102.0,0.0,52.0,613.0,0.0
<4>,Batomys_russatus_KU165776;Crateromys_heaneyi_KU165014,internal,100/82.1/65,5381.0,0.0,2679.0,0.0,273.0,37301.0,386.0,28947.0,8354.0,0.0,49.0,337.0,0.0
<5>,Batomys_russatus_KU165776;Carpomys_melanurus_FMNH198723;Crateromys_heaneyi_KU165014;Musseromys_anacuao_FMNH209523,internal,100/72.6/51.7,4446.0,1314.0,2491.0,0.0,82.0,31441.0,284.0,23438.0,8003.0,0.0,16.0,268.0,0.0
<6>,Batomys_russatus_KU165776;Carpomys_melanurus_FMNH198723;Crateromys_heaneyi_KU165014;Musseromys_anacuao_FMNH209523;Phloeomys_cumingi_FMNH198472;Phloeomys_pallidus_JEC43,internal,100/83.5/64.3,4477.0,2522.0,1296.0,0.0,38.0,75153.0,870.0,58482.0,16671.0,0.0,70.0,800.0,0.0
<7>,Rattus_argentiventer_LSUMZ38199;Rattus_hoffmanni_LSUMZ39187,internal,100/46.7/62.6,2902.0,0.0,5173.0,0.0,258.0,8321.0,51.0,6260.0,2061.0,0.0,7.0,44.0,0.0
<8>,Rattus_argentiventer_LSUMZ38199;Rattus_hoffmanni_LSUMZ39187;rnor6,internal,83/20.8/38.1,996.0,581.0,6669.0,0.0,87.0,3714.0,23.0,2862.0,852.0,0.0,2.0,21.0,0.0
<9>,Rattus_argentiventer_LSUMZ38199;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;rnor6,internal,100/32.6/50.6,1398.0,1541.0,5327.0,0.0,67.0,7257.0,60.0,5394.0,1863.0,0.0,6.0,54.0,0.0
<10>,Limnomys_sibuanus_FMNH147948;Tarsomys_apoensis_KU167148,internal,100/56.9/64.9,3430.0,0.0,4635.0,0.0,268.0,10446.0,74.0,7657.0,2789.0,0.0,8.0,66.0,0.0
<11>,Rattus_colletti_RAT25;Rattus_villosissimus_sample1,internal,100/48.8/51.8,1498.0,0.0,6031.0,0.0,804.0,4145.0,63.0,3118.0,1027.0,0.0,7.0,56.0,0.0
<12>,Rattus_lutreolus_sample2;Rattus_tunneyi_RAT130,internal,100/17.3/35.3,384.0,0.0,6462.0,0.0,1487.0,988.0,44.0,694.0,294.0,0.0,12.0,32.0,0.0
<13>,Rattus_colletti_RAT25;Rattus_lutreolus_sample2;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1,internal,100/26.3/43.6,469.0,1884.0,5488.0,0.0,492.0,6746.0,191.0,4791.0,1955.0,0.0,15.0,176.0,0.0
<14>,Rattus_leucopus_sample1;Rattus_praetor_sample1,internal,100/16.7/41.9,191.0,0.0,5015.0,0.0,3127.0,607.0,81.0,357.0,250.0,0.0,12.0,69.0,0.0
<15>,Rattus_colletti_RAT25;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1,internal,100/26.8/52.9,216.0,1389.0,6334.0,0.0,394.0,4068.0,212.0,2836.0,1232.0,0.0,18.0,194.0,0.0
<16>,Rattus_colletti_RAT25;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1,internal,100/42.1/49.5,379.0,2840.0,5000.0,0.0,114.0,7395.0,39.0,5521.0,1874.0,0.0,4.0,35.0,0.0
<17>,Rattus_colletti_RAT25;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196,internal,100/42.2/56.3,372.0,2863.0,5021.0,0.0,77.0,8838.0,71.0,7015.0,1823.0,0.0,4.0,67.0,0.0
<18>,Limnomys_sibuanus_FMNH147948;Rattus_colletti_RAT25;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;Tarsomys_apoensis_KU167148,internal,100/21.7/42,199.0,1992.0,6097.0,0.0,45.0,5344.0,41.0,4512.0,832.0,0.0,4.0,37.0,0.0
<19>,Kadarsanomys_sodyi_MZB-Sample;Limnomys_sibuanus_FMNH147948;Rattus_colletti_RAT25;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;Tarsomys_apoensis_KU167148,internal,100/16.9/38.9,119.0,1381.0,6791.0,0.0,42.0,3304.0,33.0,2721.0,583.0,0.0,3.0,30.0,0.0
<20>,Kadarsanomys_sodyi_MZB-Sample;Limnomys_sibuanus_FMNH147948;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Tarsomys_apoensis_KU167148,internal,100/29.8/45.9,189.0,3965.0,4146.0,0.0,33.0,10293.0,79.0,8202.0,2091.0,0.0,8.0,71.0,0.0
<21>,Bandicota_indica_ABTC119185;Nesokia_indica_ABTC117074,internal,100/75.9/78.4,3983.0,0.0,3594.0,0.0,756.0,24007.0,262.0,18633.0,5374.0,0.0,26.0,236.0,0.0
<22>,Bandicota_indica_ABTC119185;Kadarsanomys_sodyi_MZB-Sample;Limnomys_sibuanus_FMNH147948;Nesokia_indica_ABTC117074;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Tarsomys_apoensis_KU167148,internal,100/39.9/50.4,274.0,3510.0,4518.0,0.0,31.0,12152.0,59.0,9661.0,2491.0,0.0,13.0,46.0,0.0
<23>,Paruromys_dominator_JAE4870;Taeromys_celebensis_NMVZ20637,internal,100/24.8/39,887.0,0.0,6891.0,0.0,555.0,1749.0,22.0,1323.0,426.0,0.0,6.0,16.0,0.0
<24>,Eropeplus_canus_NMVZ21733;Lenomys_meyeri_LSUMZ39079,internal,96/14.6/38.2,648.0,0.0,7330.0,0.0,355.0,1109.0,13.0,838.0,271.0,0.0,1.0,12.0,0.0
<25>,Eropeplus_canus_NMVZ21733;Lenomys_meyeri_LSUMZ39079;Paruromys_dominator_JAE4870;Taeromys_celebensis_NMVZ20637,internal,100/17.8/45,516.0,1828.0,5835.0,0.0,154.0,4048.0,61.0,2966.0,1082.0,0.0,3.0,58.0,0.0
<26>,Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Lenomys_meyeri_LSUMZ39079;Paruromys_dominator_JAE4870;Taeromys_celebensis_NMVZ20637,internal,100/9.32/34.9,230.0,886.0,7114.0,0.0,103.0,1587.0,22.0,1170.0,417.0,0.0,2.0,20.0,0.0
<27>,Taeromys_hamatus_NMVZ63317;Taeromys_taerae_LSUMZ39224,internal,100/47.4/58.1,1980.0,0.0,5586.0,0.0,767.0,4751.0,63.0,3463.0,1288.0,0.0,8.0,55.0,0.0
<28>,Taeromys_callitrichus_LSUMZ37153;Taeromys_punicans_MVZ225815,internal,100/71/79.1,3760.0,0.0,4311.0,0.0,262.0,16390.0,113.0,12142.0,4248.0,0.0,4.0,109.0,0.0
<29>,Taeromys_callitrichus_LSUMZ37153;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,100/41.6/58.7,1749.0,1320.0,5156.0,0.0,108.0,7803.0,68.0,5819.0,1984.0,0.0,8.0,60.0,0.0
<30>,Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Lenomys_meyeri_LSUMZ39079;Paruromys_dominator_JAE4870;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,100/15.9/48,392.0,2516.0,5373.0,0.0,52.0,4747.0,54.0,3437.0,1310.0,0.0,6.0,48.0,0.0
<31>,Bunomys_andrewsi_sample1;Bunomys_torajae_NMVZ21736,internal,100/15.2/28.4,340.0,0.0,7019.0,0.0,974.0,743.0,15.0,533.0,210.0,0.0,2.0,13.0,0.0
<32>,Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736,internal,100/43.4/52.6,732.0,2326.0,4949.0,0.0,326.0,8650.0,50.0,6391.0,2259.0,0.0,3.0,47.0,0.0
<33>,Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Lenomys_meyeri_LSUMZ39079;Paruromys_dominator_JAE4870;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,100/13/37.1,113.0,1939.0,6240.0,0.0,41.0,3329.0,29.0,2307.0,1022.0,0.0,2.0,27.0,0.0
<34>,Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Lenomys_meyeri_LSUMZ39079;Paruromys_dominator_JAE4870;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,100/8.45/42.3,70.0,1060.0,7165.0,0.0,38.0,1763.0,24.0,1239.0,524.0,0.0,2.0,22.0,0.0
<35>,Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Lenomys_meyeri_LSUMZ39079;Paruromys_dominator_JAE4870;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,100/6.95/32.6,40.0,841.0,7415.0,0.0,37.0,1662.0,51.0,1249.0,413.0,0.0,6.0,45.0,0.0
<36>,Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Lenomys_meyeri_LSUMZ39079;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,100/16.6/44.3,116.0,1688.0,6496.0,0.0,33.0,3680.0,19.0,2953.0,727.0,0.0,2.0,17.0,0.0
<37>,Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283,internal,100/57.3/64.3,2934.0,0.0,4999.0,0.0,400.0,11412.0,92.0,8787.0,2625.0,0.0,7.0,85.0,0.0
<38>,Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Lenomys_meyeri_LSUMZ39079;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224,internal,100/26.3/45.7,226.0,2723.0,5353.0,0.0,31.0,7185.0,61.0,6045.0,1140.0,0.0,8.0,53.0,0.0
<39>,Bandicota_indica_ABTC119185;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Kadarsanomys_sodyi_MZB-Sample;Lenomys_meyeri_LSUMZ39079;Limnomys_sibuanus_FMNH147948;Nesokia_indica_ABTC117074;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148,internal,100/55.5/61,154.0,6097.0,2058.0,0.0,24.0,30732.0,255.0,24640.0,6092.0,0.0,31.0,224.0,0.0
<40>,Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402,internal,100/88.4/92.7,4151.0,0.0,3613.0,0.0,569.0,51181.0,722.0,39333.0,11848.0,0.0,69.0,653.0,0.0
<41>,Bandicota_indica_ABTC119185;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Halmaheramys_bokimekot_33262-WD225;Kadarsanomys_sodyi_MZB-Sample;Lenomys_meyeri_LSUMZ39079;Limnomys_sibuanus_FMNH147948;Nesokia_indica_ABTC117074;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148,internal,100/69.4/68,194.0,5880.0,2239.0,0.0,20.0,47084.0,359.0,37600.0,9484.0,0.0,31.0,328.0,0.0
<42>,Niviventer_bukit_LSUMZ38136;Niviventer_rapit_LSUMZ38196,internal,100/91/92.6,5705.0,0.0,2269.0,0.0,359.0,45211.0,599.0,35519.0,9692.0,0.0,51.0,548.0,0.0
<43>,Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196,internal,100/77/70.3,4316.0,691.0,3130.0,0.0,196.0,28683.0,210.0,23290.0,5393.0,0.0,18.0,192.0,0.0
<44>,Anonymomys_mindorensis_FMNH2222010;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196,internal,100/43.1/41.9,2211.0,1017.0,5005.0,0.0,100.0,9508.0,60.0,7411.0,2097.0,0.0,10.0,50.0,0.0
<45>,Anonymomys_mindorensis_FMNH2222010;Leopoldomys_sabanus_Z25191;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196,internal,100/49.1/46.7,2336.0,1332.0,4600.0,0.0,65.0,11184.0,53.0,8673.0,2511.0,0.0,6.0,47.0,0.0
<46>,Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833,internal,100/80.2/79,5380.0,0.0,2711.0,0.0,242.0,29473.0,257.0,23031.0,6442.0,0.0,31.0,226.0,0.0
