generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
254000,rnor6,Berylmys_bowersi_ABTC116431,9.50533,0.918628,0.0482497,0.0342819,0
254000,Maxomys_musschenbroekii_sample1,NA,14.3352,0.674715,-0.149484,1.45023,0
255000,mm10,Phloeomys_cumingi_FMNH198472,0,0.388316,0.010709,0.00908031,0
255000,rnor6,Berylmys_bowersi_ABTC116431,10.2791,1.35307,-0.0390259,0.482611,0
256000,mm10,Phloeomys_cumingi_FMNH198472,0,0.287569,0.0438432,0.00731641,0
256000,rnor6,Taeromys_celebensis_NMVZ20637,11.6538,1.41595,-0.00469618,0.106831,0
257000,mm10,Phloeomys_cumingi_FMNH198472,0,0.461985,-0.0132364,0.0139005,0
257000,rnor6,Berylmys_bowersi_ABTC116431,9.22451,0.552141,0.205915,0.00797499,0
258000,mm10,Phloeomys_cumingi_FMNH198472,0,0.339871,0.0235264,0.00388188,0
258000,rnor6,Taeromys_celebensis_NMVZ20637,11.6736,1.19895,-0.0234899,0.192913,0
259000,mm10,Phloeomys_cumingi_FMNH198472,0,0.416084,0.0130768,0.0315719,0
259000,rnor6,Taeromys_celebensis_NMVZ20637,11.3938,1.09164,0.0685116,0.299532,0
260000,mm10,Phloeomys_cumingi_FMNH198472,0,0.371677,0.0240896,0.0027229,0
260000,rnor6,Berylmys_bowersi_ABTC116431,9.75142,1.01824,0.0437348,0.105264,0
261000,mm10,Phloeomys_cumingi_FMNH198472,0,0.253129,0.0946037,0.00498722,0
261000,rnor6,Taeromys_celebensis_NMVZ20637,11.7098,1.79376,-0.0506234,0.477644,0
262000,mm10,Phloeomys_cumingi_FMNH198472,0,0.378641,0.00633731,2.95367e-005,0
262000,rnor6,Taeromys_celebensis_NMVZ20637,10.8383,1.20465,0.0398641,0.29025,0
263000,mm10,Phloeomys_cumingi_FMNH198472,0,0.30627,0.0527328,0.0278102,0
263000,rnor6,Taeromys_celebensis_NMVZ20637,11.179,2.11965,-0.20876,0.188083,0
264000,mm10,Phloeomys_cumingi_FMNH198472,0,0.336618,0.0188088,0.0116767,0
264000,rnor6,Taeromys_celebensis_NMVZ20637,11.4147,1.98781,-0.179194,0.217004,0
265000,mm10,Phloeomys_cumingi_FMNH198472,0,0.369862,0.013245,0.0419581,0
265000,Pogonomys_macrourus_ABTC43144,NA,14.1075,0.00758239,-0.00219028,0.214004,0
265000,rnor6,Taeromys_celebensis_NMVZ20637,11.0635,1.61142,-0.0402323,0.388296,0
266000,mm10,Phloeomys_cumingi_FMNH198472,0,0.435573,0.00482801,0.00338929,0
266000,rnor6,Berylmys_bowersi_ABTC116431,9.76512,1.64558,-0.0780406,0.0462862,0
267000,mm10,Phloeomys_cumingi_FMNH198472,0,0.471119,-0.010609,0.000464828,0
267000,rnor6,Taeromys_celebensis_NMVZ20637,11.4348,2.94074,-0.128695,1.13577,0
268000,mm10,Phloeomys_cumingi_FMNH198472,0,0.636667,-0.0321547,0.00824457,0
268000,rnor6,Taeromys_celebensis_NMVZ20637,11.405,2.12345,-0.0801897,0.799569,0
269000,mm10,Phloeomys_cumingi_FMNH198472,0,0.486502,-0.0179711,0.00392373,0
269000,rnor6,Taeromys_celebensis_NMVZ20637,11.1636,0.982804,-0.0419609,0.15772,0
270000,mm10,Phloeomys_cumingi_FMNH198472,0,0.487129,-0.017408,0.0413441,0
270000,Zyzomys_pedunculatus_Z34925,Solomys_salebrosus_ABTC64864,10.7697,1.15674,-0.192011,0.271408,0
270000,Haeromys_minahassae_JAE4996,NA,13.5953,0.224826,0.0205065,0.146467,0
270000,rnor6,Taeromys_celebensis_NMVZ20637,11.4553,0.943976,0.110151,0.129985,0
271000,mm10,Phloeomys_cumingi_FMNH198472,0,0.451559,-0.0120632,0.00976961,0
271000,Rhabdomys_pumilio_MNHN1995065,NA,14.9489,5.74152,0.174877,0.312142,0
271000,Uromys_sp-nov_YS380,Uromys_caudimaculatus_DT10Uc01,13.1453,1.14144,0.0745404,0.78081,0
271000,rnor6,Taeromys_celebensis_NMVZ20637,11.2853,1.38124,-0.0327819,0.207365,0
271000,Paucidentomys_vermidax_Z21914,NA,14.3012,0.625327,0.0183952,0.0546609,0
272000,mm10,Phloeomys_cumingi_FMNH198472,0,0.487062,-0.0120632,0.029934,0
272000,rnor6,Berylmys_bowersi_ABTC116431,10.739,1.33764,-0.00591046,0.0720038,0
273000,mm10,Phloeomys_cumingi_FMNH198472,0,0.506086,-0.0430651,0.00806421,0
273000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.221,1.61033,-0.123742,0.132231,0
273000,rnor6,Taeromys_celebensis_NMVZ20637,11.2902,1.34721,-0.0512481,0.0915113,0
274000,mm10,Phloeomys_cumingi_FMNH198472,0,0.643256,-0.0547831,0.00898239,0
274000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.1547,0.982849,-0.105584,0.0618134,0
274000,rnor6,Taeromys_celebensis_NMVZ20637,10.7516,1.80235,-0.149281,0.285655,0
275000,mm10,Phloeomys_cumingi_FMNH198472,0,0.577349,-0.024928,0.0047005,0
275000,Malacomys_longipes_TCD4253,NA,11.1334,0.0781797,-0.00681724,1.11023,0
275000,Aethomys_hindei_MVZ196257,NA,13.263,2.30353,0.0628241,4.98858,0
275000,Aethomys_hindei_MVZ196257,NA,11.4663,2.72043,0.107465,0.549512,0
275000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.0655,1.60599,-0.19443,0.14722,0
275000,Tarsomys_apoensis_KU167148,Rattus_xanthurus_LSUMZ39196,12.8403,2.11961,-0.0190155,0.414601,0
275000,rnor6,Taeromys_celebensis_NMVZ20637,11.6619,0.944148,-0.0707044,0.0225684,0
275000,Echiothrix_centrosa_Z27993,NA,15.0122,1.97043,-0.0552175,0.253098,0
275000,Batomys_russatus_KU165776,NA,14.1693,0.701909,0.113258,2.96695,0
276000,mm10,Phloeomys_cumingi_FMNH198472,0,0.604247,-0.039235,0.010975,0
276000,Malacomys_longipes_TCD4253,NA,13.9418,0.368461,-0.0236627,2.24519,0
276000,Aethomys_hindei_MVZ196257,NA,13.344,1.0079,-0.0186298,2.03708,0
276000,Pseudohydromys_pumehanae_ABTC43920,NA,14.2823,2.39511,0.143968,4.41976,0
276000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.0837,1.85662,-0.243744,0.0868166,0
276000,rnor6,Taeromys_celebensis_NMVZ20637,11.7218,1.59247,-0.110661,0.121025,0
277000,mm10,Phloeomys_cumingi_FMNH198472,0,0.521101,-0.0323418,0.0127378,0
277000,Zyzomys_pedunculatus_Z34925,Pogonomelomys_mayeri_AMM21849,8.94853,1.40953,-0.157796,0.0434504,0
277000,rnor6,Taeromys_celebensis_NMVZ20637,11.5733,1.47019,-0.0692259,0.137808,0
278000,mm10,Phloeomys_cumingi_FMNH198472,0,0.546395,-0.0149172,0.0311722,0
278000,rnor6,Taeromys_celebensis_NMVZ20637,11.2105,1.08964,0.0923036,0.0418962,0
279000,mm10,Phloeomys_cumingi_FMNH198472,0,0.621675,-0.0512288,0.00542214,0
279000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.58068,1.98642,-0.185245,0.0452237,0
279000,rnor6,Taeromys_celebensis_NMVZ20637,10.9128,1.18356,-0.0332559,0.159548,0
280000,mm10,Phloeomys_cumingi_FMNH198472,0,0.386732,0.00663305,0.0209771,0
280000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.44305,1.62497,-0.151898,0.0682406,0
280000,rnor6,Taeromys_celebensis_NMVZ20637,11.1657,1.59,-0.0723908,0.3765,0
281000,mm10,Phloeomys_cumingi_FMNH198472,0,0.85511,-0.0632801,0.058348,0
281000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.15518,0.872878,-0.0183577,0.271031,0
281000,rnor6,Taeromys_celebensis_NMVZ20637,10.8058,1.565,-0.13722,0.266836,0
282000,mm10,Phloeomys_cumingi_FMNH198472,0,0.846328,-0.0602318,0.0732593,0
282000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.3997,0.831389,-0.0635578,0.000422176,0
282000,rnor6,Taeromys_celebensis_NMVZ20637,11.5874,2.72509,-0.0623678,1.6906,0
283000,mm10,Phloeomys_cumingi_FMNH198472,0,0.43888,-0.0125769,0.000886719,0
283000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.0011,1.20023,-0.0809333,0.150947,0
283000,Anisomys_imitator_ABTC45107,NA,10.2235,0.827387,-0.114069,0.315774,0
283000,rnor6,Taeromys_celebensis_NMVZ20637,11.749,1.17445,0.0602886,0.260678,0
284000,mm10,Phloeomys_cumingi_FMNH198472,0,0.527103,-0.021342,0.0230076,0
284000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.2411,1.12157,-0.126721,0.00225211,0
284000,Macruromys_major_ABTC43909,NA,13.2278,0.833099,0.0332514,0.998347,0
284000,rnor6,Taeromys_celebensis_NMVZ20637,11.7127,1.36707,-0.0599447,0.126849,0
285000,mm10,Phloeomys_cumingi_FMNH198472,0,0.598279,-0.0475574,0.00535854,0
285000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.75403,1.24196,-0.120362,0.100931,0
285000,rnor6,Taeromys_celebensis_NMVZ20637,11.4042,2.03084,-0.0203301,1.08681,0
286000,mm10,Phloeomys_cumingi_FMNH198472,0,0.563805,-0.031696,0.0443038,0
286000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.1644,1.32452,-0.123397,0.00460145,0
286000,rnor6,Taeromys_celebensis_NMVZ20637,10.7682,1.49162,-0.0876884,0.10051,0
287000,mm10,Phloeomys_cumingi_FMNH198472,0,0.544977,-0.0376039,0.0377401,0
287000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.55165,0.911562,-0.0590443,0.0604114,0
287000,rnor6,Berylmys_bowersi_ABTC116431,10.5875,1.27824,-0.00242925,0.31973,0
288000,mm10,Phloeomys_cumingi_FMNH198472,0,0.663459,-0.0537721,0.00989099,0
288000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.67517,1.20377,-0.082503,0.188646,0
288000,rnor6,Taeromys_celebensis_NMVZ20637,11.6701,1.1508,-0.0177057,0.100822,0
289000,mm10,Phloeomys_cumingi_FMNH198472,0,0.866164,-0.0753699,0.00206851,0
289000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.48458,1.01579,-0.0346519,0.0261394,0
289000,Chrotomys_mindorensis_JAE520,Chrotomys_whiteheadi_KU168311,13.6792,2.40727,-0.132708,1.20411,0
289000,rnor6,Taeromys_celebensis_NMVZ20637,11.4421,0.816,0.00797695,0.0466307,0
290000,mm10,Phloeomys_cumingi_FMNH198472,0,0.60908,-0.0219296,0.00239368,0
290000,rnor6,Taeromys_celebensis_NMVZ20637,11.4853,1.58885,-0.113662,0.02305,0
291000,mm10,Phloeomys_cumingi_FMNH198472,0,0.250052,0.0703541,0.000690683,0
291000,rnor6,Taeromys_celebensis_NMVZ20637,11.2773,1.52454,-0.0962986,0.128287,0
292000,mm10,Phloeomys_cumingi_FMNH198472,0,0.49149,-0.0202461,0.0333262,0
292000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.07874,1.78185,-0.119765,0.247525,0
292000,Bunomys_torajae_NMVZ21736,NA,14.5048,2.50823,-0.139492,3.37399,0
292000,rnor6,Taeromys_celebensis_NMVZ20637,11.0685,1.39813,0.00721099,0.758935,0
293000,mm10,Phloeomys_cumingi_FMNH198472,0,0.471806,-0.013156,0.0225034,0
293000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.1944,1.21936,-0.136667,0.00576532,0
293000,rnor6,Taeromys_celebensis_NMVZ20637,11.7544,2.29328,-0.151738,0.727805,0
294000,mm10,Phloeomys_cumingi_FMNH198472,0,0.244835,0.112805,0.00739895,0
294000,rnor6,Taeromys_celebensis_NMVZ20637,11.6076,1.54461,-0.0823034,0.028403,0
295000,mm10,Phloeomys_cumingi_FMNH198472,0,0.637703,-0.040147,0.00374088,0
295000,Thamnomys_venustus_LSUMZ37935,NA,14.5297,1.1264,0.0782121,5.66784,0
295000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.24487,0.875239,-0.0946491,0.0747083,0
295000,rnor6,Berylmys_bowersi_ABTC116431,10.3511,1.30928,0.0101713,0.630189,0
296000,mm10,Phloeomys_cumingi_FMNH198472,0,0.482985,-0.0304545,0.00232023,0
296000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.39557,1.5279,-0.102258,0.279582,0
296000,rnor6,Taeromys_celebensis_NMVZ20637,11.0889,1.88851,-0.120994,0.450352,0
297000,mm10,Phloeomys_cumingi_FMNH198472,0,0.538878,-0.0358745,0.0186361,0
297000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.62234,0.920971,-0.0504459,0.0252987,0
297000,rnor6,Taeromys_celebensis_NMVZ20637,11.7031,1.0447,-0.00952889,0.13566,0
298000,mm10,Phloeomys_cumingi_FMNH198472,0,0.310273,0.0421114,0.00355956,0
298000,rnor6,Taeromys_celebensis_NMVZ20637,11.5639,1.67296,-0.149005,0.087904,0
299000,mm10,Phloeomys_cumingi_FMNH198472,0,0.871689,-0.0782258,0.0158039,0
299000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.1681,1.2857,-0.158361,0.0917668,0
299000,rnor6,Berylmys_bowersi_ABTC116431,9.76469,1.14147,-0.00922947,0.149737,0
300000,mm10,Phloeomys_cumingi_FMNH198472,0,0.71987,-0.0655503,0.0200805,0
300000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.13068,1.56197,-0.150464,0.296152,0
300000,rnor6,Berylmys_bowersi_ABTC116431,9.85307,1.47338,-0.115206,0.0336877,0
301000,mm10,Phloeomys_cumingi_FMNH198472,0,0.261682,0.0963614,0.000855569,0
301000,rnor6,Berylmys_bowersi_ABTC116431,10.5568,1.50683,0.00801816,0.163267,0
302000,mm10,Phloeomys_cumingi_FMNH198472,0,0.56561,-0.0125793,0.0686117,0
302000,rnor6,Berylmys_bowersi_ABTC116431,10.3925,0.825035,0.104114,0.178824,0
303000,mm10,Phloeomys_cumingi_FMNH198472,0,0.684066,-0.0407929,0.0429207,0
303000,Mus_pahari_10460X1,NA,12.9283,0.853293,-0.00634853,2.01202,0
303000,rnor6,Taeromys_celebensis_NMVZ20637,11.5728,1.2624,-0.0621124,0.0465751,0
304000,mm10,Phloeomys_cumingi_FMNH198472,0,0.598584,-0.0328192,0.0183687,0
304000,Paraleptomys_wilhelmina_H126-ABTC133716,Crossomys_moncktoni_ABTC46614,11.525,1.01654,-0.0502697,0.238303,0
304000,rnor6,Taeromys_celebensis_NMVZ20637,11.7841,1.20652,-0.0784996,0.0420703,0
305000,mm10,Phloeomys_cumingi_FMNH198472,0,0.195601,0.174906,0.00677524,0
305000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.0042,1.9858,-0.236285,0.0868884,0
305000,rnor6,Taeromys_celebensis_NMVZ20637,10.9716,0.926434,0.122632,0.0470499,0
306000,mm10,Phloeomys_cumingi_FMNH198472,0,0.224272,0.106599,0.00559257,0
306000,rnor6,Taeromys_celebensis_NMVZ20637,11.2784,1.28923,0.00737811,0.199612,0
307000,mm10,Phloeomys_cumingi_FMNH198472,0,0.213293,0.207963,0.000755594,0
307000,Mus_minutoides_10460X2,NA,14.3823,1.70316,-0.0432678,1.06069,0
307000,Colomys_goslingi_TCD4175,NA,14.2611,1.32405,-0.0424955,0.562935,0
307000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.96484,1.09408,-0.0913252,0.111372,0
307000,Berylmys_bowersi_ABTC116431,Berylmys_mackenziei_ABTC116402,13.3237,2.17278,0.0880056,4.57426,0
307000,rnor6,Berylmys_bowersi_ABTC116431,10.6711,1.87331,-0.259763,0.0281927,0
308000,mm10,Phloeomys_cumingi_FMNH198472,0,0.244004,0.0718319,0.00194955,0
308000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.0851,1.30852,-0.145577,0.0926615,0
308000,rnor6,Taeromys_celebensis_NMVZ20637,11.7751,1.58607,-0.164586,0.164496,0
308000,Niviventer_bukit_LSUMZ38136,Niviventer_rapit_LSUMZ38196,14.3504,1.02145,0.00370076,0.884754,0
308000,mm10,Mus_platythrix_10460X13,8.64972,1.34638,0.0607924,1.05394,0
308000,Hyorhinomys_stuempkei_JAE4661,NA,13.9619,2.39423,0.101135,2.43907,0
309000,mm10,Phloeomys_cumingi_FMNH198472,0,0.269692,0.0712397,0.0298764,0
309000,rnor6,Berylmys_bowersi_ABTC116431,9.69192,1.51114,0.0517761,1.26608,0
310000,mm10,Phloeomys_cumingi_FMNH198472,0,0.366223,0.0181591,0.00644692,0
310000,rnor6,Taeromys_celebensis_NMVZ20637,11.7362,1.42723,-0.0747714,0.410082,0
311000,mm10,Phloeomys_cumingi_FMNH198472,0,0.41691,-0.0118859,0.00130938,0
311000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.69022,1.36787,-0.116035,0.150603,0
311000,rnor6,Taeromys_celebensis_NMVZ20637,11.3773,0.947141,0.0196812,0.110019,0
312000,mm10,Phloeomys_cumingi_FMNH198472,0,0.292152,0.0266938,0.00369595,0
312000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.4285,1.22427,-0.205517,0.0064078,0
312000,rnor6,Tarsomys_apoensis_KU167148,12.337,2.11338,-0.0639399,1.04991,0
312000,rnor6,Taeromys_celebensis_NMVZ20637,11.5244,1.24493,-0.0767434,0.170491,0
312000,Tateomys_macrocercus_Z21834,NA,14.728,0.459641,0.0194689,2.09187,0
313000,mm10,Phloeomys_cumingi_FMNH198472,0,0.267088,0.0892312,0.00494417,0
313000,rnor6,Taeromys_celebensis_NMVZ20637,10.7522,1.69445,-0.0912321,0.0932552,0
314000,mm10,Phloeomys_cumingi_FMNH198472,0,0.341184,0.0385252,0.00254749,0
314000,rnor6,Berylmys_bowersi_ABTC116431,10.4187,0.810917,0.0438777,0.0112158,0
315000,mm10,Phloeomys_cumingi_FMNH198472,0,0.329435,0.0328723,0.0464454,0
315000,rnor6,Taeromys_celebensis_NMVZ20637,11.1452,1.29962,-0.0709012,0.130028,0
316000,mm10,Phloeomys_cumingi_FMNH198472,0,0.332413,0.0129354,0.0142036,0
316000,rnor6,Berylmys_bowersi_ABTC116431,10.2859,1.02908,0.044646,0.0451296,0
317000,mm10,Phloeomys_cumingi_FMNH198472,0,0.355658,0.0153468,0.00685735,0
317000,rnor6,Taeromys_celebensis_NMVZ20637,11.7073,1.52777,-0.170495,0.0119131,0
318000,mm10,Phloeomys_cumingi_FMNH198472,0,0.441877,0.00159087,0.0129771,0
318000,rnor6,Taeromys_celebensis_NMVZ20637,11.0442,1.84597,-0.122592,0.580702,0
319000,mm10,Phloeomys_cumingi_FMNH198472,0,0.372804,0.00302081,0.0171822,0
319000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.2453,1.90193,-0.244731,0.246943,0
319000,rnor6,Bandicota_indica_ABTC119185,11.9869,1.07259,0.0697037,0.0650577,0
320000,mm10,Phloeomys_cumingi_FMNH198472,0,0.416547,0.000867804,0.0460953,0
320000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.96423,1.43642,-0.159925,0.0690754,0
320000,Anisomys_imitator_ABTC45107,NA,9.31547,0.585397,0.113519,0.688163,0
320000,rnor6,Taeromys_celebensis_NMVZ20637,11.2852,0.85918,0.041435,0.0238008,0
321000,mm10,Phloeomys_cumingi_FMNH198472,0,0.393406,0.00375576,0.0145843,0
321000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.77155,1.1994,-0.0810418,0.0189924,0
321000,rnor6,Taeromys_celebensis_NMVZ20637,11.6679,1.54514,-0.0621699,0.092804,0
322000,mm10,Phloeomys_cumingi_FMNH198472,0,0.509691,-0.011902,0.0253002,0
322000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.2376,1.3601,-0.114152,0.139554,0
322000,rnor6,Taeromys_celebensis_NMVZ20637,11.2388,1.49643,-0.119,0.00269221,0
323000,mm10,Phloeomys_cumingi_FMNH198472,0,0.385347,0.0142745,0.000259987,0
323000,rnor6,Taeromys_celebensis_NMVZ20637,11.366,1.53731,-0.0980429,0.217085,0
324000,mm10,Phloeomys_cumingi_FMNH198472,0,0.354305,0.0162674,0.0200562,0
324000,rnor6,Berylmys_bowersi_ABTC116431,9.38965,0.774142,0.087014,0.108821,0
325000,mm10,Phloeomys_cumingi_FMNH198472,0,0.24172,0.0754086,0.0176755,0
325000,Malacomys_longipes_TCD4253,NA,10.9909,0.321033,-0.0383007,0.322603,0
325000,rnor6,Berylmys_bowersi_ABTC116431,10.5396,1.649,-0.0857042,0.196306,0
326000,mm10,Phloeomys_cumingi_FMNH198472,0,0.297124,0.0616956,0.0105943,0
326000,rnor6,Taeromys_celebensis_NMVZ20637,11.5987,1.03776,-0.020014,0.077593,0
326000,Saxatilomys_paulinae_ABTC116266,Niviventer_lepturus_JAE4746,10.5842,1.03582,-0.0318434,0.38757,0
327000,mm10,Phloeomys_cumingi_FMNH198472,0,0.326374,0.0415079,0.0149015,0
327000,rnor6,Berylmys_bowersi_ABTC116431,10.4954,1.75718,-0.119027,0.648397,0
328000,mm10,Phloeomys_cumingi_FMNH198472,0,0.267568,0.127141,0.0316176,0
328000,Pithecheir_melanurus_LSUMZ38198,NA,12.2569,0.741412,0.0212927,1.35319,0
328000,rnor6,Taeromys_celebensis_NMVZ20637,10.8257,1.12659,-0.0116194,0.146319,0
329000,mm10,Phloeomys_cumingi_FMNH198472,0,0.421213,0.00189083,0.0559581,0
329000,rnor6,Berylmys_bowersi_ABTC116431,9.49529,1.55017,-0.0325053,0.540973,0
330000,mm10,Phloeomys_cumingi_FMNH198472,0,0.283559,0.105308,0.0480912,0
330000,rnor6,Taeromys_celebensis_NMVZ20637,11.5731,1.49894,-0.10676,0.0689273,0
331000,mm10,Phloeomys_cumingi_FMNH198472,0,0.246225,0.129753,0.0205049,0
331000,rnor6,Taeromys_celebensis_NMVZ20637,11.5286,1.03789,0.0541458,0.0259689,0
332000,mm10,Phloeomys_cumingi_FMNH198472,0,0.222771,0.15224,0.00158267,0
332000,Pithecheir_melanurus_LSUMZ38198,NA,14.2165,2.69699,0.0280693,3.6584,0
332000,rnor6,Taeromys_celebensis_NMVZ20637,11.7843,1.48906,-0.112468,0.0261397,0
333000,mm10,Phloeomys_cumingi_FMNH198472,0,0.222143,0.104113,0.0116834,0
333000,rnor6,Berylmys_bowersi_ABTC116431,10.5451,1.18617,0.0141185,0.0425706,0
334000,mm10,Phloeomys_cumingi_FMNH198472,0,0.261362,0.0678041,0.0110554,0
334000,rnor6,Berylmys_bowersi_ABTC116431,10.5125,1.62707,-0.0923751,0.206456,0
335000,mm10,Phloeomys_cumingi_FMNH198472,0,0.268231,0.0464188,0.00173599,0
335000,rnor6,Taeromys_celebensis_NMVZ20637,11.0002,1.38671,-0.0274113,0.143791,0
336000,mm10,Phloeomys_cumingi_FMNH198472,0,0.320243,0.0437336,0.00246866,0
336000,rnor6,Berylmys_bowersi_ABTC116431,10.5505,1.1595,0.0299526,0.167915,0
337000,mm10,Phloeomys_cumingi_FMNH198472,0,0.231241,0.161322,0.00749937,0
337000,rnor6,Taeromys_celebensis_NMVZ20637,11.2523,1.67243,-0.0572844,0.402262,0
338000,mm10,Phloeomys_cumingi_FMNH198472,0,0.343799,0.0277498,0.0326752,0
338000,rnor6,Taeromys_celebensis_NMVZ20637,11.3065,1.31488,-0.0943702,0.139365,0
339000,mm10,Phloeomys_cumingi_FMNH198472,0,0.303716,0.0584917,0.104301,0
339000,Uromys_caudimaculatus_DT10Uc01,NA,14.6607,1.3833,0.0515025,1.56192,0
339000,rnor6,Taeromys_celebensis_NMVZ20637,10.7598,1.20822,-0.0113394,0.0636383,0
340000,mm10,Phloeomys_cumingi_FMNH198472,0,0.308285,0.0433368,0.00944856,0
340000,rnor6,Berylmys_bowersi_ABTC116431,10.1722,0.946292,-0.0312785,0.0190876,0
341000,mm10,Phloeomys_cumingi_FMNH198472,0,0.292016,0.0933844,0.0455839,0
341000,rnor6,Berylmys_bowersi_ABTC116431,9.40765,1.34517,-0.0764014,0.020049,0
342000,mm10,Phloeomys_cumingi_FMNH198472,0,0.313828,0.0569554,0.0271829,0
342000,rnor6,Taeromys_celebensis_NMVZ20637,11.3448,1.68805,-0.09647,0.474588,0
343000,mm10,Phloeomys_cumingi_FMNH198472,0,0.251423,0.146905,0.0076135,0
343000,rnor6,Taeromys_celebensis_NMVZ20637,11.4084,1.22228,-0.00704223,0.0298376,0
344000,mm10,Phloeomys_cumingi_FMNH198472,0,0.272248,0.137616,0.0463763,0
344000,Berylmys_bowersi_ABTC116431,Berylmys_mackenziei_ABTC116402,12.3225,0.898794,0.0985781,0.494344,0
344000,rnor6,Berylmys_bowersi_ABTC116431,10.5317,1.54656,-0.0824462,0.28147,0
345000,mm10,Phloeomys_cumingi_FMNH198472,0,0.370792,0.0308175,0.0226999,0
345000,rnor6,Berylmys_bowersi_ABTC116431,10.2863,1.13069,-0.000612728,0.153461,0
346000,mm10,Phloeomys_cumingi_FMNH198472,0,0.555792,-0.0175819,0.0266505,0
346000,Lemniscomys_striatus_TCD4711,Rhabdomys_pumilio_MNHN1995065,9.95752,0.932158,-0.116425,0.369282,0
346000,rnor6,Taeromys_celebensis_NMVZ20637,11.7234,1.37306,-0.0728117,0.150311,0
347000,mm10,Phloeomys_cumingi_FMNH198472,0,0.514074,-0.0156671,0.000863266,0
347000,Thallomys_paedulcus_FMNH158089,NA,14.8019,5.90479,0.0850303,3.63588,0
347000,rnor6,Taeromys_celebensis_NMVZ20637,11.4345,1.47595,-0.0424415,0.264769,0
348000,mm10,Phloeomys_cumingi_FMNH198472,0,0.344382,0.0294263,0.0046815,0
348000,rnor6,Taeromys_celebensis_NMVZ20637,11.7793,1.21796,0.0161808,0.169957,0
349000,mm10,Phloeomys_cumingi_FMNH198472,0,0.309717,0.063882,0.000383937,0
349000,rnor6,Taeromys_celebensis_NMVZ20637,11.5108,1.49079,-0.0934215,0.00862015,0
350000,mm10,Phloeomys_cumingi_FMNH198472,0,0.424331,0.0152779,0.0425863,0
350000,Haeromys_minahassae_JAE4996,NA,11.2453,1.04047,-0.0232839,1.28822,0
350000,rnor6,Taeromys_celebensis_NMVZ20637,11.3867,1.44979,-0.0579408,0.168361,0
351000,mm10,Phloeomys_cumingi_FMNH198472,0,0.497338,-0.00738117,0.0208373,0
351000,rnor6,Berylmys_bowersi_ABTC116431,10.1523,1.62497,-0.000434251,0.153785,0
352000,mm10,Phloeomys_cumingi_FMNH198472,0,0.602892,-0.0238708,0.0374685,0
352000,rnor6,Taeromys_celebensis_NMVZ20637,11.7079,1.10764,-0.064144,0.138382,0
