# HyPhy output parser
# PYTHON VERSION: 3.9.4
# Script call:    /home/gt156213e/bin/hyphy-interface/hyphy_to_csv.py -i full-coding-fel-pared/ -m fel -o full-coding-fel-pared.csv --overwrite
# Runtime:        02/07/2022 12:54:16
# ----------------
# IO OPTIONS
# Input directory:       full-coding-fel-pared/
# Hyphy model:           fel
# Output file:           full-coding-fel-pared.csv
# --overwrite set:       Overwriting previous output file.
# ----------------
# 02.07.2022 | 12:54:16 Begin parsing Hyphy output...
# Initial alpha      : 0.01
# Total sites tested : 3606027
# Adjusted alpha     : 2.7731350874522015e-09
file,num.sites,num.sites.alpha.ne.beta,num.sites.ps
ENSMUSP00000105057-mafft-cds.filter.json,541,479,1
ENSMUSP00000105130-mafft-cds.filter.json,100,74,0
ENSMUSP00000105151-mafft-cds.filter.json,224,190,0
ENSMUSP00000105263-mafft-cds.filter.json,161,124,0
ENSMUSP00000105166-mafft-cds.filter.json,216,150,0
ENSMUSP00000105303-mafft-cds.filter.json,43,26,0
ENSMUSP00000105359-mafft-cds.filter.json,108,95,0
ENSMUSP00000105447-mafft-cds.filter.json,394,283,4
ENSMUSP00000105463-mafft-cds.filter.json,317,222,0
ENSMUSP00000105471-mafft-cds.filter.json,96,62,0
ENSMUSP00000105612-mafft-cds.filter.json,514,426,2
ENSMUSP00000105620-mafft-cds.filter.json,155,100,0
ENSMUSP00000105622-mafft-cds.filter.json,141,122,0
ENSMUSP00000105676-mafft-cds.filter.json,895,693,0
ENSMUSP00000112052-mafft-cds.filter.json,816,610,8
ENSMUSP00000112064-mafft-cds.filter.json,300,234,1
ENSMUSP00000113057-mafft-cds.filter.json,551,437,1
ENSMUSP00000113589-mafft-cds.filter.json,863,718,6
ENSMUSP00000113848-mafft-cds.filter.json,619,451,2
ENSMUSP00000112948-mafft-cds.filter.json,190,79,0
ENSMUSP00000113238-mafft-cds.filter.json,111,78,0
ENSMUSP00000113869-mafft-cds.filter.json,95,83,0
ENSMUSP00000112999-mafft-cds.filter.json,735,551,7
ENSMUSP00000112827-mafft-cds.filter.json,1386,1114,13
ENSMUSP00000117569-mafft-cds.filter.json,1868,1577,120
ENSMUSP00000119603-mafft-cds.filter.json,264,226,3
ENSMUSP00000120351-mafft-cds.filter.json,191,118,0
ENSMUSP00000115503-mafft-cds.filter.json,82,58,0
ENSMUSP00000119921-mafft-cds.filter.json,103,72,0
ENSMUSP00000116919-mafft-cds.filter.json,197,152,0
ENSMUSP00000121390-mafft-cds.filter.json,482,319,2
ENSMUSP00000118252-mafft-cds.filter.json,212,141,0
ENSMUSP00000118015-mafft-cds.filter.json,131,90,0
ENSMUSP00000114339-mafft-cds.filter.json,173,133,0
ENSMUSP00000114936-mafft-cds.filter.json,173,136,0
ENSMUSP00000137841-mafft-cds.filter.json,405,298,0
ENSMUSP00000119839-mafft-cds.filter.json,1480,1139,5
ENSMUSP00000119369-mafft-cds.filter.json,248,155,0
ENSMUSP00000115063-mafft-cds.filter.json,2979,2565,8
ENSMUSP00000115132-mafft-cds.filter.json,83,56,1
ENSMUSP00000123639-mafft-cds.filter.json,84,66,0
ENSMUSP00000121973-mafft-cds.filter.json,480,355,7
ENSMUSP00000120542-mafft-cds.filter.json,2864,2365,111
ENSMUSP00000122280-mafft-cds.filter.json,442,230,1
ENSMUSP00000115576-mafft-cds.filter.json,31,30,0
ENSMUSP00000137686-mafft-cds.filter.json,457,393,0
ENSMUSP00000138522-mafft-cds.filter.json,78,39,0
ENSMUSP00000117538-mafft-cds.filter.json,448,377,4
ENSMUSP00000117022-mafft-cds.filter.json,119,92,0
ENSMUSP00000120086-mafft-cds.filter.json,100,87,0
ENSMUSP00000114580-mafft-cds.filter.json,85,66,0
ENSMUSP00000114692-mafft-cds.filter.json,137,12,0
ENSMUSP00000117588-mafft-cds.filter.json,86,42,0
ENSMUSP00000133356-mafft-cds.filter.json,507,382,0
ENSMUSP00000120002-mafft-cds.filter.json,69,34,0
ENSMUSP00000121919-mafft-cds.filter.json,591,492,0
ENSMUSP00000120077-mafft-cds.filter.json,61,46,0
ENSMUSP00000115544-mafft-cds.filter.json,288,245,0
ENSMUSP00000118208-mafft-cds.filter.json,129,119,0
ENSMUSP00000119345-mafft-cds.filter.json,443,183,0
ENSMUSP00000115723-mafft-cds.filter.json,183,97,0
ENSMUSP00000122295-mafft-cds.filter.json,544,466,0
ENSMUSP00000120649-mafft-cds.filter.json,162,97,0
ENSMUSP00000121239-mafft-cds.filter.json,549,279,1
ENSMUSP00000121612-mafft-cds.filter.json,816,660,1
ENSMUSP00000119655-mafft-cds.filter.json,44,28,0
ENSMUSP00000120964-mafft-cds.filter.json,139,67,0
ENSMUSP00000127853-mafft-cds.filter.json,73,56,0
ENSMUSP00000118373-mafft-cds.filter.json,22,15,0
ENSMUSP00000133147-mafft-cds.filter.json,54,21,0
ENSMUSP00000122591-mafft-cds.filter.json,126,105,0
ENSMUSP00000121717-mafft-cds.filter.json,170,147,0
ENSMUSP00000116609-mafft-cds.filter.json,308,234,0
ENSMUSP00000118619-mafft-cds.filter.json,58,41,0
ENSMUSP00000116746-mafft-cds.filter.json,83,67,0
ENSMUSP00000114381-mafft-cds.filter.json,179,117,1
ENSMUSP00000119535-mafft-cds.filter.json,93,77,0
ENSMUSP00000119715-mafft-cds.filter.json,332,97,0
ENSMUSP00000122930-mafft-cds.filter.json,118,70,0
ENSMUSP00000116687-mafft-cds.filter.json,309,178,0
ENSMUSP00000114256-mafft-cds.filter.json,468,388,0
ENSMUSP00000124951-mafft-cds.filter.json,215,120,0
ENSMUSP00000127034-mafft-cds.filter.json,382,248,1
ENSMUSP00000127782-mafft-cds.filter.json,208,158,0
ENSMUSP00000132918-mafft-cds.filter.json,442,338,0
ENSMUSP00000129919-mafft-cds.filter.json,262,168,0
ENSMUSP00000130685-mafft-cds.filter.json,688,512,0
ENSMUSP00000127778-mafft-cds.filter.json,484,405,1
ENSMUSP00000126902-mafft-cds.filter.json,688,520,1
ENSMUSP00000129269-mafft-cds.filter.json,608,411,10
ENSMUSP00000130924-mafft-cds.filter.json,240,192,4
ENSMUSP00000131174-mafft-cds.filter.json,229,190,0
ENSMUSP00000127566-mafft-cds.filter.json,103,79,0
ENSMUSP00000133155-mafft-cds.filter.json,771,524,0
ENSMUSP00000127801-mafft-cds.filter.json,637,393,0
ENSMUSP00000133281-mafft-cds.filter.json,85,38,0
ENSMUSP00000135292-mafft-cds.filter.json,87,69,1
ENSMUSP00000136118-mafft-cds.filter.json,317,240,0
ENSMUSP00000137972-mafft-cds.filter.json,149,102,0
ENSMUSP00000144055-mafft-cds.filter.json,896,634,1
ENSMUSP00000145585-mafft-cds.filter.json,2254,1945,11
ENSMUSP00000147249-mafft-cds.filter.json,198,147,1
ENSMUSP00000146922-mafft-cds.filter.json,362,294,1
ENSMUSP00000147009-mafft-cds.filter.json,221,171,0
ENSMUSP00000155973-mafft-cds.filter.json,595,391,5
ENSMUSP00000158789-mafft-cds.filter.json,838,679,10
ENSMUSP00000158795-mafft-cds.filter.json,5566,4703,60
ENSMUSP00000001253-mafft-cds.filter.json,390,306,2
ENSMUSP00000001672-mafft-cds.filter.json,334,213,0
ENSMUSP00000001780-mafft-cds.filter.json,410,288,6
ENSMUSP00000002073-mafft-cds.filter.json,800,665,7
ENSMUSP00000002640-mafft-cds.filter.json,441,348,3
ENSMUSP00000002765-mafft-cds.filter.json,669,493,4
ENSMUSP00000003079-mafft-cds.filter.json,287,114,0
ENSMUSP00000003687-mafft-cds.filter.json,205,141,0
ENSMUSP00000005798-mafft-cds.filter.json,294,162,0
ENSMUSP00000009099-mafft-cds.filter.json,626,322,0
ENSMUSP00000008966-mafft-cds.filter.json,72,59,0
ENSMUSP00000011302-mafft-cds.filter.json,321,247,0
ENSMUSP00000011315-mafft-cds.filter.json,227,165,1
ENSMUSP00000013130-mafft-cds.filter.json,544,314,0
ENSMUSP00000015049-mafft-cds.filter.json,72,46,0
ENSMUSP00000018851-mafft-cds.filter.json,4152,3243,61
ENSMUSP00000019378-mafft-cds.filter.json,1088,941,2
ENSMUSP00000019862-mafft-cds.filter.json,184,157,0
ENSMUSP00000020856-mafft-cds.filter.json,370,244,0
ENSMUSP00000020884-mafft-cds.filter.json,280,153,0
ENSMUSP00000020886-mafft-cds.filter.json,265,175,0
ENSMUSP00000020896-mafft-cds.filter.json,80,53,0
ENSMUSP00000020904-mafft-cds.filter.json,1218,839,5
ENSMUSP00000020931-mafft-cds.filter.json,981,730,1
ENSMUSP00000020927-mafft-cds.filter.json,170,123,1
ENSMUSP00000020957-mafft-cds.filter.json,61,54,0
ENSMUSP00000020958-mafft-cds.filter.json,583,374,3
ENSMUSP00000020959-mafft-cds.filter.json,32,26,0
ENSMUSP00000020962-mafft-cds.filter.json,76,57,0
ENSMUSP00000020967-mafft-cds.filter.json,81,59,0
ENSMUSP00000020969-mafft-cds.filter.json,143,123,0
ENSMUSP00000020971-mafft-cds.filter.json,172,102,1
ENSMUSP00000020977-mafft-cds.filter.json,153,117,1
ENSMUSP00000020982-mafft-cds.filter.json,393,339,1
ENSMUSP00000020991-mafft-cds.filter.json,613,404,2
ENSMUSP00000020997-mafft-cds.filter.json,196,135,0
ENSMUSP00000021001-mafft-cds.filter.json,110,71,0
ENSMUSP00000021335-mafft-cds.filter.json,305,194,0
ENSMUSP00000021005-mafft-cds.filter.json,634,507,3
ENSMUSP00000021338-mafft-cds.filter.json,66,50,0
ENSMUSP00000021345-mafft-cds.filter.json,260,207,0
ENSMUSP00000021347-mafft-cds.filter.json,301,199,1
ENSMUSP00000021362-mafft-cds.filter.json,217,151,0
ENSMUSP00000021370-mafft-cds.filter.json,200,162,1
ENSMUSP00000021377-mafft-cds.filter.json,287,164,0
ENSMUSP00000021375-mafft-cds.filter.json,673,492,2
ENSMUSP00000021379-mafft-cds.filter.json,219,113,0
ENSMUSP00000021380-mafft-cds.filter.json,28,15,0
ENSMUSP00000021381-mafft-cds.filter.json,683,413,2
ENSMUSP00000021390-mafft-cds.filter.json,233,166,0
ENSMUSP00000021410-mafft-cds.filter.json,244,160,0
ENSMUSP00000021406-mafft-cds.filter.json,78,62,0
ENSMUSP00000021416-mafft-cds.filter.json,216,171,1
ENSMUSP00000021423-mafft-cds.filter.json,51,45,0
ENSMUSP00000021424-mafft-cds.filter.json,355,258,0
ENSMUSP00000021425-mafft-cds.filter.json,302,201,0
ENSMUSP00000021428-mafft-cds.filter.json,412,333,1
ENSMUSP00000021438-mafft-cds.filter.json,126,50,0
ENSMUSP00000021447-mafft-cds.filter.json,346,118,0
ENSMUSP00000021458-mafft-cds.filter.json,1893,1527,31
ENSMUSP00000021459-mafft-cds.filter.json,52,31,0
ENSMUSP00000021466-mafft-cds.filter.json,386,301,4
ENSMUSP00000021467-mafft-cds.filter.json,287,219,2
ENSMUSP00000021471-mafft-cds.filter.json,93,73,0
ENSMUSP00000021479-mafft-cds.filter.json,259,202,1
ENSMUSP00000021513-mafft-cds.filter.json,53,31,0
ENSMUSP00000021514-mafft-cds.filter.json,374,246,0
ENSMUSP00000021519-mafft-cds.filter.json,190,162,0
ENSMUSP00000021523-mafft-cds.filter.json,148,106,1
ENSMUSP00000021527-mafft-cds.filter.json,572,425,7
ENSMUSP00000021532-mafft-cds.filter.json,100,84,1
ENSMUSP00000021536-mafft-cds.filter.json,64,38,0
ENSMUSP00000021539-mafft-cds.filter.json,274,193,0
ENSMUSP00000021544-mafft-cds.filter.json,149,115,0
ENSMUSP00000021547-mafft-cds.filter.json,1678,1376,2
ENSMUSP00000021548-mafft-cds.filter.json,157,118,2
ENSMUSP00000021550-mafft-cds.filter.json,279,223,1
ENSMUSP00000021592-mafft-cds.filter.json,263,225,2
ENSMUSP00000021595-mafft-cds.filter.json,404,319,1
ENSMUSP00000021596-mafft-cds.filter.json,764,638,2
ENSMUSP00000021603-mafft-cds.filter.json,268,203,0
ENSMUSP00000021605-mafft-cds.filter.json,1500,1267,2
ENSMUSP00000021606-mafft-cds.filter.json,208,135,0
ENSMUSP00000021607-mafft-cds.filter.json,173,141,2
ENSMUSP00000021610-mafft-cds.filter.json,154,126,0
ENSMUSP00000021631-mafft-cds.filter.json,527,358,0
ENSMUSP00000021645-mafft-cds.filter.json,241,189,1
ENSMUSP00000021652-mafft-cds.filter.json,69,67,0
ENSMUSP00000021665-mafft-cds.filter.json,127,86,0
ENSMUSP00000021666-mafft-cds.filter.json,348,256,1
ENSMUSP00000021668-mafft-cds.filter.json,57,49,1
ENSMUSP00000021669-mafft-cds.filter.json,103,65,0
ENSMUSP00000021674-mafft-cds.filter.json,381,278,2
ENSMUSP00000021676-mafft-cds.filter.json,93,61,0
ENSMUSP00000021681-mafft-cds.filter.json,314,181,0
ENSMUSP00000021684-mafft-cds.filter.json,89,61,0
ENSMUSP00000021682-mafft-cds.filter.json,409,246,0
ENSMUSP00000021685-mafft-cds.filter.json,375,307,3
ENSMUSP00000021689-mafft-cds.filter.json,197,138,1
ENSMUSP00000021692-mafft-cds.filter.json,126,84,0
ENSMUSP00000021706-mafft-cds.filter.json,161,118,4
ENSMUSP00000021707-mafft-cds.filter.json,107,83,0
ENSMUSP00000026360-mafft-cds.filter.json,537,395,5
ENSMUSP00000021715-mafft-cds.filter.json,71,64,0
ENSMUSP00000021726-mafft-cds.filter.json,217,158,1
ENSMUSP00000046177-mafft-cds.filter.json,682,557,5
ENSMUSP00000026367-mafft-cds.filter.json,696,440,0
ENSMUSP00000044866-mafft-cds.filter.json,1004,835,4
ENSMUSP00000044797-mafft-cds.filter.json,465,378,2
ENSMUSP00000043742-mafft-cds.filter.json,143,116,1
ENSMUSP00000047387-mafft-cds.filter.json,1336,917,12
ENSMUSP00000035761-mafft-cds.filter.json,1609,1403,0
ENSMUSP00000035260-mafft-cds.filter.json,562,382,0
ENSMUSP00000043049-mafft-cds.filter.json,526,336,0
ENSMUSP00000049460-mafft-cds.filter.json,768,569,2
ENSMUSP00000047334-mafft-cds.filter.json,511,418,0
ENSMUSP00000044292-mafft-cds.filter.json,119,81,0
ENSMUSP00000035569-mafft-cds.filter.json,459,300,1
ENSMUSP00000040706-mafft-cds.filter.json,90,56,0
ENSMUSP00000043115-mafft-cds.filter.json,1051,866,4
ENSMUSP00000037583-mafft-cds.filter.json,104,65,0
ENSMUSP00000043145-mafft-cds.filter.json,126,95,1
ENSMUSP00000049056-mafft-cds.filter.json,408,305,1
ENSMUSP00000037441-mafft-cds.filter.json,1236,949,8
ENSMUSP00000039484-mafft-cds.filter.json,231,171,0
ENSMUSP00000048363-mafft-cds.filter.json,255,169,0
ENSMUSP00000042565-mafft-cds.filter.json,1021,734,7
ENSMUSP00000043676-mafft-cds.filter.json,1578,1151,5
ENSMUSP00000049212-mafft-cds.filter.json,48,38,0
ENSMUSP00000046864-mafft-cds.filter.json,878,625,5
ENSMUSP00000035948-mafft-cds.filter.json,266,198,0
ENSMUSP00000048780-mafft-cds.filter.json,611,420,0
ENSMUSP00000036082-mafft-cds.filter.json,1229,997,2
ENSMUSP00000042987-mafft-cds.filter.json,418,288,1
ENSMUSP00000036150-mafft-cds.filter.json,229,174,0
ENSMUSP00000045993-mafft-cds.filter.json,462,366,1
ENSMUSP00000045572-mafft-cds.filter.json,298,269,1
ENSMUSP00000035376-mafft-cds.filter.json,346,248,0
ENSMUSP00000039289-mafft-cds.filter.json,201,75,0
ENSMUSP00000040890-mafft-cds.filter.json,692,559,1
ENSMUSP00000047445-mafft-cds.filter.json,692,403,0
ENSMUSP00000045550-mafft-cds.filter.json,315,232,0
ENSMUSP00000035930-mafft-cds.filter.json,258,172,2
ENSMUSP00000035512-mafft-cds.filter.json,855,693,15
ENSMUSP00000046027-mafft-cds.filter.json,151,113,1
ENSMUSP00000041247-mafft-cds.filter.json,156,110,0
ENSMUSP00000035553-mafft-cds.filter.json,104,86,4
ENSMUSP00000047797-mafft-cds.filter.json,701,543,1
ENSMUSP00000036035-mafft-cds.filter.json,253,167,0
ENSMUSP00000041667-mafft-cds.filter.json,710,407,1
ENSMUSP00000045827-mafft-cds.filter.json,309,263,0
ENSMUSP00000038430-mafft-cds.filter.json,626,407,3
ENSMUSP00000035351-mafft-cds.filter.json,206,182,0
ENSMUSP00000055001-mafft-cds.filter.json,185,154,0
ENSMUSP00000057939-mafft-cds.filter.json,86,76,0
ENSMUSP00000054064-mafft-cds.filter.json,371,228,0
ENSMUSP00000053908-mafft-cds.filter.json,831,663,1
ENSMUSP00000050881-mafft-cds.filter.json,143,112,0
ENSMUSP00000060346-mafft-cds.filter.json,167,103,0
ENSMUSP00000052755-mafft-cds.filter.json,113,87,1
ENSMUSP00000054462-mafft-cds.filter.json,96,64,0
ENSMUSP00000062464-mafft-cds.filter.json,1007,844,6
ENSMUSP00000056131-mafft-cds.filter.json,67,66,0
ENSMUSP00000060771-mafft-cds.filter.json,746,599,2
ENSMUSP00000052912-mafft-cds.filter.json,365,256,1
ENSMUSP00000056125-mafft-cds.filter.json,432,314,2
ENSMUSP00000052202-mafft-cds.filter.json,257,206,1
ENSMUSP00000059435-mafft-cds.filter.json,278,186,0
ENSMUSP00000058535-mafft-cds.filter.json,258,229,0
ENSMUSP00000054797-mafft-cds.filter.json,748,654,0
ENSMUSP00000051664-mafft-cds.filter.json,435,333,0
ENSMUSP00000057905-mafft-cds.filter.json,443,307,0
ENSMUSP00000058943-mafft-cds.filter.json,618,476,0
ENSMUSP00000068046-mafft-cds.filter.json,213,155,2
ENSMUSP00000067002-mafft-cds.filter.json,303,261,1
ENSMUSP00000069849-mafft-cds.filter.json,184,144,1
ENSMUSP00000063217-mafft-cds.filter.json,697,464,2
ENSMUSP00000070407-mafft-cds.filter.json,526,445,0
ENSMUSP00000068258-mafft-cds.filter.json,121,82,0
ENSMUSP00000070382-mafft-cds.filter.json,1469,958,0
ENSMUSP00000063999-mafft-cds.filter.json,935,718,6
ENSMUSP00000068148-mafft-cds.filter.json,420,260,0
ENSMUSP00000065613-mafft-cds.filter.json,213,152,1
ENSMUSP00000068904-mafft-cds.filter.json,214,162,1
ENSMUSP00000068238-mafft-cds.filter.json,175,1,0
ENSMUSP00000064046-mafft-cds.filter.json,638,497,1
ENSMUSP00000065987-mafft-cds.filter.json,375,242,0
ENSMUSP00000071214-mafft-cds.filter.json,272,157,0
ENSMUSP00000071231-mafft-cds.filter.json,818,595,2
ENSMUSP00000071624-mafft-cds.filter.json,26,18,0
ENSMUSP00000072018-mafft-cds.filter.json,70,56,0
ENSMUSP00000072322-mafft-cds.filter.json,179,165,2
ENSMUSP00000072425-mafft-cds.filter.json,185,162,1
ENSMUSP00000072527-mafft-cds.filter.json,138,106,0
ENSMUSP00000073880-mafft-cds.filter.json,71,39,0
ENSMUSP00000075224-mafft-cds.filter.json,818,585,16
ENSMUSP00000074729-mafft-cds.filter.json,1012,853,8
ENSMUSP00000075339-mafft-cds.filter.json,402,312,0
ENSMUSP00000075990-mafft-cds.filter.json,168,136,0
ENSMUSP00000076090-mafft-cds.filter.json,50,38,0
ENSMUSP00000078022-mafft-cds.filter.json,325,224,0
ENSMUSP00000078030-mafft-cds.filter.json,507,268,1
ENSMUSP00000078148-mafft-cds.filter.json,225,162,0
ENSMUSP00000078369-mafft-cds.filter.json,306,276,3
ENSMUSP00000080512-mafft-cds.filter.json,412,320,1
ENSMUSP00000081867-mafft-cds.filter.json,2928,2368,39
ENSMUSP00000081889-mafft-cds.filter.json,690,544,1
ENSMUSP00000081943-mafft-cds.filter.json,169,134,1
ENSMUSP00000082004-mafft-cds.filter.json,480,329,2
ENSMUSP00000082034-mafft-cds.filter.json,241,153,0
ENSMUSP00000082177-mafft-cds.filter.json,1359,1117,4
ENSMUSP00000082311-mafft-cds.filter.json,301,207,0
ENSMUSP00000082343-mafft-cds.filter.json,94,80,0
ENSMUSP00000082533-mafft-cds.filter.json,329,243,0
ENSMUSP00000082525-mafft-cds.filter.json,89,87,1
ENSMUSP00000082616-mafft-cds.filter.json,385,269,5
ENSMUSP00000082891-mafft-cds.filter.json,100,74,0
ENSMUSP00000082971-mafft-cds.filter.json,1207,886,4
ENSMUSP00000082895-mafft-cds.filter.json,666,478,1
ENSMUSP00000091921-mafft-cds.filter.json,737,559,1
ENSMUSP00000093090-mafft-cds.filter.json,308,268,3
ENSMUSP00000093177-mafft-cds.filter.json,261,195,0
ENSMUSP00000093206-mafft-cds.filter.json,182,144,0
ENSMUSP00000093406-mafft-cds.filter.json,2233,1775,3
ENSMUSP00000098580-mafft-cds.filter.json,604,484,2
ENSMUSP00000093449-mafft-cds.filter.json,564,481,1
ENSMUSP00000098591-mafft-cds.filter.json,548,451,2
ENSMUSP00000098724-mafft-cds.filter.json,359,279,2
ENSMUSP00000098763-mafft-cds.filter.json,1225,894,1
ENSMUSP00000098849-mafft-cds.filter.json,444,287,0
ENSMUSP00000099087-mafft-cds.filter.json,470,374,1
ENSMUSP00000099806-mafft-cds.filter.json,151,123,0
ENSMUSP00000105377-mafft-cds.filter.json,52,46,0
ENSMUSP00000105483-mafft-cds.filter.json,516,406,31
ENSMUSP00000105563-mafft-cds.filter.json,819,667,2
ENSMUSP00000105527-mafft-cds.filter.json,632,381,4
ENSMUSP00000105468-mafft-cds.filter.json,220,142,1
ENSMUSP00000105674-mafft-cds.filter.json,426,334,1
ENSMUSP00000105700-mafft-cds.filter.json,184,167,0
ENSMUSP00000105732-mafft-cds.filter.json,621,418,0
ENSMUSP00000105806-mafft-cds.filter.json,44,35,0
ENSMUSP00000105901-mafft-cds.filter.json,188,132,0
ENSMUSP00000105905-mafft-cds.filter.json,401,339,1
ENSMUSP00000105923-mafft-cds.filter.json,791,604,0
ENSMUSP00000105976-mafft-cds.filter.json,255,175,0
ENSMUSP00000105983-mafft-cds.filter.json,260,148,0
ENSMUSP00000106025-mafft-cds.filter.json,80,40,0
ENSMUSP00000106088-mafft-cds.filter.json,619,477,3
ENSMUSP00000106151-mafft-cds.filter.json,567,340,0
ENSMUSP00000106481-mafft-cds.filter.json,390,280,0
ENSMUSP00000106196-mafft-cds.filter.json,423,152,0
ENSMUSP00000106542-mafft-cds.filter.json,190,157,0
ENSMUSP00000106567-mafft-cds.filter.json,185,114,0
ENSMUSP00000106752-mafft-cds.filter.json,921,511,5
ENSMUSP00000106809-mafft-cds.filter.json,447,258,2
ENSMUSP00000112103-mafft-cds.filter.json,350,271,2
ENSMUSP00000112121-mafft-cds.filter.json,468,418,1
ENSMUSP00000112137-mafft-cds.filter.json,636,518,3
ENSMUSP00000113744-mafft-cds.filter.json,276,209,0
ENSMUSP00000112379-mafft-cds.filter.json,146,102,0
ENSMUSP00000113270-mafft-cds.filter.json,594,480,0
ENSMUSP00000113123-mafft-cds.filter.json,697,453,0
ENSMUSP00000112420-mafft-cds.filter.json,367,327,1
ENSMUSP00000112551-mafft-cds.filter.json,150,108,0
ENSMUSP00000113806-mafft-cds.filter.json,686,585,2
ENSMUSP00000113703-mafft-cds.filter.json,1188,907,8
ENSMUSP00000120877-mafft-cds.filter.json,502,400,0
ENSMUSP00000122073-mafft-cds.filter.json,814,616,13
ENSMUSP00000117108-mafft-cds.filter.json,322,270,0
ENSMUSP00000114309-mafft-cds.filter.json,42,30,0
ENSMUSP00000119482-mafft-cds.filter.json,671,563,5
ENSMUSP00000114713-mafft-cds.filter.json,148,108,0
ENSMUSP00000117057-mafft-cds.filter.json,235,195,1
ENSMUSP00000120713-mafft-cds.filter.json,192,144,1
ENSMUSP00000121791-mafft-cds.filter.json,116,102,1
ENSMUSP00000119711-mafft-cds.filter.json,187,114,0
ENSMUSP00000119136-mafft-cds.filter.json,142,125,0
ENSMUSP00000122126-mafft-cds.filter.json,60,23,0
ENSMUSP00000117869-mafft-cds.filter.json,406,320,1
ENSMUSP00000118956-mafft-cds.filter.json,616,532,0
ENSMUSP00000117928-mafft-cds.filter.json,254,210,0
ENSMUSP00000118656-mafft-cds.filter.json,269,221,1
ENSMUSP00000119898-mafft-cds.filter.json,93,78,0
ENSMUSP00000117118-mafft-cds.filter.json,228,147,0
ENSMUSP00000123539-mafft-cds.filter.json,1021,819,7
ENSMUSP00000125639-mafft-cds.filter.json,216,183,0
ENSMUSP00000123916-mafft-cds.filter.json,292,234,8
ENSMUSP00000124625-mafft-cds.filter.json,290,213,1
ENSMUSP00000125156-mafft-cds.filter.json,95,59,0
ENSMUSP00000123698-mafft-cds.filter.json,126,103,0
ENSMUSP00000124933-mafft-cds.filter.json,61,54,0
ENSMUSP00000124348-mafft-cds.filter.json,1325,1104,49
ENSMUSP00000124394-mafft-cds.filter.json,536,391,1
ENSMUSP00000125157-mafft-cds.filter.json,398,266,0
ENSMUSP00000124781-mafft-cds.filter.json,200,143,0
ENSMUSP00000124464-mafft-cds.filter.json,63,50,0
ENSMUSP00000129224-mafft-cds.filter.json,45,22,0
ENSMUSP00000128230-mafft-cds.filter.json,420,270,0
ENSMUSP00000127949-mafft-cds.filter.json,1120,835,0
ENSMUSP00000127176-mafft-cds.filter.json,927,512,0
ENSMUSP00000131030-mafft-cds.filter.json,1632,1239,20
ENSMUSP00000126825-mafft-cds.filter.json,380,261,1
ENSMUSP00000127752-mafft-cds.filter.json,512,415,5
ENSMUSP00000132778-mafft-cds.filter.json,1395,1145,12
ENSMUSP00000126975-mafft-cds.filter.json,837,696,12
ENSMUSP00000131491-mafft-cds.filter.json,263,221,1
ENSMUSP00000128357-mafft-cds.filter.json,99,69,0
ENSMUSP00000128661-mafft-cds.filter.json,304,231,0
ENSMUSP00000131158-mafft-cds.filter.json,437,294,1
ENSMUSP00000133478-mafft-cds.filter.json,1131,825,1
ENSMUSP00000133459-mafft-cds.filter.json,349,285,0
ENSMUSP00000134605-mafft-cds.filter.json,102,77,1
ENSMUSP00000134028-mafft-cds.filter.json,45,37,0
ENSMUSP00000135881-mafft-cds.filter.json,535,441,1
ENSMUSP00000136823-mafft-cds.filter.json,67,22,0
ENSMUSP00000136327-mafft-cds.filter.json,427,279,0
ENSMUSP00000137263-mafft-cds.filter.json,204,163,0
ENSMUSP00000137260-mafft-cds.filter.json,78,55,0
ENSMUSP00000136332-mafft-cds.filter.json,1813,1297,10
ENSMUSP00000137070-mafft-cds.filter.json,84,10,0
ENSMUSP00000137305-mafft-cds.filter.json,412,328,0
ENSMUSP00000138216-mafft-cds.filter.json,261,235,2
ENSMUSP00000136449-mafft-cds.filter.json,2066,1557,7
ENSMUSP00000138735-mafft-cds.filter.json,921,605,2
ENSMUSP00000139123-mafft-cds.filter.json,64,51,0
ENSMUSP00000141044-mafft-cds.filter.json,292,194,1
ENSMUSP00000140454-mafft-cds.filter.json,99,82,0
ENSMUSP00000142157-mafft-cds.filter.json,61,40,0
ENSMUSP00000142803-mafft-cds.filter.json,29,23,0
ENSMUSP00000151780-mafft-cds.filter.json,161,114,0
ENSMUSP00000151555-mafft-cds.filter.json,185,154,0
ENSMUSP00000151769-mafft-cds.filter.json,35,30,0
ENSMUSP00000151310-mafft-cds.filter.json,190,145,0
ENSMUSP00000151588-mafft-cds.filter.json,1088,631,6
ENSMUSP00000151723-mafft-cds.filter.json,73,57,0
ENSMUSP00000151482-mafft-cds.filter.json,562,423,0
ENSMUSP00000151857-mafft-cds.filter.json,1464,1085,3
ENSMUSP00000151349-mafft-cds.filter.json,239,131,0
ENSMUSP00000151809-mafft-cds.filter.json,1349,548,0
ENSMUSP00000151687-mafft-cds.filter.json,37,29,0
ENSMUSP00000151829-mafft-cds.filter.json,249,187,1
ENSMUSP00000151844-mafft-cds.filter.json,888,721,6
ENSMUSP00000151286-mafft-cds.filter.json,683,416,0
ENSMUSP00000151831-mafft-cds.filter.json,276,180,0
ENSMUSP00000151896-mafft-cds.filter.json,1131,849,8
ENSMUSP00000152711-mafft-cds.filter.json,126,87,1
